,term,term_d,rate
2013-05-03,0d,0.0,1.8464
2013-05-03,1m,0.08,2.5417
2013-05-03,2m,0.17,2.5978
2013-05-03,3m,0.25,2.5901
2013-05-03,6m,0.5,2.6841
2013-05-03,9m,0.75,2.7552
2013-05-03,1y,1.0,2.7759
2013-05-03,2y,2.0,2.9513
2013-05-03,3y,3.0,2.9783
2013-05-03,4y,4.0,3.1094
2013-05-03,5y,5.0,3.1346
2013-05-03,6y,6.0,3.3226
2013-05-03,7y,7.0,3.3302
2013-05-03,8y,8.0,3.3789
2013-05-03,9y,9.0,3.4078
2013-05-03,10y,10.0,3.4212
2013-05-03,15y,15.0,3.7643
2013-05-03,20y,20.0,4.0096
2013-05-03,30y,30.0,4.1654
2013-05-03,40y,40.0,4.244
2013-05-03,50y,50.0,4.3256
