,term,term_d,rate
2013-01-04,0d,0.0,1.9617
2013-01-04,1m,0.08,2.5344
2013-01-04,2m,0.17,2.8781
2013-01-04,3m,0.25,2.7876
2013-01-04,6m,0.5,2.7967
2013-01-04,9m,0.75,2.8303
2013-01-04,1y,1.0,2.9189
2013-01-04,2y,2.0,3.0955
2013-01-04,3y,3.0,3.136
2013-01-04,4y,4.0,3.1822
2013-01-04,5y,5.0,3.2723
2013-01-04,6y,6.0,3.4246
2013-01-04,7y,7.0,3.5029
2013-01-04,8y,8.0,3.5287
2013-01-04,9y,9.0,3.5659
2013-01-04,10y,10.0,3.6062
2013-01-04,15y,15.0,3.8695
2013-01-04,20y,20.0,4.1012
2013-01-04,30y,30.0,4.2035
2013-01-04,40y,40.0,4.2903
2013-01-04,50y,50.0,4.3549
