,term,term_d,rate
2014-03-07,0d,0.0,1.0055
2014-03-07,1m,0.08,3.1531
2014-03-07,2m,0.17,3.1341
2014-03-07,3m,0.25,3.1433
2014-03-07,6m,0.5,3.2193
2014-03-07,9m,0.75,3.2156
2014-03-07,1y,1.0,3.2509
2014-03-07,2y,2.0,3.6319999999999997
2014-03-07,3y,3.0,3.8175
2014-03-07,4y,4.0,4.2058
2014-03-07,5y,5.0,4.1849
2014-03-07,6y,6.0,4.4425
2014-03-07,7y,7.0,4.3671
2014-03-07,8y,8.0,4.5234
2014-03-07,9y,9.0,4.4898
2014-03-07,10y,10.0,4.5142
2014-03-07,15y,15.0,4.7495
2014-03-07,20y,20.0,4.9797
2014-03-07,30y,30.0,5.0896
2014-03-07,40y,40.0,5.1624
2014-03-07,50y,50.0,5.2166
