,term,term_d,rate
2012-08-06,0d,0.0,1.423
2012-08-06,1m,0.08,1.9245
2012-08-06,2m,0.17,2.2524
2012-08-06,3m,0.25,2.2749
2012-08-06,6m,0.5,2.4064
2012-08-06,9m,0.75,2.3456
2012-08-06,1y,1.0,2.3728
2012-08-06,2y,2.0,2.4145
2012-08-06,3y,3.0,2.6602
2012-08-06,4y,4.0,2.6834
2012-08-06,5y,5.0,2.8921
2012-08-06,6y,6.0,3.0633
2012-08-06,7y,7.0,3.1297
2012-08-06,8y,8.0,3.2515
2012-08-06,9y,9.0,3.2943
2012-08-06,10y,10.0,3.31
2012-08-06,15y,15.0,3.6251
2012-08-06,20y,20.0,3.9062
2012-08-06,30y,30.0,4.1304
2012-08-06,40y,40.0,4.1736
2012-08-06,50y,50.0,4.2371
