,term,term_d,rate
2012-11-22,0d,0.0,1.8797
2012-11-22,1m,0.08,2.5532
2012-11-22,2m,0.17,2.8245
2012-11-22,3m,0.25,2.8289999999999997
2012-11-22,6m,0.5,2.8142
2012-11-22,9m,0.75,2.8199
2012-11-22,1y,1.0,2.8216
2012-11-22,2y,2.0,2.9797
2012-11-22,3y,3.0,2.9856
2012-11-22,4y,4.0,3.1103
2012-11-22,5y,5.0,3.1781
2012-11-22,6y,6.0,3.3159
2012-11-22,7y,7.0,3.4444
2012-11-22,8y,8.0,3.4703
2012-11-22,9y,9.0,3.4882
2012-11-22,10y,10.0,3.5357
2012-11-22,15y,15.0,3.8315
2012-11-22,20y,20.0,4.0894
2012-11-22,30y,30.0,4.1918
2012-11-22,40y,40.0,4.2748
2012-11-22,50y,50.0,4.3354
