,term,term_d,rate
2012-04-16,0d,0.0,2.468
2012-04-16,1m,0.08,2.6374
2012-04-16,2m,0.17,2.7495
2012-04-16,3m,0.25,2.7575
2012-04-16,6m,0.5,2.7614
2012-04-16,9m,0.75,2.8803
2012-04-16,1y,1.0,2.8835
2012-04-16,2y,2.0,2.8949
2012-04-16,3y,3.0,2.925
2012-04-16,4y,4.0,3.0968
2012-04-16,5y,5.0,3.1529
2012-04-16,6y,6.0,3.3862
2012-04-16,7y,7.0,3.4321
2012-04-16,8y,8.0,3.5022
2012-04-16,9y,9.0,3.5245
2012-04-16,10y,10.0,3.5318
2012-04-16,15y,15.0,3.7876
2012-04-16,20y,20.0,4.0723
2012-04-16,30y,30.0,4.2068
2012-04-16,40y,40.0,4.2625
2012-04-16,50y,50.0,4.3369
