,term,term_d,rate
2013-06-24,0d,0.0,5.0054
2013-06-24,1m,0.08,5.6231
2013-06-24,2m,0.17,5.527
2013-06-24,3m,0.25,5.0132
2013-06-24,6m,0.5,4.3744
2013-06-24,9m,0.75,3.8973
2013-06-24,1y,1.0,3.6504
2013-06-24,2y,2.0,3.6394
2013-06-24,3y,3.0,3.55
2013-06-24,4y,4.0,3.5576
2013-06-24,5y,5.0,3.5397
2013-06-24,6y,6.0,3.5851
2013-06-24,7y,7.0,3.5691
2013-06-24,8y,8.0,3.5836
2013-06-24,9y,9.0,3.623
2013-06-24,10y,10.0,3.5999
2013-06-24,15y,15.0,3.7926
2013-06-24,20y,20.0,4.0075
2013-06-24,30y,30.0,4.1388
2013-06-24,40y,40.0,4.2174
2013-06-24,50y,50.0,4.2621
