,term,term_d,rate
2014-03-13,0d,0.0,1.0667
2014-03-13,1m,0.08,2.9610000000000003
2014-03-13,2m,0.17,3.0811
2014-03-13,3m,0.25,3.1485
2014-03-13,6m,0.5,3.0881
2014-03-13,9m,0.75,2.9589
2014-03-13,1y,1.0,3.1621
2014-03-13,2y,2.0,3.5047
2014-03-13,3y,3.0,3.7063
2014-03-13,4y,4.0,4.1286
2014-03-13,5y,5.0,4.149
2014-03-13,6y,6.0,4.4267
2014-03-13,7y,7.0,4.3234
2014-03-13,8y,8.0,4.4262
2014-03-13,9y,9.0,4.4362
2014-03-13,10y,10.0,4.5024
2014-03-13,15y,15.0,4.7279
2014-03-13,20y,20.0,4.961
2014-03-13,30y,30.0,5.0695
2014-03-13,40y,40.0,5.1422
2014-03-13,50y,50.0,5.1964
