,term,term_d,rate
2013-06-17,0d,0.0,3.3294
2013-06-17,1m,0.08,4.3589
2013-06-17,2m,0.17,3.5416
2013-06-17,3m,0.25,3.0611
2013-06-17,6m,0.5,3.1425
2013-06-17,9m,0.75,3.2921
2013-06-17,1y,1.0,3.1
2013-06-17,2y,2.0,3.2092
2013-06-17,3y,3.0,3.2103
2013-06-17,4y,4.0,3.2632
2013-06-17,5y,5.0,3.2814
2013-06-17,6y,6.0,3.4076
2013-06-17,7y,7.0,3.415
2013-06-17,8y,8.0,3.4331
2013-06-17,9y,9.0,3.4703
2013-06-17,10y,10.0,3.4785
2013-06-17,15y,15.0,3.7306
2013-06-17,20y,20.0,3.9772
2013-06-17,30y,30.0,4.1237
2013-06-17,40y,40.0,4.2023
2013-06-17,50y,50.0,4.2546
