,term,term_d,rate
2012-01-09,0d,0.0,2.8456
2012-01-09,1m,0.08,2.7812
2012-01-09,2m,0.17,2.73
2012-01-09,3m,0.25,2.7138
2012-01-09,6m,0.5,2.6576
2012-01-09,9m,0.75,2.6285
2012-01-09,1y,1.0,2.7308
2012-01-09,2y,2.0,2.8405
2012-01-09,3y,3.0,2.8789
2012-01-09,4y,4.0,2.9708
2012-01-09,5y,5.0,3.0243
2012-01-09,6y,6.0,3.2707
2012-01-09,7y,7.0,3.3025
2012-01-09,8y,8.0,3.38
2012-01-09,9y,9.0,3.38
2012-01-09,10y,10.0,3.3806
2012-01-09,15y,15.0,3.6951
2012-01-09,20y,20.0,3.9574
2012-01-09,30y,30.0,4.0642
2012-01-09,40y,40.0,4.1519
2012-01-09,50y,50.0,4.2412
