,term,term_d,rate
2014-01-08,0d,0.0,1.9587
2014-01-08,1m,0.08,4.9857
2014-01-08,2m,0.17,4.4682
2014-01-08,3m,0.25,4.4064
2014-01-08,6m,0.5,4.0223
2014-01-08,9m,0.75,4.0754
2014-01-08,1y,1.0,4.181
2014-01-08,2y,2.0,4.2895
2014-01-08,3y,3.0,4.3568
2014-01-08,4y,4.0,4.5189
2014-01-08,5y,5.0,4.4712
2014-01-08,6y,6.0,4.6735
2014-01-08,7y,7.0,4.5847
2014-01-08,8y,8.0,4.646
2014-01-08,9y,9.0,4.6593
2014-01-08,10y,10.0,4.5919
2014-01-08,15y,15.0,4.8084
2014-01-08,20y,20.0,5.0316
2014-01-08,30y,30.0,5.1336
2014-01-08,40y,40.0,5.207000000000001
2014-01-08,50y,50.0,5.2619
