,term,term_d,rate
2012-10-30,0d,0.0,2.2531
2012-10-30,1m,0.08,2.5317
2012-10-30,2m,0.17,2.7813
2012-10-30,3m,0.25,2.8683
2012-10-30,6m,0.5,2.8451
2012-10-30,9m,0.75,2.8521
2012-10-30,1y,1.0,2.9533
2012-10-30,2y,2.0,3.0085
2012-10-30,3y,3.0,3.0503
2012-10-30,4y,4.0,3.1843
2012-10-30,5y,5.0,3.2103
2012-10-30,6y,6.0,3.3876
2012-10-30,7y,7.0,3.471
2012-10-30,8y,8.0,3.5034
2012-10-30,9y,9.0,3.5351
2012-10-30,10y,10.0,3.5648
2012-10-30,15y,15.0,3.8501
2012-10-30,20y,20.0,4.113
2012-10-30,30y,30.0,4.2013
2012-10-30,40y,40.0,4.274
2012-10-30,50y,50.0,4.3163
