,term,term_d,rate
2013-03-25,0d,0.0,1.0187
2013-03-25,1m,0.08,2.0331
2013-03-25,2m,0.17,2.6586
2013-03-25,3m,0.25,2.6701
2013-03-25,6m,0.5,2.5963
2013-03-25,9m,0.75,2.6032
2013-03-25,1y,1.0,2.7221
2013-03-25,2y,2.0,3.0621
2013-03-25,3y,3.0,3.0965
2013-03-25,4y,4.0,3.2758
2013-03-25,5y,5.0,3.3028
2013-03-25,6y,6.0,3.4633
2013-03-25,7y,7.0,3.4859
2013-03-25,8y,8.0,3.533
2013-03-25,9y,9.0,3.5598
2013-03-25,10y,10.0,3.577
2013-03-25,15y,15.0,3.8502
2013-03-25,20y,20.0,4.1006
2013-03-25,30y,30.0,4.2009
2013-03-25,40y,40.0,4.282
2013-03-25,50y,50.0,4.3448
