,term,term_d,rate
2011-09-28,0d,0.0,3.088
2011-09-28,1m,0.08,3.1689
2011-09-28,2m,0.17,3.2498
2011-09-28,3m,0.25,3.4301
2011-09-28,6m,0.5,3.5232
2011-09-28,9m,0.75,3.5721
2011-09-28,1y,1.0,3.6164
2011-09-28,2y,2.0,3.7089
2011-09-28,3y,3.0,3.7761
2011-09-28,4y,4.0,3.7838
2011-09-28,5y,5.0,3.7847
2011-09-28,6y,6.0,3.8719
2011-09-28,7y,7.0,3.8899
2011-09-28,8y,8.0,3.912
2011-09-28,9y,9.0,3.9199
2011-09-28,10y,10.0,3.9203
2011-09-28,15y,15.0,4.1911
2011-09-28,20y,20.0,4.3657
2011-09-28,30y,30.0,4.4407
2011-09-28,40y,40.0,4.5233
2011-09-28,50y,50.0,4.615
