,term,term_d,rate
2011-06-27,0d,0.0,3.9583
2011-06-27,1m,0.08,3.6263
2011-06-27,2m,0.17,3.4271
2011-06-27,3m,0.25,3.4355
2011-06-27,6m,0.5,3.437
2011-06-27,9m,0.75,3.4374
2011-06-27,1y,1.0,3.4957
2011-06-27,2y,2.0,3.5483
2011-06-27,3y,3.0,3.4569
2011-06-27,4y,4.0,3.498
2011-06-27,5y,5.0,3.5289
2011-06-27,6y,6.0,3.6262
2011-06-27,7y,7.0,3.7342
2011-06-27,8y,8.0,3.8377
2011-06-27,9y,9.0,3.8641
2011-06-27,10y,10.0,3.8703
2011-06-27,15y,15.0,4.0916
2011-06-27,20y,20.0,4.2793
2011-06-27,30y,30.0,4.4958
2011-06-27,40y,40.0,4.5473
2011-06-27,50y,50.0,4.6068
