,term,term_d,rate
2014-01-20,0d,0.0,2.6087
2014-01-20,1m,0.08,5.382999999999999
2014-01-20,2m,0.17,4.4804
2014-01-20,3m,0.25,4.0386
2014-01-20,6m,0.5,3.9323
2014-01-20,9m,0.75,3.784
2014-01-20,1y,1.0,3.891
2014-01-20,2y,2.0,4.1934
2014-01-20,3y,3.0,4.2196
2014-01-20,4y,4.0,4.4587
2014-01-20,5y,5.0,4.3814
2014-01-20,6y,6.0,4.6493
2014-01-20,7y,7.0,4.5568
2014-01-20,8y,8.0,4.6427
2014-01-20,9y,9.0,4.67
2014-01-20,10y,10.0,4.5923
2014-01-20,15y,15.0,4.8127
2014-01-20,20y,20.0,5.0359
2014-01-20,30y,30.0,5.1379
2014-01-20,40y,40.0,5.2113
2014-01-20,50y,50.0,5.2662
