,term,term_d,rate
2011-08-11,0d,0.0,1.8401
2011-08-11,1m,0.08,2.4823
2011-08-11,2m,0.17,3.0593
2011-08-11,3m,0.25,3.2256
2011-08-11,6m,0.5,3.4406
2011-08-11,9m,0.75,3.487
2011-08-11,1y,1.0,3.5481
2011-08-11,2y,2.0,3.6212
2011-08-11,3y,3.0,3.6239
2011-08-11,4y,4.0,3.7238
2011-08-11,5y,5.0,3.7764
2011-08-11,6y,6.0,3.8489
2011-08-11,7y,7.0,3.8604
2011-08-11,8y,8.0,3.9009
2011-08-11,9y,9.0,3.9298
2011-08-11,10y,10.0,3.9291
2011-08-11,15y,15.0,4.1822
2011-08-11,20y,20.0,4.4282
2011-08-11,30y,30.0,4.5328
2011-08-11,40y,40.0,4.6347
2011-08-11,50y,50.0,4.7062
