,term,term_d,rate
2015-03-09,0d,0.0,2.6657
2015-03-09,1m,0.08,3.4314
2015-03-09,2m,0.17,3.4338
2015-03-09,3m,0.25,3.1910000000000003
2015-03-09,6m,0.5,3.1325
2015-03-09,9m,0.75,3.1585
2015-03-09,1y,1.0,3.0787
2015-03-09,2y,2.0,3.1728
2015-03-09,3y,3.0,3.2563
2015-03-09,4y,4.0,3.3019
2015-03-09,5y,5.0,3.3327
2015-03-09,6y,6.0,3.3675
2015-03-09,7y,7.0,3.3962
2015-03-09,8y,8.0,3.4284
2015-03-09,9y,9.0,3.4602
2015-03-09,10y,10.0,3.4922
2015-03-09,15y,15.0,3.7097
2015-03-09,20y,20.0,3.8786
2015-03-09,30y,30.0,4.038
2015-03-09,40y,40.0,4.1094
2015-03-09,50y,50.0,4.1873
