,term,term_d,rate
2011-12-12,0d,0.0,1.9436
2011-12-12,1m,0.08,2.34
2011-12-12,2m,0.17,2.5867
2011-12-12,3m,0.25,2.594
2011-12-12,6m,0.5,2.5941
2011-12-12,9m,0.75,2.6104
2011-12-12,1y,1.0,2.6595
2011-12-12,2y,2.0,2.8108
2011-12-12,3y,3.0,2.8710000000000004
2011-12-12,4y,4.0,3.0276
2011-12-12,5y,5.0,3.0619
2011-12-12,6y,6.0,3.3432
2011-12-12,7y,7.0,3.384
2011-12-12,8y,8.0,3.458
2011-12-12,9y,9.0,3.488
2011-12-12,10y,10.0,3.4927
2011-12-12,15y,15.0,3.7438
2011-12-12,20y,20.0,3.9671
2011-12-12,30y,30.0,4.0762
2011-12-12,40y,40.0,4.1721
2011-12-12,50y,50.0,4.2621
