,term,term_d,rate
2015-04-13,0d,0.0,1.7397
2015-04-13,1m,0.08,3.0291
2015-04-13,2m,0.17,2.9610000000000003
2015-04-13,3m,0.25,3.0072
2015-04-13,6m,0.5,3.0773
2015-04-13,9m,0.75,3.0802
2015-04-13,1y,1.0,3.1602
2015-04-13,2y,2.0,3.219
2015-04-13,3y,3.0,3.2779
2015-04-13,4y,4.0,3.3661
2015-04-13,5y,5.0,3.467
2015-04-13,6y,6.0,3.5307
2015-04-13,7y,7.0,3.5864
2015-04-13,8y,8.0,3.6248
2015-04-13,9y,9.0,3.6442
2015-04-13,10y,10.0,3.6685
2015-04-13,15y,15.0,3.9325
2015-04-13,20y,20.0,4.1749
2015-04-13,30y,30.0,4.2938
2015-04-13,40y,40.0,4.38
2015-04-13,50y,50.0,4.4339
