,term,term_d,rate
2014-09-10,0d,0.0,2.3657
2014-09-10,1m,0.08,3.3141
2014-09-10,2m,0.17,3.5205
2014-09-10,3m,0.25,3.5504
2014-09-10,6m,0.5,3.7719
2014-09-10,9m,0.75,3.7798
2014-09-10,1y,1.0,3.7904
2014-09-10,2y,2.0,3.9365
2014-09-10,3y,3.0,4.0137
2014-09-10,4y,4.0,4.0199
2014-09-10,5y,5.0,4.031000000000001
2014-09-10,6y,6.0,4.1039
2014-09-10,7y,7.0,4.2105
2014-09-10,8y,8.0,4.2369
2014-09-10,9y,9.0,4.256
2014-09-10,10y,10.0,4.2934
2014-09-10,15y,15.0,4.4765
2014-09-10,20y,20.0,4.665
2014-09-10,30y,30.0,4.7996
2014-09-10,40y,40.0,4.8807
2014-09-10,50y,50.0,4.9249
