,term,term_d,rate
2011-12-06,0d,0.0,1.8465
2011-12-06,1m,0.08,2.2879
2011-12-06,2m,0.17,2.5567
2011-12-06,3m,0.25,2.5616
2011-12-06,6m,0.5,2.5609
2011-12-06,9m,0.75,2.5606
2011-12-06,1y,1.0,2.6293
2011-12-06,2y,2.0,2.8045
2011-12-06,3y,3.0,2.91
2011-12-06,4y,4.0,3.0267
2011-12-06,5y,5.0,3.0791
2011-12-06,6y,6.0,3.3079
2011-12-06,7y,7.0,3.3654
2011-12-06,8y,8.0,3.4412
2011-12-06,9y,9.0,3.4759
2011-12-06,10y,10.0,3.4789999999999996
2011-12-06,15y,15.0,3.7691
2011-12-06,20y,20.0,3.9725
2011-12-06,30y,30.0,4.0727
2011-12-06,40y,40.0,4.16
2011-12-06,50y,50.0,4.25
