,term,term_d,rate
2012-09-21,0d,0.0,3.2339
2012-09-21,1m,0.08,2.8622
2012-09-21,2m,0.17,2.6391
2012-09-21,3m,0.25,2.7027
2012-09-21,6m,0.5,2.7461
2012-09-21,9m,0.75,2.7757
2012-09-21,1y,1.0,2.8401
2012-09-21,2y,2.0,3.0305
2012-09-21,3y,3.0,3.1539
2012-09-21,4y,4.0,3.2495
2012-09-21,5y,5.0,3.2806
2012-09-21,6y,6.0,3.3716
2012-09-21,7y,7.0,3.4221
2012-09-21,8y,8.0,3.445
2012-09-21,9y,9.0,3.4686
2012-09-21,10y,10.0,3.4998
2012-09-21,15y,15.0,3.7096
2012-09-21,20y,20.0,3.9576
2012-09-21,30y,30.0,4.1661
2012-09-21,40y,40.0,4.2223
2012-09-21,50y,50.0,4.2783
