,term,term_d,rate
2011-08-26,0d,0.0,2.3198
2011-08-26,1m,0.08,2.7116
2011-08-26,2m,0.17,3.1034
2011-08-26,3m,0.25,3.3160000000000003
2011-08-26,6m,0.5,3.5743
2011-08-26,9m,0.75,3.5931
2011-08-26,1y,1.0,3.6692
2011-08-26,2y,2.0,3.6729
2011-08-26,3y,3.0,3.698
2011-08-26,4y,4.0,3.7977
2011-08-26,5y,5.0,3.8597
2011-08-26,6y,6.0,3.889
2011-08-26,7y,7.0,3.9387
2011-08-26,8y,8.0,3.9804
2011-08-26,9y,9.0,3.9894
2011-08-26,10y,10.0,3.9886
2011-08-26,15y,15.0,4.2055
2011-08-26,20y,20.0,4.4112
2011-08-26,30y,30.0,4.4905
2011-08-26,40y,40.0,4.6103
2011-08-26,50y,50.0,4.6919
