,term,term_d,rate
2012-02-06,0d,0.0,1.5464
2012-02-06,1m,0.08,2.3974
2012-02-06,2m,0.17,2.9428
2012-02-06,3m,0.25,2.9667
2012-02-06,6m,0.5,2.7275
2012-02-06,9m,0.75,2.7611
2012-02-06,1y,1.0,2.8131
2012-02-06,2y,2.0,2.8755
2012-02-06,3y,3.0,2.9149
2012-02-06,4y,4.0,3.0686
2012-02-06,5y,5.0,3.1409
2012-02-06,6y,6.0,3.3534
2012-02-06,7y,7.0,3.3951
2012-02-06,8y,8.0,3.469
2012-02-06,9y,9.0,3.4789999999999996
2012-02-06,10y,10.0,3.4785
2012-02-06,15y,15.0,3.7443
2012-02-06,20y,20.0,3.9917
2012-02-06,30y,30.0,4.0932
2012-02-06,40y,40.0,4.1782
2012-02-06,50y,50.0,4.2674
