,term,term_d,rate
2013-07-25,0d,0.0,2.8359
2013-07-25,1m,0.08,3.6824
2013-07-25,2m,0.17,3.6426
2013-07-25,3m,0.25,3.6099
2013-07-25,6m,0.5,3.6438
2013-07-25,9m,0.75,3.5199
2013-07-25,1y,1.0,3.5107
2013-07-25,2y,2.0,3.5768
2013-07-25,3y,3.0,3.5727
2013-07-25,4y,4.0,3.6343
2013-07-25,5y,5.0,3.6956
2013-07-25,6y,6.0,3.7147
2013-07-25,7y,7.0,3.7
2013-07-25,8y,8.0,3.7214
2013-07-25,9y,9.0,3.7191
2013-07-25,10y,10.0,3.7102
2013-07-25,15y,15.0,3.8516
2013-07-25,20y,20.0,4.0391
2013-07-25,30y,30.0,4.1543
2013-07-25,40y,40.0,4.2329
2013-07-25,50y,50.0,4.2699
