,term,term_d,rate
2011-03-09,0d,0.0,1.1622
2011-03-09,1m,0.08,1.8271
2011-03-09,2m,0.17,2.2849
2011-03-09,3m,0.25,2.3706
2011-03-09,6m,0.5,2.568
2011-03-09,9m,0.75,2.7625
2011-03-09,1y,1.0,2.8898
2011-03-09,2y,2.0,3.1675
2011-03-09,3y,3.0,3.26
2011-03-09,4y,4.0,3.3844
2011-03-09,5y,5.0,3.5087
2011-03-09,6y,6.0,3.7028
2011-03-09,7y,7.0,3.7391
2011-03-09,8y,8.0,3.8366
2011-03-09,9y,9.0,3.8742
2011-03-09,10y,10.0,3.8879
2011-03-09,15y,15.0,4.0651
2011-03-09,20y,20.0,4.1732
2011-03-09,30y,30.0,4.2876
2011-03-09,40y,40.0,4.3645
2011-03-09,50y,50.0,4.43
