,term,term_d,rate
2013-03-22,0d,0.0,1.0917
2013-03-22,1m,0.08,2.0576
2013-03-22,2m,0.17,2.6772
2013-03-22,3m,0.25,2.7107
2013-03-22,6m,0.5,2.6316
2013-03-22,9m,0.75,2.6289999999999996
2013-03-22,1y,1.0,2.7341
2013-03-22,2y,2.0,3.0639
2013-03-22,3y,3.0,3.0961
2013-03-22,4y,4.0,3.2821
2013-03-22,5y,5.0,3.306
2013-03-22,6y,6.0,3.4629
2013-03-22,7y,7.0,3.4876
2013-03-22,8y,8.0,3.5381
2013-03-22,9y,9.0,3.5639999999999996
2013-03-22,10y,10.0,3.5816
2013-03-22,15y,15.0,3.8523
2013-03-22,20y,20.0,4.1028
2013-03-22,30y,30.0,4.202
2013-03-22,40y,40.0,4.2831
2013-03-22,50y,50.0,4.3453
