,term,term_d,rate
2014-07-28,0d,0.0,2.5007
2014-07-28,1m,0.08,3.3125
2014-07-28,2m,0.17,3.4676
2014-07-28,3m,0.25,3.495
2014-07-28,6m,0.5,3.6098
2014-07-28,9m,0.75,3.6353
2014-07-28,1y,1.0,3.7274
2014-07-28,2y,2.0,3.8872
2014-07-28,3y,3.0,3.8954
2014-07-28,4y,4.0,3.9573
2014-07-28,5y,5.0,4.0157
2014-07-28,6y,6.0,4.0812
2014-07-28,7y,7.0,4.192
2014-07-28,8y,8.0,4.229
2014-07-28,9y,9.0,4.2487
2014-07-28,10y,10.0,4.2713
2014-07-28,15y,15.0,4.4545
2014-07-28,20y,20.0,4.6365
2014-07-28,30y,30.0,4.7564
2014-07-28,40y,40.0,4.854
2014-07-28,50y,50.0,4.8982
