,term,term_d,rate
2013-09-13,0d,0.0,2.2387
2013-09-13,1m,0.08,4.2208
2013-09-13,2m,0.17,3.9368
2013-09-13,3m,0.25,3.7039
2013-09-13,6m,0.5,3.5615
2013-09-13,9m,0.75,3.5887
2013-09-13,1y,1.0,3.6106
2013-09-13,2y,2.0,3.8879
2013-09-13,3y,3.0,3.9174
2013-09-13,4y,4.0,4.0124
2013-09-13,5y,5.0,4.0165
2013-09-13,6y,6.0,4.1339
2013-09-13,7y,7.0,4.12
2013-09-13,8y,8.0,4.1307
2013-09-13,9y,9.0,4.1294
2013-09-13,10y,10.0,4.1406
2013-09-13,15y,15.0,4.2328
2013-09-13,20y,20.0,4.4272
2013-09-13,30y,30.0,4.4611
2013-09-13,40y,40.0,4.4729
2013-09-13,50y,50.0,4.4878
