,term,term_d,rate
2012-08-23,0d,0.0,1.9997
2012-08-23,1m,0.08,2.3536
2012-08-23,2m,0.17,2.6132
2012-08-23,3m,0.25,2.6528
2012-08-23,6m,0.5,2.6284
2012-08-23,9m,0.75,2.6671
2012-08-23,1y,1.0,2.63
2012-08-23,2y,2.0,2.8118
2012-08-23,3y,3.0,2.9254
2012-08-23,4y,4.0,3.0218
2012-08-23,5y,5.0,3.122
2012-08-23,6y,6.0,3.1866
2012-08-23,7y,7.0,3.2913
2012-08-23,8y,8.0,3.3627
2012-08-23,9y,9.0,3.3696
2012-08-23,10y,10.0,3.3702
2012-08-23,15y,15.0,3.661
2012-08-23,20y,20.0,3.9313
2012-08-23,30y,30.0,4.1607
2012-08-23,40y,40.0,4.1887
2012-08-23,50y,50.0,4.2522
