,term,term_d,rate
2012-02-16,0d,0.0,2.5739
2012-02-16,1m,0.08,2.8657
2012-02-16,2m,0.17,3.0639
2012-02-16,3m,0.25,3.0633
2012-02-16,6m,0.5,2.9256
2012-02-16,9m,0.75,2.93
2012-02-16,1y,1.0,2.9696
2012-02-16,2y,2.0,3.0195
2012-02-16,3y,3.0,3.0369
2012-02-16,4y,4.0,3.1401
2012-02-16,5y,5.0,3.1709
2012-02-16,6y,6.0,3.3516
2012-02-16,7y,7.0,3.4426
2012-02-16,8y,8.0,3.5305
2012-02-16,9y,9.0,3.5346
2012-02-16,10y,10.0,3.5361
2012-02-16,15y,15.0,3.7715
2012-02-16,20y,20.0,4.0038
2012-02-16,30y,30.0,4.1037
2012-02-16,40y,40.0,4.1889
2012-02-16,50y,50.0,4.2831
