,term,term_d,rate
2014-04-17,0d,0.0,1.2777
2014-04-17,1m,0.08,2.8236
2014-04-17,2m,0.17,2.8404
2014-04-17,3m,0.25,2.8704
2014-04-17,6m,0.5,3.0959
2014-04-17,9m,0.75,3.1843
2014-04-17,1y,1.0,3.4003
2014-04-17,2y,2.0,3.6224
2014-04-17,3y,3.0,3.9419999999999997
2014-04-17,4y,4.0,4.0975
2014-04-17,5y,5.0,4.0624
2014-04-17,6y,6.0,4.3758
2014-04-17,7y,7.0,4.2251
2014-04-17,8y,8.0,4.3222
2014-04-17,9y,9.0,4.3933
2014-04-17,10y,10.0,4.2749
2014-04-17,15y,15.0,4.5109
2014-04-17,20y,20.0,4.7429
2014-04-17,30y,30.0,4.8407
2014-04-17,40y,40.0,4.9258
2014-04-17,50y,50.0,4.98
