,term,term_d,rate
2013-06-21,0d,0.0,7.0084
2013-06-21,1m,0.08,6.4661
2013-06-21,2m,0.17,5.6411
2013-06-21,3m,0.25,5.1132
2013-06-21,6m,0.5,4.1744
2013-06-21,9m,0.75,3.8954
2013-06-21,1y,1.0,3.6106
2013-06-21,2y,2.0,3.5965
2013-06-21,3y,3.0,3.5992
2013-06-21,4y,4.0,3.582
2013-06-21,5y,5.0,3.5797
2013-06-21,6y,6.0,3.6148
2013-06-21,7y,7.0,3.5991
2013-06-21,8y,8.0,3.5986
2013-06-21,9y,9.0,3.623
2013-06-21,10y,10.0,3.6014
2013-06-21,15y,15.0,3.7931
2013-06-21,20y,20.0,4.0077
2013-06-21,30y,30.0,4.1389
2013-06-21,40y,40.0,4.2175
2013-06-21,50y,50.0,4.2622
