,term,term_d,rate
2012-10-17,0d,0.0,1.4138
2012-10-17,1m,0.08,2.1271
2012-10-17,2m,0.17,2.647
2012-10-17,3m,0.25,2.7703
2012-10-17,6m,0.5,2.7744
2012-10-17,9m,0.75,2.7774
2012-10-17,1y,1.0,2.8441
2012-10-17,2y,2.0,2.9577
2012-10-17,3y,3.0,3.0575
2012-10-17,4y,4.0,3.1728
2012-10-17,5y,5.0,3.1992
2012-10-17,6y,6.0,3.3466
2012-10-17,7y,7.0,3.4514
2012-10-17,8y,8.0,3.4639
2012-10-17,9y,9.0,3.4781
2012-10-17,10y,10.0,3.5036
2012-10-17,15y,15.0,3.8186
2012-10-17,20y,20.0,4.1022
2012-10-17,30y,30.0,4.2024
2012-10-17,40y,40.0,4.2669999999999995
2012-10-17,50y,50.0,4.3092
