,term,term_d,rate
2012-12-07,0d,0.0,1.8149
2012-12-07,1m,0.08,2.4356
2012-12-07,2m,0.17,2.8533
2012-12-07,3m,0.25,2.8714
2012-12-07,6m,0.5,2.8615
2012-12-07,9m,0.75,2.8742
2012-12-07,1y,1.0,2.8952
2012-12-07,2y,2.0,3.1296
2012-12-07,3y,3.0,3.1591
2012-12-07,4y,4.0,3.1933
2012-12-07,5y,5.0,3.3014
2012-12-07,6y,6.0,3.3899
2012-12-07,7y,7.0,3.4702
2012-12-07,8y,8.0,3.5114
2012-12-07,9y,9.0,3.5419
2012-12-07,10y,10.0,3.5689
2012-12-07,15y,15.0,3.8526
2012-12-07,20y,20.0,4.1004
2012-12-07,30y,30.0,4.2
2012-12-07,40y,40.0,4.2855
2012-12-07,50y,50.0,4.3518
