,term,term_d,rate
2011-06-09,0d,0.0,2.8174
2011-06-09,1m,0.08,2.8947
2011-06-09,2m,0.17,2.952
2011-06-09,3m,0.25,2.9611
2011-06-09,6m,0.5,3.0012
2011-06-09,9m,0.75,3.028
2011-06-09,1y,1.0,3.0833
2011-06-09,2y,2.0,3.1959
2011-06-09,3y,3.0,3.3605
2011-06-09,4y,4.0,3.4181
2011-06-09,5y,5.0,3.5136
2011-06-09,6y,6.0,3.6358
2011-06-09,7y,7.0,3.6855
2011-06-09,8y,8.0,3.7785
2011-06-09,9y,9.0,3.8563
2011-06-09,10y,10.0,3.8726
2011-06-09,15y,15.0,4.0628
2011-06-09,20y,20.0,4.19
2011-06-09,30y,30.0,4.3459
2011-06-09,40y,40.0,4.4345
2011-06-09,50y,50.0,4.5089999999999995
