,term,term_d,rate
2012-06-27,0d,0.0,2.4413
2012-06-27,1m,0.08,2.2087
2012-06-27,2m,0.17,2.0818
2012-06-27,3m,0.25,2.1109999999999998
2012-06-27,6m,0.5,2.1892
2012-06-27,9m,0.75,2.3377
2012-06-27,1y,1.0,2.3716
2012-06-27,2y,2.0,2.3828
2012-06-27,3y,3.0,2.5523
2012-06-27,4y,4.0,2.7084
2012-06-27,5y,5.0,2.92
2012-06-27,6y,6.0,3.093
2012-06-27,7y,7.0,3.1222
2012-06-27,8y,8.0,3.3201
2012-06-27,9y,9.0,3.3245
2012-06-27,10y,10.0,3.3252
2012-06-27,15y,15.0,3.6407
2012-06-27,20y,20.0,3.9161
2012-06-27,30y,30.0,4.09
2012-06-27,40y,40.0,4.157
2012-06-27,50y,50.0,4.2322
