,code,display_name,date,weight
0,600267.XSHG,海正药业,2011-11-02,0.18
1,600859.XSHG,王府井,2011-11-02,0.19
2,000536.XSHE,华映科技,2011-11-02,0.05
3,002073.XSHE,软控股份,2011-11-02,0.28
4,002310.XSHE,东方园林,2011-11-02,0.12
5,002493.XSHE,荣盛石化,2011-11-02,0.1
6,002498.XSHE,汉缆股份,2011-11-02,0.04
7,002500.XSHE,山西证券,2011-11-02,0.09
8,600971.XSHG,恒源煤电,2011-11-02,0.1
9,600998.XSHG,九州通,2011-11-02,0.07
10,601018.XSHG,宁波港,2011-11-02,0.14
11,601098.XSHG,中南传媒,2011-11-02,0.13
12,601118.XSHG,海南橡胶,2011-11-02,0.13
13,601377.XSHG,兴业证券,2011-11-02,0.11
14,601519.XSHG,大智慧,2011-11-02,0.04
15,601558.XSHG,华锐风电,2011-11-02,0.07
16,601717.XSHG,郑煤机,2011-11-02,0.07
17,601718.XSHG,际华集团,2011-11-02,0.09
18,601933.XSHG,永辉超市,2011-11-02,0.1
19,600827.XSHG,友谊股份,2011-11-02,0.25
20,600000.XSHG,浦发银行,2011-11-02,2.05
21,600004.XSHG,白云机场,2011-11-02,0.07
22,600005.XSHG,武钢股份,2011-11-02,0.28
23,600008.XSHG,首创股份,2011-11-02,0.12
24,600009.XSHG,上海机场,2011-11-02,0.25
25,600010.XSHG,包钢股份,2011-11-02,0.26
26,600015.XSHG,华夏银行,2011-11-02,0.62
27,600016.XSHG,民生银行,2011-11-02,2.77
28,600018.XSHG,上港集团,2011-11-02,0.13
29,600019.XSHG,宝钢股份,2011-11-02,0.54
30,600026.XSHG,中海发展,2011-11-02,0.09
31,600028.XSHG,中国石化,2011-11-02,0.59
32,600029.XSHG,南方航空,2011-11-02,0.26
33,600030.XSHG,中信证券,2011-11-02,1.68
34,600031.XSHG,三一重工,2011-11-02,0.9
35,600036.XSHG,招商银行,2011-11-02,3.0
36,600037.XSHG,歌华有线,2011-11-02,0.14
37,600048.XSHG,保利地产,2011-11-02,0.71
38,600050.XSHG,中国联通,2011-11-02,0.94
39,600058.XSHG,五矿发展,2011-11-02,0.2
40,600062.XSHG,双鹤药业,2011-11-02,0.13
41,600066.XSHG,宇通客车,2011-11-02,0.15
42,600068.XSHG,葛洲坝,2011-11-02,0.38
43,600085.XSHG,同仁堂,2011-11-02,0.19
44,600089.XSHG,特变电工,2011-11-02,0.52
45,600096.XSHG,云天化,2011-11-02,0.11
46,600100.XSHG,同方股份,2011-11-02,0.27
47,600104.XSHG,上海汽车,2011-11-02,0.6
48,600108.XSHG,亚盛集团,2011-11-02,0.15
49,600109.XSHG,国金证券,2011-11-02,0.08
50,600111.XSHG,包钢稀土,2011-11-02,0.66
51,600118.XSHG,中国卫星,2011-11-02,0.14
52,600123.XSHG,兰花科创,2011-11-02,0.3
53,600125.XSHG,铁龙物流,2011-11-02,0.18
54,600132.XSHG,重庆啤酒,2011-11-02,0.37
55,600143.XSHG,金发科技,2011-11-02,0.24
56,600150.XSHG,中国船舶,2011-11-02,0.29
57,600151.XSHG,航天机电,2011-11-02,0.08
58,600153.XSHG,建发股份,2011-11-02,0.19
59,600161.XSHG,天坛生物,2011-11-02,0.09
60,600166.XSHG,福田汽车,2011-11-02,0.2
61,600169.XSHG,太原重工,2011-11-02,0.13
62,600170.XSHG,上海建工,2011-11-02,0.07
63,600177.XSHG,雅戈尔,2011-11-02,0.28
64,600183.XSHG,生益科技,2011-11-02,0.09
65,600188.XSHG,兖州煤业,2011-11-02,0.33
66,600196.XSHG,复星医药,2011-11-02,0.19
67,600208.XSHG,新湖中宝,2011-11-02,0.15
68,600216.XSHG,浙江医药,2011-11-02,0.14
69,600219.XSHG,南山铝业,2011-11-02,0.18
70,600220.XSHG,江苏阳光,2011-11-02,0.1
71,600221.XSHG,海南航空,2011-11-02,0.14
72,600239.XSHG,云南城投,2011-11-02,0.09
73,600256.XSHG,广汇股份,2011-11-02,0.53
74,600266.XSHG,北京城建,2011-11-02,0.11
75,600269.XSHG,赣粤高速,2011-11-02,0.09
76,600271.XSHG,航天信息,2011-11-02,0.28
77,600307.XSHG,酒钢宏兴,2011-11-02,0.08
78,600309.XSHG,烟台万华,2011-11-02,0.32
79,600312.XSHG,平高电气,2011-11-02,0.11
80,600316.XSHG,洪都航空,2011-11-02,0.13
81,600320.XSHG,振华重工,2011-11-02,0.21
82,600331.XSHG,宏达股份,2011-11-02,0.18
83,600348.XSHG,阳泉煤业,2011-11-02,0.49
84,600352.XSHG,浙江龙盛,2011-11-02,0.16
85,600362.XSHG,江西铜业,2011-11-02,0.46
86,600369.XSHG,西南证券,2011-11-02,0.1
87,600376.XSHG,首开股份,2011-11-02,0.13
88,600380.XSHG,健康元,2011-11-02,0.08
89,600383.XSHG,金地集团,2011-11-02,0.44
90,600395.XSHG,盘江股份,2011-11-02,0.17
91,600415.XSHG,小商品城,2011-11-02,0.26
92,600418.XSHG,江淮汽车,2011-11-02,0.13
93,600428.XSHG,中远航运,2011-11-02,0.09
94,600432.XSHG,吉恩镍业,2011-11-02,0.1
95,600456.XSHG,宝钛股份,2011-11-02,0.11
96,600489.XSHG,中金黄金,2011-11-02,0.42
97,600497.XSHG,驰宏锌锗,2011-11-02,0.22
98,600500.XSHG,中化国际,2011-11-02,0.11
99,600508.XSHG,上海能源,2011-11-02,0.13
100,600516.XSHG,方大炭素,2011-11-02,0.18
101,600517.XSHG,置信电气,2011-11-02,0.09
102,600518.XSHG,康美药业,2011-11-02,0.43
103,600519.XSHG,贵州茅台,2011-11-02,1.71
104,600528.XSHG,中铁二局,2011-11-02,0.1
105,600547.XSHG,山东黄金,2011-11-02,0.53
106,600549.XSHG,厦门钨业,2011-11-02,0.2
107,600550.XSHG,天威保变,2011-11-02,0.19
108,600583.XSHG,海油工程,2011-11-02,0.26
109,600585.XSHG,海螺水泥,2011-11-02,0.79
110,600588.XSHG,用友软件,2011-11-02,0.17
111,600595.XSHG,中孚实业,2011-11-02,0.12
112,600598.XSHG,北大荒,2011-11-02,0.16
113,600600.XSHG,青岛啤酒,2011-11-02,0.23
114,600635.XSHG,大众公用,2011-11-02,0.15
115,600642.XSHG,申能股份,2011-11-02,0.26
116,600649.XSHG,城投控股,2011-11-02,0.15
117,600655.XSHG,豫园商城,2011-11-02,0.23
118,600660.XSHG,福耀玻璃,2011-11-02,0.24
119,600664.XSHG,哈药股份,2011-11-02,0.18
120,600674.XSHG,川投能源,2011-11-02,0.09
121,600675.XSHG,中华企业,2011-11-02,0.1
122,600690.XSHG,青岛海尔,2011-11-02,0.32
123,600694.XSHG,大商股份,2011-11-02,0.25
124,600717.XSHG,天津港,2011-11-02,0.12
125,600718.XSHG,东软集团,2011-11-02,0.14
126,600737.XSHG,中粮屯河,2011-11-02,0.09
127,600739.XSHG,辽宁成大,2011-11-02,0.43
128,600741.XSHG,华域汽车,2011-11-02,0.21
129,600779.XSHG,水井坊,2011-11-02,0.15
130,600795.XSHG,国电电力,2011-11-02,0.4
131,600804.XSHG,鹏博士,2011-11-02,0.2
132,600808.XSHG,马钢股份,2011-11-02,0.14
133,600809.XSHG,山西汾酒,2011-11-02,0.18
134,600811.XSHG,东方集团,2011-11-02,0.16
135,600812.XSHG,华北制药,2011-11-02,0.17
136,600832.XSHG,东方明珠,2011-11-02,0.22
137,600837.XSHG,海通证券,2011-11-02,1.53
138,600839.XSHG,四川长虹,2011-11-02,0.2
139,600875.XSHG,东方电气,2011-11-02,0.33
140,600879.XSHG,航天电子,2011-11-02,0.12
141,600881.XSHG,亚泰集团,2011-11-02,0.23
142,600895.XSHG,张江高科,2011-11-02,0.14
143,600900.XSHG,长江电力,2011-11-02,0.65
144,600970.XSHG,中材国际,2011-11-02,0.15
145,600997.XSHG,开滦股份,2011-11-02,0.18
146,601001.XSHG,大同煤业,2011-11-02,0.2
147,601006.XSHG,大秦铁路,2011-11-02,0.91
148,601009.XSHG,南京银行,2011-11-02,0.38
149,601088.XSHG,中国神华,2011-11-02,1.76
150,601111.XSHG,中国国航,2011-11-02,0.26
151,601166.XSHG,兴业银行,2011-11-02,2.01
152,601168.XSHG,西部矿业,2011-11-02,0.46
153,601169.XSHG,北京银行,2011-11-02,0.89
154,601186.XSHG,中国铁建,2011-11-02,0.3
155,601318.XSHG,中国平安,2011-11-02,2.63
156,601328.XSHG,交通银行,2011-11-02,2.14
157,601333.XSHG,广深铁路,2011-11-02,0.19
158,601390.XSHG,中国中铁,2011-11-02,0.33
159,601398.XSHG,工商银行,2011-11-02,1.29
160,601600.XSHG,中国铝业,2011-11-02,0.47
161,601601.XSHG,中国太保,2011-11-02,1.3
162,601628.XSHG,中国人寿,2011-11-02,0.51
163,601666.XSHG,平煤股份,2011-11-02,0.32
164,601699.XSHG,潞安环能,2011-11-02,0.47
165,601727.XSHG,上海电气,2011-11-02,0.25
166,601766.XSHG,中国南车,2011-11-02,0.45
167,601808.XSHG,中海油服,2011-11-02,0.2
168,601857.XSHG,中国石油,2011-11-02,0.73
169,601866.XSHG,中海集运,2011-11-02,0.14
170,601898.XSHG,中煤能源,2011-11-02,0.35
171,601899.XSHG,紫金矿业,2011-11-02,0.71
172,601918.XSHG,国投新集,2011-11-02,0.14
173,601919.XSHG,中国远洋,2011-11-02,0.3
174,601939.XSHG,建设银行,2011-11-02,0.92
175,601958.XSHG,金钼股份,2011-11-02,0.3
176,601988.XSHG,中国银行,2011-11-02,0.41
177,601998.XSHG,中信银行,2011-11-02,0.24
178,601668.XSHG,中国建筑,2011-11-02,1.01
179,601107.XSHG,四川成渝,2011-11-02,0.06
180,000001.XSHE,深发展A,2011-11-02,0.86
181,000002.XSHE,万科A,2011-11-02,1.5
