,code,display_name,date,weight
0,002299.XSHE,圣农发展,2012-02-29,0.109
1,002344.XSHE,海宁皮城,2012-02-29,0.07400000000000001
2,002378.XSHE,章源钨业,2012-02-29,0.043
3,002431.XSHE,棕榈园林,2012-02-29,0.076
4,600160.XSHG,巨化股份,2012-02-29,0.156
5,600259.XSHG,广晟有色,2012-02-29,0.159
6,600498.XSHG,烽火通信,2012-02-29,0.122
7,600783.XSHG,鲁信创投,2012-02-29,0.083
8,601099.XSHG,太平洋,2012-02-29,0.065
9,601992.XSHG,金隅股份,2012-02-29,0.122
10,601991.XSHG,大唐发电,2012-02-29,0.217
11,601258.XSHG,庞大集团,2012-02-29,0.101
12,601233.XSHG,桐昆股份,2012-02-29,0.076
13,601216.XSHG,内蒙君正,2012-02-29,0.045
14,600873.XSHG,梅花集团,2012-02-29,0.081
15,600770.XSHG,综艺股份,2012-02-29,0.13699999999999998
16,600372.XSHG,中航电子,2012-02-29,0.139
17,600252.XSHG,中恒集团,2012-02-29,0.175
18,600098.XSHG,广州控股,2012-02-29,0.084
19,002603.XSHE,以岭药业,2012-02-29,0.057
20,002594.XSHE,比亚迪,2012-02-29,0.041
21,000581.XSHE,威孚高科,2012-02-29,0.271
22,000629.XSHE,攀钢钒钛,2012-02-29,0.41
23,002038.XSHE,双鹭药业,2012-02-29,0.126
24,600000.XSHG,浦发银行,2012-02-29,2.101
25,600005.XSHG,武钢股份,2012-02-29,0.253
26,600008.XSHG,首创股份,2012-02-29,0.119
27,600009.XSHG,上海机场,2012-02-29,0.249
28,600010.XSHG,包钢股份,2012-02-29,0.266
29,600015.XSHG,华夏银行,2012-02-29,0.78
30,600016.XSHG,民生银行,2012-02-29,2.928
31,600019.XSHG,宝钢股份,2012-02-29,0.545
32,600026.XSHG,中海发展,2012-02-29,0.08199999999999999
33,600028.XSHG,中国石化,2012-02-29,0.624
34,600029.XSHG,南方航空,2012-02-29,0.22
35,600030.XSHG,中信证券,2012-02-29,1.599
36,600031.XSHG,三一重工,2012-02-29,0.871
37,600036.XSHG,招商银行,2012-02-29,3.131
38,600037.XSHG,歌华有线,2012-02-29,0.111
39,600048.XSHG,保利地产,2012-02-29,0.779
40,600050.XSHG,中国联通,2012-02-29,0.816
41,600058.XSHG,五矿发展,2012-02-29,0.223
42,600062.XSHG,双鹤药业,2012-02-29,0.106
43,600066.XSHG,宇通客车,2012-02-29,0.231
44,600068.XSHG,葛洲坝,2012-02-29,0.348
45,600085.XSHG,同仁堂,2012-02-29,0.191
46,600089.XSHG,特变电工,2012-02-29,0.453
47,600096.XSHG,云天化,2012-02-29,0.08800000000000001
48,600100.XSHG,同方股份,2012-02-29,0.338
49,600104.XSHG,上汽集团,2012-02-29,0.684
50,600108.XSHG,亚盛集团,2012-02-29,0.15
51,600109.XSHG,国金证券,2012-02-29,0.066
52,600111.XSHG,包钢稀土,2012-02-29,0.79
