code,display_name,date,weight
000413.XSHE,东旭光电,2016-06-17,0.169
000415.XSHE,渤海租赁,2016-06-17,0.151
600315.XSHG,上海家化,2016-06-17,0.178
600317.XSHG,营口港,2016-06-17,0.08
600252.XSHG,中恒集团,2016-06-17,0.147
000825.XSHE,太钢不锈,2016-06-17,0.086
000826.XSHE,启迪桑德,2016-06-17,0.182
600256.XSHG,广汇能源,2016-06-17,0.159
000709.XSHE,河钢股份,2016-06-17,0.141
000559.XSHE,万向钱潮,2016-06-17,0.202
000156.XSHE,华数传媒,2016-06-17,0.029
000157.XSHE,中联重科,2016-06-17,0.218
000623.XSHE,吉林敖东,2016-06-17,0.216
002375.XSHE,亚厦股份,2016-06-17,0.092
000629.XSHE,攀钢钒钛,2016-06-17,0.122
600893.XSHG,航发动力,2016-06-17,0.313
600783.XSHG,鲁信创投,2016-06-17,0.08
601872.XSHG,招商轮船,2016-06-17,0.123
600089.XSHG,特变电工,2016-06-17,0.263
600895.XSHG,张江高科,2016-06-17,0.175
600085.XSHG,同仁堂,2016-06-17,0.225
601238.XSHG,广汽集团,2016-06-17,0.155
000792.XSHE,盐湖股份,2016-06-17,0.164
600005.XSHG,武钢股份,2016-06-17,0.141
300027.XSHE,华谊兄弟,2016-06-17,0.345
600000.XSHG,浦发银行,2016-06-17,2.141
600648.XSHG,外高桥,2016-06-17,0.082
600649.XSHG,城投控股,2016-06-17,0.26
001979.XSHE,招商蛇口,2016-06-17,0.4
300124.XSHE,汇川技术,2016-06-17,0.208
600415.XSHG,小商品城,2016-06-17,0.21
601633.XSHG,长城汽车,2016-06-17,0.123
600008.XSHG,首创股份,2016-06-17,0.092
600009.XSHG,上海机场,2016-06-17,0.318
300144.XSHE,宋城演艺,2016-06-17,0.171
600066.XSHG,宇通客车,2016-06-17,0.31
600060.XSHG,海信电器,2016-06-17,0.15
000540.XSHE,中天金融,2016-06-17,0.143
000937.XSHE,冀中能源,2016-06-17,0.067
601988.XSHG,中国银行,2016-06-17,0.843
601989.XSHG,中国重工,2016-06-17,0.672
000738.XSHE,航发控制,2016-06-17,0.136
600958.XSHG,东方证券,2016-06-17,0.223
600068.XSHG,葛洲坝,2016-06-17,0.194
000423.XSHE,东阿阿胶,2016-06-17,0.289
600660.XSHG,福耀玻璃,2016-06-17,0.245
601225.XSHG,陕西煤业,2016-06-17,0.106
300251.XSHE,光线传媒,2016-06-17,0.126
000630.XSHE,铜陵有色,2016-06-17,0.118
600998.XSHG,九州通,2016-06-17,0.069
601390.XSHG,中国中铁,2016-06-17,0.483
601788.XSHG,光大证券,2016-06-17,0.237
601398.XSHG,工商银行,2016-06-17,1.12
601021.XSHG,春秋航空,2016-06-17,0.143
600153.XSHG,建发股份,2016-06-17,0.351
600150.XSHG,中国船舶,2016-06-17,0.186
601866.XSHG,中远海发,2016-06-17,0.164
600718.XSHG,东软集团,2016-06-17,0.188
600157.XSHG,永泰能源,2016-06-17,0.165
300315.XSHE,掌趣科技,2016-06-17,0.203
000027.XSHE,深圳能源,2016-06-17,0.092
600867.XSHG,通化东宝,2016-06-17,0.236
600717.XSHG,天津港,2016-06-17,0.089
