code,display_name,date,weight
002044.XSHE,美年健康,2018-02-13,0.195
000413.XSHE,东旭光电,2018-02-13,0.252
000415.XSHE,渤海租赁,2018-02-13,0.087
002426.XSHE,胜利精密,2018-02-13,0.087
600909.XSHG,华安证券,2018-02-13,0.069
600999.XSHG,招商证券,2018-02-13,0.353
000826.XSHE,启迪桑德,2018-02-13,0.125
002294.XSHE,信立泰,2018-02-13,0.131
000709.XSHE,河钢股份,2018-02-13,0.138
000627.XSHE,天茂集团,2018-02-13,0.096
000625.XSHE,长安汽车,2018-02-13,0.201
000623.XSHE,吉林敖东,2018-02-13,0.17
002450.XSHE,ST康得新,2018-02-13,0.34
600816.XSHG,安信信托,2018-02-13,0.19
600498.XSHG,烽火通信,2018-02-13,0.117
600893.XSHG,航发动力,2018-02-13,0.18
601877.XSHG,正泰电器,2018-02-13,0.086
601872.XSHG,招商轮船,2018-02-13,0.074
600089.XSHG,特变电工,2018-02-13,0.293
600895.XSHG,张江高科,2018-02-13,0.088
600085.XSHG,同仁堂,2018-02-13,0.149
601229.XSHG,上海银行,2018-02-13,0.11
601228.XSHG,广州港,2018-02-13,0.037
002841.XSHE,视源股份,2018-02-13,0.022
601878.XSHG,浙商证券,2018-02-13,0.048
000792.XSHE,盐湖股份,2018-02-13,0.146
300024.XSHE,机器人,2018-02-13,0.176
300027.XSHE,华谊兄弟,2018-02-13,0.136
600436.XSHG,片仔癀,2018-02-13,0.178
600000.XSHG,浦发银行,2018-02-13,1.243
000959.XSHE,首钢股份,2018-02-13,0.078
600649.XSHG,城投控股,2018-02-13,0.09
300124.XSHE,汇川技术,2018-02-13,0.226
600415.XSHG,小商品城,2018-02-13,0.13
601633.XSHG,长城汽车,2018-02-13,0.118
600008.XSHG,首创股份,2018-02-13,0.1
600009.XSHG,上海机场,2018-02-13,0.363
300144.XSHE,宋城演艺,2018-02-13,0.108
600066.XSHG,宇通客车,2018-02-13,0.234
000938.XSHE,紫光股份,2018-02-13,0.071
600061.XSHG,国投资本,2018-02-13,0.09
000425.XSHE,徐工机械,2018-02-13,0.155
601988.XSHG,中国银行,2018-02-13,0.769
601989.XSHG,中国重工,2018-02-13,0.477
000738.XSHE,航发控制,2018-02-13,0.051
600958.XSHG,东方证券,2018-02-13,0.348
600068.XSHG,葛洲坝,2018-02-13,0.211
000423.XSHE,东阿阿胶,2018-02-13,0.276
601155.XSHG,新城控股,2018-02-13,0.292
300251.XSHE,光线传媒,2018-02-13,0.092
000630.XSHE,铜陵有色,2018-02-13,0.148
601390.XSHG,中国中铁,2018-02-13,0.382
601377.XSHG,兴业证券,2018-02-13,0.287
002415.XSHE,海康威视,2018-02-13,1.184
601398.XSHG,工商银行,2018-02-13,1.297
601021.XSHG,春秋航空,2018-02-13,0.067
600153.XSHG,建发股份,2018-02-13,0.144
601866.XSHG,中远海发,2018-02-13,0.089
601788.XSHG,光大证券,2018-02-13,0.228
600157.XSHG,永泰能源,2018-02-13,0.168
300315.XSHE,掌趣科技,2018-02-13,0.107
000559.XSHE,万向钱潮,2018-02-13,0.101
002601.XSHE,龙蟒佰利,2018-02-13,0.088
002608.XSHE,江苏国信,2018-02-13,0.053
000876.XSHE,新希望,2018-02-13,0.141
600795.XSHG,国电电力,2018-02-13,0.296
600011.XSHG,华能国际,2018-02-13,0.213
600010.XSHG,包钢股份,2018-02-13,0.273
600016.XSHG,民生银行,2018-02-13,1.722
600015.XSHG,华夏银行,2018-02-13,0.508
601318.XSHG,中国平安,2018-02-13,6.538
