code,display_name,date,weight
600259.XSHG,广晟有色,2012-07-09,0.17
600316.XSHG,洪都航空,2012-07-09,0.12
002122.XSHE,*ST天马,2012-07-09,0.08
600252.XSHG,中恒集团,2012-07-09,0.2
000825.XSHE,太钢不锈,2012-07-09,0.17
600256.XSHG,广汇能源,2012-07-09,0.6
000709.XSHE,河钢股份,2012-07-09,0.3
000559.XSHE,万向钱潮,2012-07-09,0.08
000157.XSHE,中联重科,2012-07-09,0.93
000623.XSHE,吉林敖东,2012-07-09,0.26
002378.XSHE,章源钨业,2012-07-09,0.06
600588.XSHG,用友网络,2012-07-09,0.16
600812.XSHG,华北制药,2012-07-09,0.11
600811.XSHG,东方集团,2012-07-09,0.15
000629.XSHE,攀钢钒钛,2012-07-09,0.4
600893.XSHG,航发动力,2012-07-09,0.15
600125.XSHG,铁龙物流,2012-07-09,0.16
600123.XSHG,兰花科创,2012-07-09,0.26
600089.XSHG,特变电工,2012-07-09,0.38
600895.XSHG,张江高科,2012-07-09,0.14
000012.XSHE,南玻A,2012-07-09,0.25
600085.XSHG,同仁堂,2012-07-09,0.24
002415.XSHE,海康威视,2012-07-09,0.23
000792.XSHE,盐湖股份,2012-07-09,0.45
600005.XSHG,武钢股份,2012-07-09,0.23
601369.XSHG,陕鼓动力,2012-07-09,0.1
600000.XSHG,浦发银行,2012-07-09,1.91
600550.XSHG,保变电气,2012-07-09,0.13
600418.XSHG,江淮汽车,2012-07-09,0.1
601117.XSHG,中国化学,2012-07-09,0.24
600415.XSHG,小商品城,2012-07-09,0.22
601101.XSHG,昊华能源,2012-07-09,0.14
600008.XSHG,首创股份,2012-07-09,0.11
600009.XSHG,上海机场,2012-07-09,0.26
002092.XSHE,中泰化学,2012-07-09,0.15
600066.XSHG,宇通客车,2012-07-09,0.22
601558.XSHG,ST锐电,2012-07-09,0.12
600062.XSHG,华润双鹤,2012-07-09,0.14
600309.XSHG,万华化学,2012-07-09,0.3
600153.XSHG,建发股份,2012-07-09,0.2
600307.XSHG,酒钢宏兴,2012-07-09,0.06
000425.XSHE,徐工机械,2012-07-09,0.25
601988.XSHG,中国银行,2012-07-09,0.41
600432.XSHG,退市吉恩,2012-07-09,0.11
000933.XSHE,神火股份,2012-07-09,0.19
000422.XSHE,*ST宜化,2012-07-09,0.19
000423.XSHE,东阿阿胶,2012-07-09,0.44
600151.XSHG,航天机电,2012-07-09,0.07
000630.XSHE,铜陵有色,2012-07-09,0.29
601718.XSHG,际华集团,2012-07-09,0.08
601390.XSHG,中国中铁,2012-07-09,0.28
601377.XSHG,兴业证券,2012-07-09,0.1
600718.XSHG,东软集团,2012-07-09,0.13
601398.XSHG,工商银行,2012-07-09,1.29
000021.XSHE,深科技,2012-07-09,0.07
600150.XSHG,中国船舶,2012-07-09,0.27
600098.XSHG,广州发展,2012-07-09,0.09
000024.XSHE,招商地产,2012-07-09,0.36
002603.XSHE,以岭药业,2012-07-09,0.06
000027.XSHE,深圳能源,2012-07-09,0.11
601098.XSHG,中南传媒,2012-07-09,0.11
600096.XSHG,云天化,2012-07-09,0.08
600100.XSHG,同方股份,2012-07-09,0.28
000780.XSHE,平庄能源,2012-07-09,0.09
000783.XSHE,长江证券,2012-07-09,0.32
600010.XSHG,包钢股份,2012-07-09,0.26
600016.XSHG,民生银行,2012-07-09,2.85
600015.XSHG,华夏银行,2012-07-09,0.68
601318.XSHG,中国平安,2012-07-09,3.22
600655.XSHG,豫园股份,2012-07-09,0.19
600019.XSHG,宝钢股份,2012-07-09,0.48
600549.XSHG,厦门钨业,2012-07-09,0.25
600395.XSHG,盘江股份,2012-07-09,0.19
601258.XSHG,庞大集团,2012-07-09,0.07
601991.XSHG,大唐发电,2012-07-09,0.24
600369.XSHG,西南证券,2012-07-09,0.22
601992.XSHG,金隅集团,2012-07-09,0.09
600795.XSHG,国电电力,2012-07-09,0.44
000680.XSHE,山推股份,2012-07-09,0.11
601998.XSHG,中信银行,2012-07-09,0.23
000538.XSHE,云南白药,2012-07-09,0.35
000728.XSHE,国元证券,2012-07-09,0.23
600376.XSHG,首开股份,2012-07-09,0.21
000686.XSHE,东北证券,2012-07-09,0.09
600863.XSHG,内蒙华电,2012-07-09,0.13
000338.XSHE,潍柴动力,2012-07-09,0.47
002024.XSHE,苏宁易购,2012-07-09,0.74
601888.XSHG,中国国旅,2012-07-09,0.16
601628.XSHG,中国人寿,2012-07-09,0.58
601939.XSHG,建设银行,2012-07-09,0.85
002106.XSHE,莱宝高科,2012-07-09,0.18
002007.XSHE,华兰生物,2012-07-09,0.15
601918.XSHG,新集能源,2012-07-09,0.14
600143.XSHG,金发科技,2012-07-09,0.23
601866.XSHG,中远海发,2012-07-09,0.13
600383.XSHG,金地集团,2012-07-09,0.61
600900.XSHG,长江电力,2012-07-09,0.71
000039.XSHE,中集集团,2012-07-09,0.24
600380.XSHG,健康元,2012-07-09,0.06
600703.XSHG,三安光电,2012-07-09,0.17
600999.XSHG,招商证券,2012-07-09,0.57
600547.XSHG,山东黄金,2012-07-09,0.49
600873.XSHG,梅花生物,2012-07-09,0.08
600783.XSHG,鲁信创投,2012-07-09,0.07
600266.XSHG,北京城建,2012-07-09,0.14
600267.XSHG,海正药业,2012-07-09,0.15
601717.XSHG,郑煤机,2012-07-09,0.17
601158.XSHG,重庆水务,2012-07-09,0.12
600660.XSHG,福耀玻璃,2012-07-09,0.26
600498.XSHG,烽火通信,2012-07-09,0.12
600664.XSHG,哈药股份,2012-07-09,0.13
601099.XSHG,太平洋,2012-07-09,0.07
000839.XSHE,中信国安,2012-07-09,0.13
000625.XSHE,长安汽车,2012-07-09,0.19
002344.XSHE,海宁皮城,2012-07-09,0.09
600352.XSHG,浙江龙盛,2012-07-09,0.12
000527.XSHE,美的电器,2012-07-09,0.47
600048.XSHG,保利地产,2012-07-09,1.02
000528.XSHE,柳工,2012-07-09,0.18
600362.XSHG,江西铜业,2012-07-09,0.42
600600.XSHG,青岛啤酒,2012-07-09,0.28
600208.XSHG,新湖中宝,2012-07-09,0.16
000999.XSHE,华润三九,2012-07-09,0.18
002038.XSHE,双鹭药业,2012-07-09,0.15
000758.XSHE,中色股份,2012-07-09,0.18
601009.XSHG,南京银行,2012-07-09,0.37
600674.XSHG,川投能源,2012-07-09,0.14
600997.XSHG,开滦股份,2012-07-09,0.14
002422.XSHE,科伦药业,2012-07-09,0.24
601001.XSHG,大同煤业,2012-07-09,0.15
600177.XSHG,雅戈尔,2012-07-09,0.24
600170.XSHG,上海建工,2012-07-09,0.11
601006.XSHG,大秦铁路,2012-07-09,0.88
601333.XSHG,广深铁路,2012-07-09,0.17
601168.XSHG,西部矿业,2012-07-09,0.34
601169.XSHG,北京银行,2012-07-09,0.9
600271.XSHG,航天信息,2012-07-09,0.22
600276.XSHG,恒瑞医药,2012-07-09,0.37
600779.XSHG,水井坊,2012-07-09,0.17
600970.XSHG,中材国际,2012-07-09,0.11
601088.XSHG,中国神华,2012-07-09,1.56
600770.XSHG,综艺股份,2012-07-09,0.11
000568.XSHE,泸州老窖,2012-07-09,0.62
600196.XSHG,复星医药,2012-07-09,0.25
601607.XSHG,上海医药,2012-07-09,0.17
600216.XSHG,浙江医药,2012-07-09,0.14
600058.XSHG,五矿发展,2012-07-09,0.2
600690.XSHG,青岛海尔,2012-07-09,0.4
002128.XSHE,露天煤业,2012-07-09,0.11
600219.XSHG,南山铝业,2012-07-09,0.16
600694.XSHG,大商股份,2012-07-09,0.21
600050.XSHG,中国联通,2012-07-09,0.66
601933.XSHG,永辉超市,2012-07-09,0.09
002001.XSHE,新和成,2012-07-09,0.16
002493.XSHE,荣盛石化,2012-07-09,0.07
002498.XSHE,汉缆股份,2012-07-09,0.03
600497.XSHG,驰宏锌锗,2012-07-09,0.19
600595.XSHG,中孚实业,2012-07-09,0.09
600598.XSHG,北大荒,2012-07-09,0.11
000983.XSHE,西山煤电,2012-07-09,0.52
600859.XSHG,王府井,2012-07-09,0.13
000059.XSHE,华锦股份,2012-07-09,0.1
600169.XSHG,太原重工,2012-07-09,0.11
600456.XSHG,宝钛股份,2012-07-09,0.08
002431.XSHE,棕榈股份,2012-07-09,0.08
600161.XSHG,天坛生物,2012-07-09,0.08
600160.XSHG,巨化股份,2012-07-09,0.12
600166.XSHG,福田汽车,2012-07-09,0.21
601179.XSHG,中国西电,2012-07-09,0.15
002500.XSHE,山西证券,2012-07-09,0.08
601788.XSHG,光大证券,2012-07-09,0.38
600372.XSHG,中航电子,2012-07-09,0.15
600518.XSHG,康美药业,2012-07-09,0.5
600519.XSHG,贵州茅台,2012-07-09,2.09
601766.XSHG,中国中车,2012-07-09,0.34
000807.XSHE,云铝股份,2012-07-09,0.11
000858.XSHE,五粮液,2012-07-09,1.31
600809.XSHG,山西汾酒,2012-07-09,0.21
600516.XSHG,方大炭素,2012-07-09,0.11
000729.XSHE,燕京啤酒,2012-07-09,0.19
600221.XSHG,海航控股,2012-07-09,0.12
600028.XSHG,中国石化,2012-07-09,0.57
600029.XSHG,南方航空,2012-07-09,0.2
600183.XSHG,生益科技,2012-07-09,0.08
600971.XSHG,恒源煤电,2012-07-09,0.09
600649.XSHG,城投控股,2012-07-09,0.17
600026.XSHG,中远海能,2012-07-09,0.07
600188.XSHG,兖州煤业,2012-07-09,0.24
601699.XSHG,潞安环能,2012-07-09,0.4
002405.XSHE,四维图新,2012-07-09,0.06
000581.XSHE,威孚高科,2012-07-09,0.23
600582.XSHG,天地科技,2012-07-09,0.12
000060.XSHE,中金岭南,2012-07-09,0.26
600037.XSHG,歌华有线,2012-07-09,0.1
000776.XSHE,广发证券,2012-07-09,0.56
000063.XSHE,中兴通讯,2012-07-09,0.58
000778.XSHE,新兴铸管,2012-07-09,0.13
600546.XSHG,山煤国际,2012-07-09,0.09
002244.XSHE,滨江集团,2012-07-09,0.08
601299.XSHG,中国北车,2012-07-09,0.35
000069.XSHE,华侨城A,2012-07-09,0.49
600881.XSHG,亚泰集团,2012-07-09,0.22
601668.XSHG,中国建筑,2012-07-09,1.05
601106.XSHG,中国一重,2012-07-09,0.17
600642.XSHG,申能股份,2012-07-09,0.28
601233.XSHG,桐昆股份,2012-07-09,0.05
601666.XSHG,平煤股份,2012-07-09,0.25
000100.XSHE,TCL集团,2012-07-09,0.29
600508.XSHG,上海能源,2012-07-09,0.11
002069.XSHE,獐子岛,2012-07-09,0.12
000869.XSHE,张裕A,2012-07-09,0.19
600118.XSHG,中国卫星,2012-07-09,0.12
600500.XSHG,中化国际,2012-07-09,0.1
601857.XSHG,中国石油,2012-07-09,0.68
600115.XSHG,东方航空,2012-07-09,0.21
601216.XSHG,君正集团,2012-07-09,0.04
600428.XSHG,中远海特,2012-07-09,0.07
600111.XSHG,北方稀土,2012-07-09,1.21
002202.XSHE,金风科技,2012-07-09,0.21
600739.XSHG,辽宁成大,2012-07-09,0.45
601898.XSHG,中煤能源,2012-07-09,0.3
601899.XSHG,紫金矿业,2012-07-09,0.64
600331.XSHG,宏达股份,2012-07-09,0.14
600031.XSHG,三一重工,2012-07-09,0.89
600030.XSHG,中信证券,2012-07-09,1.83
002142.XSHE,宁波银行,2012-07-09,0.24
002310.XSHE,东方园林,2012-07-09,0.15
601727.XSHG,上海电气,2012-07-09,0.19
000800.XSHE,一汽轿车,2012-07-09,0.19
600036.XSHG,招商银行,2012-07-09,2.84
600832.XSHG,东方明珠,2012-07-09,0.18
601186.XSHG,中国铁建,2012-07-09,0.29
600837.XSHG,海通证券,2012-07-09,1.64
000768.XSHE,中航飞机,2012-07-09,0.2
600839.XSHG,四川长虹,2012-07-09,0.16
601288.XSHG,农业银行,2012-07-09,1.11
600875.XSHG,东方电气,2012-07-09,0.25
601818.XSHG,光大银行,2012-07-09,0.72
601268.XSHG,*ST二重,2012-07-09,0.04
601111.XSHG,中国国航,2012-07-09,0.22
600535.XSHG,天士力,2012-07-09,0.24
600741.XSHG,华域汽车,2012-07-09,0.19
601018.XSHG,宁波港,2012-07-09,0.14
