code,display_name,date,weight
000413.XSHE,东旭光电,2016-01-27,0.166
000415.XSHE,渤海租赁,2016-01-27,0.163
600315.XSHG,上海家化,2016-01-27,0.217
600317.XSHG,营口港,2016-01-27,0.094
600252.XSHG,中恒集团,2016-01-27,0.208
000825.XSHE,太钢不锈,2016-01-27,0.095
000826.XSHE,启迪桑德,2016-01-27,0.205
600256.XSHG,广汇能源,2016-01-27,0.213
000709.XSHE,河钢股份,2016-01-27,0.144
000559.XSHE,万向钱潮,2016-01-27,0.264
000156.XSHE,华数传媒,2016-01-27,0.043
000157.XSHE,中联重科,2016-01-27,0.239
000623.XSHE,吉林敖东,2016-01-27,0.225
002375.XSHE,亚厦股份,2016-01-27,0.107
000629.XSHE,攀钢钒钛,2016-01-27,0.16
600893.XSHG,航发动力,2016-01-27,0.357
600783.XSHG,鲁信创投,2016-01-27,0.118
601872.XSHG,招商轮船,2016-01-27,0.153
600089.XSHG,特变电工,2016-01-27,0.311
600895.XSHG,张江高科,2016-01-27,0.227
600085.XSHG,同仁堂,2016-01-27,0.311
601238.XSHG,广汽集团,2016-01-27,0.126
000792.XSHE,盐湖股份,2016-01-27,0.194
600005.XSHG,武钢股份,2016-01-27,0.143
300027.XSHE,华谊兄弟,2016-01-27,0.41
600000.XSHG,浦发银行,2016-01-27,1.734
600648.XSHG,外高桥,2016-01-27,0.1
600649.XSHG,城投控股,2016-01-27,0.352
001979.XSHE,招商蛇口,2016-01-27,0.471
300124.XSHE,汇川技术,2016-01-27,0.228
600415.XSHG,小商品城,2016-01-27,0.255
601633.XSHG,长城汽车,2016-01-27,0.148
600008.XSHG,首创股份,2016-01-27,0.1
600009.XSHG,上海机场,2016-01-27,0.289
300144.XSHE,宋城演艺,2016-01-27,0.165
600066.XSHG,宇通客车,2016-01-27,0.304
600060.XSHG,海信电器,2016-01-27,0.157
000540.XSHE,中天金融,2016-01-27,0.16
000937.XSHE,冀中能源,2016-01-27,0.054
601988.XSHG,中国银行,2016-01-27,0.86
601989.XSHG,中国重工,2016-01-27,0.878
000738.XSHE,航发控制,2016-01-27,0.147
600958.XSHG,东方证券,2016-01-27,0.25
600068.XSHG,葛洲坝,2016-01-27,0.221
000423.XSHE,东阿阿胶,2016-01-27,0.278
600660.XSHG,福耀玻璃,2016-01-27,0.217
601225.XSHG,陕西煤业,2016-01-27,0.099
300251.XSHE,光线传媒,2016-01-27,0.136
000630.XSHE,铜陵有色,2016-01-27,0.139
600998.XSHG,九州通,2016-01-27,0.066
601390.XSHG,中国中铁,2016-01-27,0.621
601788.XSHG,光大证券,2016-01-27,0.274
601398.XSHG,工商银行,2016-01-27,1.005
601021.XSHG,春秋航空,2016-01-27,0.149
600153.XSHG,建发股份,2016-01-27,0.3
600150.XSHG,中国船舶,2016-01-27,0.244
601866.XSHG,中远海发,2016-01-27,0.227
600718.XSHG,东软集团,2016-01-27,0.275
600157.XSHG,永泰能源,2016-01-27,0.163
300315.XSHE,掌趣科技,2016-01-27,0.227
000027.XSHE,深圳能源,2016-01-27,0.119
600867.XSHG,通化东宝,2016-01-27,0.22
600717.XSHG,天津港,2016-01-27,0.096
600863.XSHG,内蒙华电,2016-01-27,0.132
600100.XSHG,同方股份,2016-01-27,0.327
600398.XSHG,海澜之家,2016-01-27,0.191
600795.XSHG,国电电力,2016-01-27,0.393
600011.XSHG,华能国际,2016-01-27,0.373
600010.XSHG,包钢股份,2016-01-27,0.359
600016.XSHG,民生银行,2016-01-27,2.899
600015.XSHG,华夏银行,2016-01-27,0.66
601318.XSHG,中国平安,2016-01-27,3.969
600019.XSHG,宝钢股份,2016-01-27,0.281
600018.XSHG,上港集团,2016-01-27,0.214
600549.XSHG,厦门钨业,2016-01-27,0.083
601258.XSHG,庞大集团,2016-01-27,0.129
601991.XSHG,大唐发电,2016-01-27,0.157
600369.XSHG,西南证券,2016-01-27,0.284
601992.XSHG,金隅集团,2016-01-27,0.119
000725.XSHE,京东方A,2016-01-27,0.718
600372.XSHG,中航电子,2016-01-27,0.132
600373.XSHG,中文传媒,2016-01-27,0.132
000538.XSHE,云南白药,2016-01-27,0.385
000539.XSHE,粤电力A,2016-01-27,0.067
000400.XSHE,许继电气,2016-01-27,0.12
000686.XSHE,东北证券,2016-01-27,0.209
000338.XSHE,潍柴动力,2016-01-27,0.238
002024.XSHE,苏宁易购,2016-01-27,0.606
601211.XSHG,国泰君安,2016-01-27,0.371
600547.XSHG,山东黄金,2016-01-27,0.152
600873.XSHG,梅花生物,2016-01-27,0.173
601919.XSHG,中远海控,2016-01-27,0.28
002594.XSHE,比亚迪,2016-01-27,0.409
600383.XSHG,金地集团,2016-01-27,0.316
600900.XSHG,长江电力,2016-01-27,0.683
000039.XSHE,中集集团,2016-01-27,0.158
