code,display_name,date,weight
000001.XSHE,平安银行,2018-12-03,0.921
000002.XSHE,万科A,2018-12-03,1.281
000060.XSHE,中金岭南,2018-12-03,0.108
000063.XSHE,中兴通讯,2018-12-03,0.49
000069.XSHE,华侨城A,2018-12-03,0.204
000100.XSHE,TCL集团,2018-12-03,0.277
000157.XSHE,中联重科,2018-12-03,0.165
000402.XSHE,金融街,2018-12-03,0.084
000413.XSHE,东旭光电,2018-12-03,0.187
000415.XSHE,渤海租赁,2018-12-03,0.074
000423.XSHE,东阿阿胶,2018-12-03,0.215
000425.XSHE,徐工机械,2018-12-03,0.163
000503.XSHE,国新健康,2018-12-03,0.138
000538.XSHE,云南白药,2018-12-03,0.402
000540.XSHE,中天金融,2018-12-03,0.213
000559.XSHE,万向钱潮,2018-12-03,0.078
000568.XSHE,泸州老窖,2018-12-03,0.311
000623.XSHE,吉林敖东,2018-12-03,0.15
000625.XSHE,长安汽车,2018-12-03,0.124
000627.XSHE,天茂集团,2018-12-03,0.091
000630.XSHE,铜陵有色,2018-12-03,0.134
000651.XSHE,格力电器,2018-12-03,1.837
000671.XSHE,阳光城,2018-12-03,0.098
000709.XSHE,河钢股份,2018-12-03,0.129
000723.XSHE,美锦能源,2018-12-03,0.046
000725.XSHE,京东方A,2018-12-03,0.683
000728.XSHE,国元证券,2018-12-03,0.166
000768.XSHE,中航飞机,2018-12-03,0.215
000776.XSHE,广发证券,2018-12-03,0.413
000783.XSHE,长江证券,2018-12-03,0.227
000786.XSHE,北新建材,2018-12-03,0.134
000792.XSHE,盐湖股份,2018-12-03,0.12
000826.XSHE,启迪桑德,2018-12-03,0.08
000839.XSHE,中信国安,2018-12-03,0.109
000858.XSHE,五粮液,2018-12-03,1.053
000876.XSHE,新希望,2018-12-03,0.154
000895.XSHE,双汇发展,2018-12-03,0.235
000898.XSHE,鞍钢股份,2018-12-03,0.105
000938.XSHE,紫光股份,2018-12-03,0.074
000959.XSHE,首钢股份,2018-12-03,0.062
000961.XSHE,中南建设,2018-12-03,0.123
000963.XSHE,华东医药,2018-12-03,0.258
000983.XSHE,西山煤电,2018-12-03,0.099
600000.XSHG,浦发银行,2018-12-03,1.302
600008.XSHG,首创股份,2018-12-03,0.081
600009.XSHG,上海机场,2018-12-03,0.5
600010.XSHG,包钢股份,2018-12-03,0.217
600011.XSHG,华能国际,2018-12-03,0.3
600015.XSHG,华夏银行,2018-12-03,0.517
600016.XSHG,民生银行,2018-12-03,1.792
600019.XSHG,宝钢股份,2018-12-03,0.62
600028.XSHG,中国石化,2018-12-03,0.642
600029.XSHG,南方航空,2018-12-03,0.253
600030.XSHG,中信证券,2018-12-03,1.375
600031.XSHG,三一重工,2018-12-03,0.385
600036.XSHG,招商银行,2018-12-03,3.05
600038.XSHG,中直股份,2018-12-03,0.121
600050.XSHG,中国联通,2018-12-03,0.509
600061.XSHG,国投资本,2018-12-03,0.092
600066.XSHG,宇通客车,2018-12-03,0.155
600068.XSHG,葛洲坝,2018-12-03,0.183
600085.XSHG,同仁堂,2018-12-03,0.165
600089.XSHG,特变电工,2018-12-03,0.264
600100.XSHG,同方股份,2018-12-03,0.186
600104.XSHG,上汽集团,2018-12-03,0.902
600109.XSHG,国金证券,2018-12-03,0.171
600111.XSHG,北方稀土,2018-12-03,0.22
600115.XSHG,东方航空,2018-12-03,0.213
600118.XSHG,中国卫星,2018-12-03,0.106
600153.XSHG,建发股份,2018-12-03,0.111
600157.XSHG,永泰能源,2018-12-03,0.107
600170.XSHG,上海建工,2018-12-03,0.137
600176.XSHG,中国巨石,2018-12-03,0.22
600177.XSHG,雅戈尔,2018-12-03,0.199
600188.XSHG,兖州煤业,2018-12-03,0.088
600196.XSHG,复星医药,2018-12-03,0.29
600208.XSHG,新湖中宝,2018-12-03,0.137
600219.XSHG,南山铝业,2018-12-03,0.169
600221.XSHG,海航控股,2018-12-03,0.24
600233.XSHG,圆通速递,2018-12-03,0.036
600271.XSHG,航天信息,2018-12-03,0.285
600276.XSHG,恒瑞医药,2018-12-03,1.498
600297.XSHG,广汇汽车,2018-12-03,0.108
600309.XSHG,万华化学,2018-12-03,0.491
600332.XSHG,白云山,2018-12-03,0.221
600339.XSHG,中油工程,2018-12-03,0.069
600340.XSHG,华夏幸福,2018-12-03,0.312
600346.XSHG,恒力股份,2018-12-03,0.107
600352.XSHG,浙江龙盛,2018-12-03,0.245
600362.XSHG,江西铜业,2018-12-03,0.143
600369.XSHG,西南证券,2018-12-03,0.112
600372.XSHG,中航电子,2018-12-03,0.082
600373.XSHG,中文传媒,2018-12-03,0.068
600376.XSHG,首开股份,2018-12-03,0.09
600383.XSHG,金地集团,2018-12-03,0.222
600390.XSHG,五矿资本,2018-12-03,0.041
600398.XSHG,海澜之家,2018-12-03,0.146
600406.XSHG,国电南瑞,2018-12-03,0.334
600415.XSHG,小商品城,2018-12-03,0.102
600436.XSHG,片仔癀,2018-12-03,0.254
600438.XSHG,通威股份,2018-12-03,0.17
600487.XSHG,亨通光电,2018-12-03,0.241
600489.XSHG,中金黄金,2018-12-03,0.14
600498.XSHG,烽火通信,2018-12-03,0.163
600516.XSHG,方大炭素,2018-12-03,0.203
600518.XSHG,康美药业,2018-12-03,0.326
600519.XSHG,贵州茅台,2018-12-03,2.941
600522.XSHG,中天科技,2018-12-03,0.197
600535.XSHG,天士力,2018-12-03,0.198
600547.XSHG,山东黄金,2018-12-03,0.208
600549.XSHG,厦门钨业,2018-12-03,0.116
600570.XSHG,恒生电子,2018-12-03,0.277
600583.XSHG,海油工程,2018-12-03,0.121
600585.XSHG,海螺水泥,2018-12-03,0.659
600588.XSHG,用友网络,2018-12-03,0.233
600606.XSHG,绿地控股,2018-12-03,0.233
600637.XSHG,东方明珠,2018-12-03,0.18
600660.XSHG,福耀玻璃,2018-12-03,0.317
600663.XSHG,陆家嘴,2018-12-03,0.111
600674.XSHG,川投能源,2018-12-03,0.183
600682.XSHG,南京新百,2018-12-03,0.055
600688.XSHG,上海石化,2018-12-03,0.076
600690.XSHG,青岛海尔,2018-12-03,0.521
600703.XSHG,三安光电,2018-12-03,0.362
600704.XSHG,物产中大,2018-12-03,0.088
600705.XSHG,中航资本,2018-12-03,0.213
600739.XSHG,辽宁成大,2018-12-03,0.146
600741.XSHG,华域汽车,2018-12-03,0.277
600795.XSHG,国电电力,2018-12-03,0.304
600804.XSHG,鹏博士,2018-12-03,0.121
