code,display_name,date,weight
000413.XSHE,东旭光电,2016-02-17,0.141
000415.XSHE,渤海租赁,2016-02-17,0.163
600315.XSHG,上海家化,2016-02-17,0.211
600317.XSHG,营口港,2016-02-17,0.084
600252.XSHG,中恒集团,2016-02-17,0.177
000825.XSHE,太钢不锈,2016-02-17,0.101
000826.XSHE,启迪桑德,2016-02-17,0.184
600256.XSHG,广汇能源,2016-02-17,0.172
000709.XSHE,河钢股份,2016-02-17,0.162
000559.XSHE,万向钱潮,2016-02-17,0.202
000156.XSHE,华数传媒,2016-02-17,0.032
000157.XSHE,中联重科,2016-02-17,0.245
000623.XSHE,吉林敖东,2016-02-17,0.217
002375.XSHE,亚厦股份,2016-02-17,0.09
000629.XSHE,攀钢钒钛,2016-02-17,0.149
600893.XSHG,航发动力,2016-02-17,0.358
600783.XSHG,鲁信创投,2016-02-17,0.09
601872.XSHG,招商轮船,2016-02-17,0.13
600089.XSHG,特变电工,2016-02-17,0.286
600895.XSHG,张江高科,2016-02-17,0.18
600085.XSHG,同仁堂,2016-02-17,0.257
601238.XSHG,广汽集团,2016-02-17,0.14
000792.XSHE,盐湖股份,2016-02-17,0.178
600005.XSHG,武钢股份,2016-02-17,0.147
300027.XSHE,华谊兄弟,2016-02-17,0.338
600000.XSHG,浦发银行,2016-02-17,2.029
600648.XSHG,外高桥,2016-02-17,0.081
600649.XSHG,城投控股,2016-02-17,0.256
001979.XSHE,招商蛇口,2016-02-17,0.44
300124.XSHE,汇川技术,2016-02-17,0.214
600415.XSHG,小商品城,2016-02-17,0.208
601633.XSHG,长城汽车,2016-02-17,0.129
600008.XSHG,首创股份,2016-02-17,0.085
600009.XSHG,上海机场,2016-02-17,0.321
300144.XSHE,宋城演艺,2016-02-17,0.17
600066.XSHG,宇通客车,2016-02-17,0.319
600060.XSHG,海信电器,2016-02-17,0.143
000540.XSHE,中天金融,2016-02-17,0.161
000937.XSHE,冀中能源,2016-02-17,0.065
601988.XSHG,中国银行,2016-02-17,0.874
601989.XSHG,中国重工,2016-02-17,0.732
000738.XSHE,航发控制,2016-02-17,0.181
600958.XSHG,东方证券,2016-02-17,0.247
600068.XSHG,葛洲坝,2016-02-17,0.193
