,code,display_name,date,weight
0,002299.XSHE,圣农发展,2012-03-09,0.111
1,002344.XSHE,海宁皮城,2012-03-09,0.078
2,002378.XSHE,章源钨业,2012-03-09,0.055
3,002431.XSHE,棕榈园林,2012-03-09,0.076
4,600160.XSHG,巨化股份,2012-03-09,0.163
5,600259.XSHG,广晟有色,2012-03-09,0.155
6,600498.XSHG,烽火通信,2012-03-09,0.12
7,600783.XSHG,鲁信创投,2012-03-09,0.084
8,601099.XSHG,太平洋,2012-03-09,0.068
9,601992.XSHG,金隅股份,2012-03-09,0.118
10,601991.XSHG,大唐发电,2012-03-09,0.211
11,601258.XSHG,庞大集团,2012-03-09,0.104
12,601233.XSHG,桐昆股份,2012-03-09,0.081
13,601216.XSHG,内蒙君正,2012-03-09,0.047
14,600873.XSHG,梅花集团,2012-03-09,0.081
15,600770.XSHG,综艺股份,2012-03-09,0.141
16,600372.XSHG,中航电子,2012-03-09,0.142
17,600252.XSHG,中恒集团,2012-03-09,0.185
18,600098.XSHG,广州控股,2012-03-09,0.081
19,002603.XSHE,以岭药业,2012-03-09,0.056
20,002594.XSHE,比亚迪,2012-03-09,0.042
21,000581.XSHE,威孚高科,2012-03-09,0.251
22,000629.XSHE,攀钢钒钛,2012-03-09,0.387
23,002038.XSHE,双鹭药业,2012-03-09,0.123
24,600000.XSHG,浦发银行,2012-03-09,2.06
25,600005.XSHG,武钢股份,2012-03-09,0.249
26,600008.XSHG,首创股份,2012-03-09,0.118
27,600009.XSHG,上海机场,2012-03-09,0.254
28,600010.XSHG,包钢股份,2012-03-09,0.257
29,600015.XSHG,华夏银行,2012-03-09,0.747
30,600016.XSHG,民生银行,2012-03-09,2.841
31,600019.XSHG,宝钢股份,2012-03-09,0.525
32,600026.XSHG,中海发展,2012-03-09,0.081
33,600028.XSHG,中国石化,2012-03-09,0.61
34,600029.XSHG,南方航空,2012-03-09,0.217
35,600030.XSHG,中信证券,2012-03-09,1.67
36,600031.XSHG,三一重工,2012-03-09,0.853
37,600036.XSHG,招商银行,2012-03-09,3.007
38,600037.XSHG,歌华有线,2012-03-09,0.114
39,600048.XSHG,保利地产,2012-03-09,0.81
40,600050.XSHG,中国联通,2012-03-09,0.7659999999999999
41,600058.XSHG,五矿发展,2012-03-09,0.21600000000000005
42,600062.XSHG,双鹤药业,2012-03-09,0.106
43,600066.XSHG,宇通客车,2012-03-09,0.233
44,600068.XSHG,葛洲坝,2012-03-09,0.34600000000000003
45,600085.XSHG,同仁堂,2012-03-09,0.185
46,600089.XSHG,特变电工,2012-03-09,0.446
47,600096.XSHG,云天化,2012-03-09,0.087
48,600100.XSHG,同方股份,2012-03-09,0.327
49,600104.XSHG,上汽集团,2012-03-09,0.695
50,600108.XSHG,亚盛集团,2012-03-09,0.154
51,600109.XSHG,国金证券,2012-03-09,0.07200000000000001
52,600111.XSHG,包钢稀土,2012-03-09,0.8859999999999999
53,600118.XSHG,中国卫星,2012-03-09,0.135
54,600123.XSHG,兰花科创,2012-03-09,0.311
55,600125.XSHG,铁龙物流,2012-03-09,0.16899999999999998
56,600132.XSHG,重庆啤酒,2012-03-09,0.209
57,600143.XSHG,金发科技,2012-03-09,0.287
58,600150.XSHG,中国船舶,2012-03-09,0.313
59,600151.XSHG,航天机电,2012-03-09,0.076
60,600153.XSHG,建发股份,2012-03-09,0.211
61,600161.XSHG,天坛生物,2012-03-09,0.08
62,600166.XSHG,福田汽车,2012-03-09,0.22
63,600169.XSHG,太原重工,2012-03-09,0.122
64,600170.XSHG,上海建工,2012-03-09,0.075
65,600177.XSHG,雅戈尔,2012-03-09,0.271
66,600183.XSHG,生益科技,2012-03-09,0.09
67,600188.XSHG,兖州煤业,2012-03-09,0.294
68,600196.XSHG,复星医药,2012-03-09,0.21
69,600208.XSHG,新湖中宝,2012-03-09,0.158
70,600216.XSHG,浙江医药,2012-03-09,0.125
71,600219.XSHG,南山铝业,2012-03-09,0.18
72,600221.XSHG,海南航空,2012-03-09,0.119
73,600256.XSHG,广汇股份,2012-03-09,0.561
74,600266.XSHG,北京城建,2012-03-09,0.121
75,600271.XSHG,航天信息,2012-03-09,0.229
76,600307.XSHG,酒钢宏兴,2012-03-09,0.069
77,600309.XSHG,烟台万华,2012-03-09,0.327
78,600316.XSHG,洪都航空,2012-03-09,0.156
79,600320.XSHG,振华重工,2012-03-09,0.179
80,600331.XSHG,宏达股份,2012-03-09,0.161
81,600348.XSHG,阳泉煤业,2012-03-09,0.477
82,600352.XSHG,浙江龙盛,2012-03-09,0.142
83,600362.XSHG,江西铜业,2012-03-09,0.428
84,600369.XSHG,西南证券,2012-03-09,0.183
85,600376.XSHG,首开股份,2012-03-09,0.172
