code,display_name,date,weight
002044.XSHE,美年健康,2018-06-21,0.28
000413.XSHE,东旭光电,2018-06-21,0.263
000415.XSHE,渤海租赁,2018-06-21,0.098
002426.XSHE,胜利精密,2018-06-21,0.078
600909.XSHG,华安证券,2018-06-21,0.062
600999.XSHG,招商证券,2018-06-21,0.327
000826.XSHE,启迪桑德,2018-06-21,0.13
002294.XSHE,信立泰,2018-06-21,0.162
000709.XSHE,河钢股份,2018-06-21,0.121
000627.XSHE,天茂集团,2018-06-21,0.103
000625.XSHE,长安汽车,2018-06-21,0.179
000623.XSHE,吉林敖东,2018-06-21,0.164
002450.XSHE,ST康得新,2018-06-21,0.363
600816.XSHG,安信信托,2018-06-21,0.162
600498.XSHG,烽火通信,2018-06-21,0.134
600893.XSHG,航发动力,2018-06-21,0.196
601877.XSHG,正泰电器,2018-06-21,0.107
601872.XSHG,招商轮船,2018-06-21,0.075
600089.XSHG,特变电工,2018-06-21,0.263
600895.XSHG,张江高科,2018-06-21,0.09
600085.XSHG,同仁堂,2018-06-21,0.201
601229.XSHG,上海银行,2018-06-21,0.121
601228.XSHG,广州港,2018-06-21,0.04
002841.XSHE,视源股份,2018-06-21,0.033
601878.XSHG,浙商证券,2018-06-21,0.035
000792.XSHE,盐湖股份,2018-06-21,0.155
300024.XSHE,机器人,2018-06-21,0.183
300027.XSHE,华谊兄弟,2018-06-21,0.124
600436.XSHG,片仔癀,2018-06-21,0.304
600000.XSHG,浦发银行,2018-06-21,1.119
000959.XSHE,首钢股份,2018-06-21,0.056
600649.XSHG,城投控股,2018-06-21,0.08
300124.XSHE,汇川技术,2018-06-21,0.295
600415.XSHG,小商品城,2018-06-21,0.127
601633.XSHG,长城汽车,2018-06-21,0.119
600008.XSHG,首创股份,2018-06-21,0.099
600009.XSHG,上海机场,2018-06-21,0.469
300144.XSHE,宋城演艺,2018-06-21,0.152
600066.XSHG,宇通客车,2018-06-21,0.264
000938.XSHE,紫光股份,2018-06-21,0.089
600061.XSHG,国投资本,2018-06-21,0.086
000425.XSHE,徐工机械,2018-06-21,0.156
601988.XSHG,中国银行,2018-06-21,0.718
601989.XSHG,中国重工,2018-06-21,0.376
000738.XSHE,航发控制,2018-06-21,0.058
600958.XSHG,东方证券,2018-06-21,0.29
600068.XSHG,葛洲坝,2018-06-21,0.191
000423.XSHE,东阿阿胶,2018-06-21,0.284
601155.XSHG,新城控股,2018-06-21,0.234
300251.XSHE,光线传媒,2018-06-21,0.086
000630.XSHE,铜陵有色,2018-06-21,0.144
601390.XSHG,中国中铁,2018-06-21,0.377
601377.XSHG,兴业证券,2018-06-21,0.248
002415.XSHE,海康威视,2018-06-21,1.306
601398.XSHG,工商银行,2018-06-21,1.103
601021.XSHG,春秋航空,2018-06-21,0.094
600153.XSHG,建发股份,2018-06-21,0.137
601866.XSHG,中远海发,2018-06-21,0.085
601788.XSHG,光大证券,2018-06-21,0.21
600157.XSHG,永泰能源,2018-06-21,0.117
300315.XSHE,掌趣科技,2018-06-21,0.1
000559.XSHE,万向钱潮,2018-06-21,0.1
002601.XSHE,龙蟒佰利,2018-06-21,0.078
002608.XSHE,江苏国信,2018-06-21,0.045
000876.XSHE,新希望,2018-06-21,0.136
600795.XSHG,国电电力,2018-06-21,0.303
600011.XSHG,华能国际,2018-06-21,0.267
600010.XSHG,包钢股份,2018-06-21,0.211
600016.XSHG,民生银行,2018-06-21,1.637
600015.XSHG,华夏银行,2018-06-21,0.483
601318.XSHG,中国平安,2018-06-21,6.083
600390.XSHG,五矿资本,2018-06-21,0.026
600019.XSHG,宝钢股份,2018-06-21,0.673
