code,display_name,date,weight
000413.XSHE,东旭光电,2017-05-09,0.206
000415.XSHE,渤海租赁,2017-05-09,0.135
002426.XSHE,胜利精密,2017-05-09,0.137
601009.XSHG,南京银行,2017-05-09,0.401
600252.XSHG,中恒集团,2017-05-09,0.131
002049.XSHE,紫光国微,2017-05-09,0.117
000826.XSHE,启迪桑德,2017-05-09,0.198
600256.XSHG,广汇能源,2017-05-09,0.142
000709.XSHE,河钢股份,2017-05-09,0.224
000559.XSHE,万向钱潮,2017-05-09,0.133
000156.XSHE,华数传媒,2017-05-09,0.097
000157.XSHE,中联重科,2017-05-09,0.206
002236.XSHE,大华股份,2017-05-09,0.279
000623.XSHE,吉林敖东,2017-05-09,0.215
600827.XSHG,百联股份,2017-05-09,0.129
002450.XSHE,ST康得新,2017-05-09,0.513
000555.XSHE,神州信息,2017-05-09,0.052
600498.XSHG,烽火通信,2017-05-09,0.126
600893.XSHG,航发动力,2017-05-09,0.28
600783.XSHG,鲁信创投,2017-05-09,0.066
601872.XSHG,招商轮船,2017-05-09,0.114
600089.XSHG,特变电工,2017-05-09,0.384
600895.XSHG,张江高科,2017-05-09,0.131
600085.XSHG,同仁堂,2017-05-09,0.178
000792.XSHE,盐湖股份,2017-05-09,0.125
000793.XSHE,华闻传媒,2017-05-09,0.231
300027.XSHE,华谊兄弟,2017-05-09,0.15
600000.XSHG,浦发银行,2017-05-09,1.374
600648.XSHG,外高桥,2017-05-09,0.074
600649.XSHG,城投控股,2017-05-09,0.157
300124.XSHE,汇川技术,2017-05-09,0.236
600415.XSHG,小商品城,2017-05-09,0.204
601633.XSHG,长城汽车,2017-05-09,0.159
600008.XSHG,首创股份,2017-05-09,0.189
600009.XSHG,上海机场,2017-05-09,0.345
300144.XSHE,宋城演艺,2017-05-09,0.122
600066.XSHG,宇通客车,2017-05-09,0.279
002568.XSHE,百润股份,2017-05-09,0.037
600060.XSHG,海信电器,2017-05-09,0.141
600061.XSHG,国投资本,2017-05-09,0.17
000425.XSHE,徐工机械,2017-05-09,0.165
601988.XSHG,中国银行,2017-05-09,0.79
601989.XSHG,中国重工,2017-05-09,0.675
000738.XSHE,航发控制,2017-05-09,0.111
600958.XSHG,东方证券,2017-05-09,0.473
600068.XSHG,葛洲坝,2017-05-09,0.345
000423.XSHE,东阿阿胶,2017-05-09,0.36
601155.XSHG,新城控股,2017-05-09,0.147
300251.XSHE,光线传媒,2017-05-09,0.079
000630.XSHE,铜陵有色,2017-05-09,0.188
601390.XSHG,中国中铁,2017-05-09,0.684
002152.XSHE,广电运通,2017-05-09,0.103
601788.XSHG,光大证券,2017-05-09,0.301
601398.XSHG,工商银行,2017-05-09,1.1
601021.XSHG,春秋航空,2017-05-09,0.082
600153.XSHG,建发股份,2017-05-09,0.216
600150.XSHG,中国船舶,2017-05-09,0.192
601866.XSHG,中远海发,2017-05-09,0.129
600718.XSHG,东软集团,2017-05-09,0.185
600157.XSHG,永泰能源,2017-05-09,0.189
300315.XSHE,掌趣科技,2017-05-09,0.179
000027.XSHE,深圳能源,2017-05-09,0.087
600867.XSHG,通化东宝,2017-05-09,0.225
601901.XSHG,方正证券,2017-05-09,0.363
600309.XSHG,万华化学,2017-05-09,0.332
000876.XSHE,新希望,2017-05-09,0.178
600795.XSHG,国电电力,2017-05-09,0.415
000783.XSHE,长江证券,2017-05-09,0.333
600010.XSHG,包钢股份,2017-05-09,0.308
600016.XSHG,民生银行,2017-05-09,1.944
600015.XSHG,华夏银行,2017-05-09,0.593
601318.XSHG,中国平安,2017-05-09,4.296
600654.XSHG,ST中安,2017-05-09,0.14
600019.XSHG,宝钢股份,2017-05-09,0.576
600018.XSHG,上港集团,2017-05-09,0.205
600549.XSHG,厦门钨业,2017-05-09,0.092
601258.XSHG,庞大集团,2017-05-09,0.18
601766.XSHG,中国中车,2017-05-09,1.027
600074.XSHG,*ST保千,2017-05-09,0.128
000627.XSHE,天茂集团,2017-05-09,0.091
000725.XSHE,京东方A,2017-05-09,1.001
600372.XSHG,中航电子,2017-05-09,0.102
600373.XSHG,中文传媒,2017-05-09,0.124
000538.XSHE,云南白药,2017-05-09,0.465
000728.XSHE,国元证券,2017-05-09,0.259
600376.XSHG,首开股份,2017-05-09,0.129
000686.XSHE,东北证券,2017-05-09,0.164
000338.XSHE,潍柴动力,2017-05-09,0.284
002027.XSHE,分众传媒,2017-05-09,0.081
002024.XSHE,苏宁易购,2017-05-09,0.394
601211.XSHG,国泰君安,2017-05-09,0.87
601958.XSHG,金钼股份,2017-05-09,0.075
600873.XSHG,梅花生物,2017-05-09,0.13
600820.XSHG,隧道股份,2017-05-09,0.202
002131.XSHE,利欧股份,2017-05-09,0.083
601919.XSHG,中远海控,2017-05-09,0.219
601718.XSHG,际华集团,2017-05-09,0.115
600383.XSHG,金地集团,2017-05-09,0.271
600900.XSHG,长江电力,2017-05-09,0.958
