,code,display_name,date,weight
0,002299.XSHE,圣农发展,2012-03-20,0.112
1,002344.XSHE,海宁皮城,2012-03-20,0.085
2,002378.XSHE,章源钨业,2012-03-20,0.055
3,002431.XSHE,棕榈园林,2012-03-20,0.083
4,600160.XSHG,巨化股份,2012-03-20,0.175
5,600259.XSHG,广晟有色,2012-03-20,0.171
6,600498.XSHG,烽火通信,2012-03-20,0.123
7,600783.XSHG,鲁信创投,2012-03-20,0.08199999999999999
8,601099.XSHG,太平洋,2012-03-20,0.066
9,601992.XSHG,金隅股份,2012-03-20,0.112
10,601991.XSHG,大唐发电,2012-03-20,0.21
11,601258.XSHG,庞大集团,2012-03-20,0.093
12,601233.XSHG,桐昆股份,2012-03-20,0.077
13,601216.XSHG,内蒙君正,2012-03-20,0.047
14,600873.XSHG,梅花集团,2012-03-20,0.078
15,600770.XSHG,综艺股份,2012-03-20,0.145
16,600372.XSHG,中航电子,2012-03-20,0.133
17,600252.XSHG,中恒集团,2012-03-20,0.173
18,600098.XSHG,广州控股,2012-03-20,0.08199999999999999
19,002603.XSHE,以岭药业,2012-03-20,0.058
20,002594.XSHE,比亚迪,2012-03-20,0.041
21,000581.XSHE,威孚高科,2012-03-20,0.25
22,000629.XSHE,攀钢钒钛,2012-03-20,0.401
23,002038.XSHE,双鹭药业,2012-03-20,0.133
24,600000.XSHG,浦发银行,2012-03-20,2.046
25,600005.XSHG,武钢股份,2012-03-20,0.244
26,600008.XSHG,首创股份,2012-03-20,0.115
27,600009.XSHG,上海机场,2012-03-20,0.253
28,600010.XSHG,包钢股份,2012-03-20,0.353
29,600015.XSHG,华夏银行,2012-03-20,0.7440000000000001
30,600016.XSHG,民生银行,2012-03-20,2.8080000000000003
31,600019.XSHG,宝钢股份,2012-03-20,0.525
32,600026.XSHG,中海发展,2012-03-20,0.08
33,600028.XSHG,中国石化,2012-03-20,0.634
34,600029.XSHG,南方航空,2012-03-20,0.203
35,600030.XSHG,中信证券,2012-03-20,1.622
36,600031.XSHG,三一重工,2012-03-20,0.8270000000000001
37,600036.XSHG,招商银行,2012-03-20,2.98
38,600037.XSHG,歌华有线,2012-03-20,0.114
39,600048.XSHG,保利地产,2012-03-20,0.767
40,600050.XSHG,中国联通,2012-03-20,0.762
41,600058.XSHG,五矿发展,2012-03-20,0.249
42,600062.XSHG,双鹤药业,2012-03-20,0.114
43,600066.XSHG,宇通客车,2012-03-20,0.226
44,600068.XSHG,葛洲坝,2012-03-20,0.337
45,600085.XSHG,同仁堂,2012-03-20,0.198
46,600089.XSHG,特变电工,2012-03-20,0.439
47,600096.XSHG,云天化,2012-03-20,0.08900000000000001
48,600100.XSHG,同方股份,2012-03-20,0.32299999999999995
49,600104.XSHG,上汽集团,2012-03-20,0.634
50,600108.XSHG,亚盛集团,2012-03-20,0.175
51,600109.XSHG,国金证券,2012-03-20,0.07
52,600111.XSHG,包钢稀土,2012-03-20,1.039
53,600118.XSHG,中国卫星,2012-03-20,0.13
54,600123.XSHG,兰花科创,2012-03-20,0.32
55,600125.XSHG,铁龙物流,2012-03-20,0.172
56,600132.XSHG,重庆啤酒,2012-03-20,0.188
57,600143.XSHG,金发科技,2012-03-20,0.274
58,600150.XSHG,中国船舶,2012-03-20,0.295
59,600151.XSHG,航天机电,2012-03-20,0.073
60,600153.XSHG,建发股份,2012-03-20,0.211
61,600161.XSHG,天坛生物,2012-03-20,0.079
62,600166.XSHG,福田汽车,2012-03-20,0.218
63,600169.XSHG,太原重工,2012-03-20,0.116
64,600170.XSHG,上海建工,2012-03-20,0.073
65,600177.XSHG,雅戈尔,2012-03-20,0.28800000000000003
66,600183.XSHG,生益科技,2012-03-20,0.087
67,600188.XSHG,兖州煤业,2012-03-20,0.297
68,600196.XSHG,复星医药,2012-03-20,0.23
69,600208.XSHG,新湖中宝,2012-03-20,0.147
70,600216.XSHG,浙江医药,2012-03-20,0.13
71,600219.XSHG,南山铝业,2012-03-20,0.175
72,600221.XSHG,海南航空,2012-03-20,0.112
73,600256.XSHG,广汇股份,2012-03-20,0.5770000000000001
74,600266.XSHG,北京城建,2012-03-20,0.12
75,600271.XSHG,航天信息,2012-03-20,0.215
76,600307.XSHG,酒钢宏兴,2012-03-20,0.069
77,600309.XSHG,烟台万华,2012-03-20,0.304
78,600316.XSHG,洪都航空,2012-03-20,0.145
79,600320.XSHG,振华重工,2012-03-20,0.173
80,600331.XSHG,宏达股份,2012-03-20,0.16399999999999998
81,600348.XSHG,阳泉煤业,2012-03-20,0.467
82,600352.XSHG,浙江龙盛,2012-03-20,0.152
83,600362.XSHG,江西铜业,2012-03-20,0.4320000000000001
84,600369.XSHG,西南证券,2012-03-20,0.179
85,600376.XSHG,首开股份,2012-03-20,0.165
86,600380.XSHG,健康元,2012-03-20,0.067
87,600383.XSHG,金地集团,2012-03-20,0.521
88,600395.XSHG,盘江股份,2012-03-20,0.192
89,600415.XSHG,小商品城,2012-03-20,0.221
90,600418.XSHG,江淮汽车,2012-03-20,0.126
91,600428.XSHG,中远航运,2012-03-20,0.079
92,600432.XSHG,吉恩镍业,2012-03-20,0.118
93,600456.XSHG,宝钛股份,2012-03-20,0.105
94,600489.XSHG,中金黄金,2012-03-20,0.423
95,600497.XSHG,驰宏锌锗,2012-03-20,0.219
96,600500.XSHG,中化国际,2012-03-20,0.108
97,600508.XSHG,上海能源,2012-03-20,0.127
98,600516.XSHG,方大炭素,2012-03-20,0.154
99,600518.XSHG,康美药业,2012-03-20,0.407
100,600519.XSHG,贵州茅台,2012-03-20,1.73
101,600528.XSHG,中铁二局,2012-03-20,0.077
102,600547.XSHG,山东黄金,2012-03-20,0.49
103,600549.XSHG,厦门钨业,2012-03-20,0.25
104,600550.XSHG,天威保变,2012-03-20,0.16399999999999998
105,600583.XSHG,海油工程,2012-03-20,0.234
106,600585.XSHG,海螺水泥,2012-03-20,0.637
107,600588.XSHG,用友软件,2012-03-20,0.165
108,600595.XSHG,中孚实业,2012-03-20,0.104
109,600598.XSHG,北大荒,2012-03-20,0.13
110,600600.XSHG,青岛啤酒,2012-03-20,0.244
111,600635.XSHG,大众公用,2012-03-20,0.13
112,600642.XSHG,申能股份,2012-03-20,0.258
113,600649.XSHG,城投控股,2012-03-20,0.14800000000000002
114,600655.XSHG,豫园商城,2012-03-20,0.218
115,600660.XSHG,福耀玻璃,2012-03-20,0.274
116,600664.XSHG,哈药股份,2012-03-20,0.149
117,600674.XSHG,川投能源,2012-03-20,0.095
118,600690.XSHG,青岛海尔,2012-03-20,0.365
119,600694.XSHG,大商股份,2012-03-20,0.179
120,600718.XSHG,东软集团,2012-03-20,0.13
121,600737.XSHG,中粮屯河,2012-03-20,0.07400000000000001
122,600739.XSHG,辽宁成大,2012-03-20,0.476
123,600741.XSHG,华域汽车,2012-03-20,0.208
124,600779.XSHG,水井坊,2012-03-20,0.172
125,600795.XSHG,国电电力,2012-03-20,0.401
126,600804.XSHG,鹏博士,2012-03-20,0.188
127,600808.XSHG,马钢股份,2012-03-20,0.124
128,600809.XSHG,山西汾酒,2012-03-20,0.177
129,600811.XSHG,东方集团,2012-03-20,0.158
130,600812.XSHG,华北制药,2012-03-20,0.112
131,600832.XSHG,东方明珠,2012-03-20,0.196
132,600837.XSHG,海通证券,2012-03-20,1.508
133,600839.XSHG,四川长虹,2012-03-20,0.179
134,600875.XSHG,东方电气,2012-03-20,0.313
135,600879.XSHG,航天电子,2012-03-20,0.119
136,600881.XSHG,亚泰集团,2012-03-20,0.213
137,600895.XSHG,张江高科,2012-03-20,0.122
138,600900.XSHG,长江电力,2012-03-20,0.664
139,600970.XSHG,中材国际,2012-03-20,0.136
140,600997.XSHG,开滦股份,2012-03-20,0.157
141,601001.XSHG,大同煤业,2012-03-20,0.184
142,601006.XSHG,大秦铁路,2012-03-20,0.88
143,601009.XSHG,南京银行,2012-03-20,0.374
144,601088.XSHG,中国神华,2012-03-20,1.721
145,601111.XSHG,中国国航,2012-03-20,0.218
146,601166.XSHG,兴业银行,2012-03-20,2.035
147,601168.XSHG,西部矿业,2012-03-20,0.408
148,601169.XSHG,北京银行,2012-03-20,0.8759999999999999
149,601186.XSHG,中国铁建,2012-03-20,0.254
150,601318.XSHG,中国平安,2012-03-20,2.604
151,601328.XSHG,交通银行,2012-03-20,2.18
152,601333.XSHG,广深铁路,2012-03-20,0.191
153,601390.XSHG,中国中铁,2012-03-20,0.268
154,601398.XSHG,工商银行,2012-03-20,1.328
155,601600.XSHG,中国铝业,2012-03-20,0.398
156,601601.XSHG,中国太保,2012-03-20,1.255
157,601628.XSHG,中国人寿,2012-03-20,0.506
158,601666.XSHG,平煤股份,2012-03-20,0.287
159,601699.XSHG,潞安环能,2012-03-20,0.496
160,601727.XSHG,上海电气,2012-03-20,0.227
161,601766.XSHG,中国南车,2012-03-20,0.324
162,601808.XSHG,中海油服,2012-03-20,0.219
163,601857.XSHG,中国石油,2012-03-20,0.727
164,601866.XSHG,中海集运,2012-03-20,0.134
165,601898.XSHG,中煤能源,2012-03-20,0.335
166,601899.XSHG,紫金矿业,2012-03-20,0.6859999999999999
167,601918.XSHG,国投新集,2012-03-20,0.141
168,601919.XSHG,中国远洋,2012-03-20,0.236
169,601939.XSHG,建设银行,2012-03-20,0.904
170,601958.XSHG,金钼股份,2012-03-20,0.281
171,601988.XSHG,中国银行,2012-03-20,0.418
172,601998.XSHG,中信银行,2012-03-20,0.243
173,601668.XSHG,中国建筑,2012-03-20,0.938
174,000001.XSHE,深发展A,2012-03-20,0.825
175,000002.XSHE,万科A,2012-03-20,1.586
176,000009.XSHE,中国宝安,2012-03-20,0.252
