,code,display_name,date,weight
0,000839.XSHE,中信国安,2011-05-19,0.19
1,601390.XSHG,中国中铁,2011-05-19,0.4
2,601998.XSHG,中信银行,2011-05-19,0.22
3,600812.XSHG,华北制药,2011-05-19,0.18
4,600029.XSHG,南方航空,2011-05-19,0.31
5,000783.XSHE,长江证券,2011-05-19,0.28
6,000002.XSHE,万科A,2011-05-19,1.46
7,601607.XSHG,上海医药,2011-05-19,0.28
8,600631.XSHG,百联股份,2011-05-19,0.18
9,600489.XSHG,中金黄金,2011-05-19,0.43
10,600208.XSHG,新湖中宝,2011-05-19,0.17
11,600031.XSHG,三一重工,2011-05-19,0.95
12,600085.XSHG,同仁堂,2011-05-19,0.18
13,002385.XSHE,大北农,2011-05-19,0.05
14,002128.XSHE,露天煤业,2011-05-19,0.16
15,002146.XSHE,荣盛发展,2011-05-19,0.14
16,002024.XSHE,苏宁电器,2011-05-19,0.97
17,000562.XSHE,宏源证券,2011-05-19,0.18
18,601186.XSHG,中国铁建,2011-05-19,0.37
19,601877.XSHG,正泰电器,2011-05-19,0.07
20,601939.XSHG,建设银行,2011-05-19,0.88
21,600376.XSHG,首开股份,2011-05-19,0.17
22,600383.XSHG,金地集团,2011-05-19,0.52
23,600481.XSHG,双良节能,2011-05-19,0.11
24,600546.XSHG,山煤国际,2011-05-19,0.12
25,002294.XSHE,信立泰,2011-05-19,0.07
26,600104.XSHG,上海汽车,2011-05-19,0.56
27,002007.XSHE,华兰生物,2011-05-19,0.18
28,601727.XSHG,上海电气,2011-05-19,0.28
29,601808.XSHG,中海油服,2011-05-19,0.21
30,601866.XSHG,中海集运,2011-05-19,0.18
31,600809.XSHG,山西汾酒,2011-05-19,0.16
32,600881.XSHG,亚泰集团,2011-05-19,0.28
33,600675.XSHG,中华企业,2011-05-19,0.14
34,600519.XSHG,贵州茅台,2011-05-19,1.32
35,600050.XSHG,中国联通,2011-05-19,0.85
36,600062.XSHG,双鹤药业,2011-05-19,0.16
37,000780.XSHE,平庄能源,2011-05-19,0.11
38,000900.XSHE,现代投资,2011-05-19,0.09
39,600549.XSHG,厦门钨业,2011-05-19,0.2
40,600028.XSHG,中国石化,2011-05-19,0.62
41,002155.XSHE,辰州矿业,2011-05-19,0.19
42,000667.XSHE,名流置业,2011-05-19,0.11
43,000157.XSHE,中联重科,2011-05-19,0.63
44,000423.XSHE,东阿阿胶,2011-05-19,0.43
45,600839.XSHG,四川长虹,2011-05-19,0.15
46,600893.XSHG,航空动力,2011-05-19,0.09
47,600601.XSHG,方正科技,2011-05-19,0.17
48,600655.XSHG,豫园商城,2011-05-19,0.25
49,600428.XSHG,中远航运,2011-05-19,0.12
50,600516.XSHG,方大炭素,2011-05-19,0.16
51,600239.XSHG,云南城投,2011-05-19,0.13
52,000800.XSHE,一汽轿车,2011-05-19,0.21
53,000895.XSHE,双汇发展,2011-05-19,0.33
54,000063.XSHE,中兴通讯,2011-05-19,0.68
55,601857.XSHG,中国石油,2011-05-19,0.74
56,600596.XSHG,新安股份,2011-05-19,0.1
57,600649.XSHG,城投控股,2011-05-19,0.18
58,600550.XSHG,天威保变,2011-05-19,0.26
59,600210.XSHG,紫江企业,2011-05-19,0.13
60,600017.XSHG,日照港,2011-05-19,0.1
61,000709.XSHE,河北钢铁,2011-05-19,0.33
62,601009.XSHG,南京银行,2011-05-19,0.38
63,601106.XSHG,中国一重,2011-05-19,0.25
64,600583.XSHG,海油工程,2011-05-19,0.25
65,600220.XSHG,江苏阳光,2011-05-19,0.12
66,600068.XSHG,葛洲坝,2011-05-19,0.43
67,600087.XSHG,长航油运,2011-05-19,0.1
68,600005.XSHG,武钢股份,2011-05-19,0.32
69,000878.XSHE,云南铜业,2011-05-19,0.26
70,000937.XSHE,冀中能源,2011-05-19,0.29
71,601898.XSHG,中煤能源,2011-05-19,0.34
72,600748.XSHG,上实发展,2011-05-19,0.07
73,600269.XSHG,赣粤高速,2011-05-19,0.11
74,000001.XSHE,深发展A,2011-05-19,0.91
75,000012.XSHE,南玻A,2011-05-19,0.26
76,000021.XSHE,长城开发,2011-05-19,0.11
77,000031.XSHE,中粮地产,2011-05-19,0.1
78,000059.XSHE,辽通化工,2011-05-19,0.14
79,000060.XSHG,中金岭南,2011-05-19,0.35
80,000061.XSHE,农产品,2011-05-19,0.17
81,000069.XSHE,华侨城A,2011-05-19,0.41
82,000338.XSHE,潍柴动力,2011-05-19,0.55
83,000402.XSHE,金融街,2011-05-19,0.33
84,000425.XSHE,徐工机械,2011-05-19,0.34
85,000527.XSHE,美的电器,2011-05-19,0.69
86,000528.XSHE,柳工,2011-05-19,0.28
87,000538.XSHE,云南白药,2011-05-19,0.3
88,000568.XSHE,泸州老窖,2011-05-19,0.6
89,000612.XSHE,焦作万方,2011-05-19,0.11
90,000623.XSHE,吉林敖东,2011-05-19,0.3
91,000625.XSHE,长安汽车,2011-05-19,0.18
92,000651.XSHE,格力电器,2011-05-19,0.82
93,000652.XSHE,泰达股份,2011-05-19,0.14
94,000685.XSHE,中山公用,2011-05-19,0.05
95,000686.XSHE,东北证券,2011-05-19,0.1
96,000690.XSHE,宝新能源,2011-05-19,0.13
97,000718.XSHE,苏宁环球,2011-05-19,0.11
98,000725.XSHE,京东方A,2011-05-19,0.24
99,000729.XSHE,燕京啤酒,2011-05-19,0.22
100,000776.XSHE,广发证券,2011-05-19,0.06
101,000792.XSHE,盐湖股份,2011-05-19,0.47
102,000807.XSHE,云铝股份,2011-05-19,0.15
103,000825.XSHE,太钢不锈,2011-05-19,0.29
104,000858.XSHE,五粮液,2011-05-19,1.15
105,000876.XSHE,新希望,2011-05-19,0.14
106,000898.XSHE,鞍钢股份,2011-05-19,0.25
107,000933.XSHE,神火股份,2011-05-19,0.27
108,000951.XSHE,中国重汽,2011-05-19,0.1
109,000959.XSHE,首钢股份,2011-05-19,0.09
110,000960.XSHE,锡业股份,2011-05-19,0.23
111,000961.XSHE,中南建设,2011-05-19,0.08
112,000969.XSHE,安泰科技,2011-05-19,0.21
113,000983.XSHE,西山煤电,2011-05-19,0.68
114,002001.XSHE,新和成,2011-05-19,0.16
115,002092.XSHE,中泰化学,2011-05-19,0.14
116,002122.XSHE,天马股份,2011-05-19,0.11
117,002142.XSHE,宁波银行,2011-05-19,0.25
118,002304.XSHE,洋河股份,2011-05-19,0.19
119,002399.XSHE,海普瑞,2011-05-19,0.1
120,002405.XSHE,四维图新,2011-05-19,0.05
121,002415.XSHE,海康威视,2011-05-19,0.07
122,002422.XSHE,科伦药业,2011-05-19,0.16
123,600006.XSHG,东风汽车,2011-05-19,0.07
124,600009.XSHG,上海机场,2011-05-19,0.24
