code,display_name,date,weight
600259.XSHG,广晟有色,2012-12-26,0.11
600315.XSHG,上海家化,2012-12-26,0.35
600316.XSHG,洪都航空,2012-12-26,0.1
002122.XSHE,*ST天马,2012-12-26,0.07
600252.XSHG,中恒集团,2012-12-26,0.16
002570.XSHE,*ST因美,2012-12-26,0.04
000825.XSHE,太钢不锈,2012-12-26,0.17
600256.XSHG,广汇能源,2012-12-26,0.73
000709.XSHE,河钢股份,2012-12-26,0.23
000559.XSHE,万向钱潮,2012-12-26,0.07
000157.XSHE,中联重科,2012-12-26,0.82
000623.XSHE,吉林敖东,2012-12-26,0.22
600827.XSHG,百联股份,2012-12-26,0.13
600588.XSHG,用友网络,2012-12-26,0.1
600812.XSHG,华北制药,2012-12-26,0.09
000703.XSHE,恒逸石化,2012-12-26,0.08
000629.XSHE,攀钢钒钛,2012-12-26,0.32
600893.XSHG,航发动力,2012-12-26,0.13
600125.XSHG,铁龙物流,2012-12-26,0.12
600123.XSHG,兰花科创,2012-12-26,0.28
600089.XSHG,特变电工,2012-12-26,0.36
600895.XSHG,张江高科,2012-12-26,0.11
000012.XSHE,南玻A,2012-12-26,0.21
600085.XSHG,同仁堂,2012-12-26,0.26
002415.XSHE,海康威视,2012-12-26,0.26
000792.XSHE,盐湖股份,2012-12-26,0.34
600005.XSHG,武钢股份,2012-12-26,0.25
601369.XSHG,陕鼓动力,2012-12-26,0.09
600000.XSHG,浦发银行,2012-12-26,1.95
600550.XSHG,保变电气,2012-12-26,0.09
600418.XSHG,江淮汽车,2012-12-26,0.11
601117.XSHG,中国化学,2012-12-26,0.33
600415.XSHG,小商品城,2012-12-26,0.19
601633.XSHG,长城汽车,2012-12-26,0.17
600642.XSHG,申能股份,2012-12-26,0.28
600009.XSHG,上海机场,2012-12-26,0.25
002092.XSHE,中泰化学,2012-12-26,0.14
600066.XSHG,宇通客车,2012-12-26,0.24
601558.XSHG,ST锐电,2012-12-26,0.09
600062.XSHG,华润双鹤,2012-12-26,0.16
600309.XSHG,万华化学,2012-12-26,0.33
600153.XSHG,建发股份,2012-12-26,0.16
600307.XSHG,酒钢宏兴,2012-12-26,0.06
000425.XSHE,徐工机械,2012-12-26,0.29
601988.XSHG,中国银行,2012-12-26,0.43
600432.XSHG,退市吉恩,2012-12-26,0.1
601555.XSHG,东吴证券,2012-12-26,0.09
000933.XSHE,神火股份,2012-12-26,0.14
000422.XSHE,*ST宜化,2012-12-26,0.15
000423.XSHE,东阿阿胶,2012-12-26,0.46
601101.XSHG,昊华能源,2012-12-26,0.12
000630.XSHE,铜陵有色,2012-12-26,0.27
601718.XSHG,际华集团,2012-12-26,0.07
601390.XSHG,中国中铁,2012-12-26,0.34
601377.XSHG,兴业证券,2012-12-26,0.33
600718.XSHG,东软集团,2012-12-26,0.13
601398.XSHG,工商银行,2012-12-26,1.4
000021.XSHE,深科技,2012-12-26,0.06
600150.XSHG,中国船舶,2012-12-26,0.25
601866.XSHG,中远海发,2012-12-26,0.12
000024.XSHE,招商地产,2012-12-26,0.38
002603.XSHE,以岭药业,2012-12-26,0.05
601098.XSHG,中南传媒,2012-12-26,0.1
601901.XSHG,方正证券,2012-12-26,0.16
600096.XSHG,云天化,2012-12-26,0.08
600100.XSHG,同方股份,2012-12-26,0.25
000780.XSHE,平庄能源,2012-12-26,0.08
600011.XSHG,华能国际,2012-12-26,0.48
600010.XSHG,包钢股份,2012-12-26,0.29
600016.XSHG,民生银行,2012-12-26,3.32
600015.XSHG,华夏银行,2012-12-26,0.67
601318.XSHG,中国平安,2012-12-26,2.85
600655.XSHG,豫园股份,2012-12-26,0.17
600019.XSHG,宝钢股份,2012-12-26,0.57
600549.XSHG,厦门钨业,2012-12-26,0.19
600395.XSHG,盘江股份,2012-12-26,0.15
601258.XSHG,庞大集团,2012-12-26,0.05
601991.XSHG,大唐发电,2012-12-26,0.18
600369.XSHG,西南证券,2012-12-26,0.2
601992.XSHG,金隅集团,2012-12-26,0.12
002378.XSHE,章源钨业,2012-12-26,0.04
000725.XSHE,京东方A,2012-12-26,0.41
000680.XSHE,山推股份,2012-12-26,0.08
