code,display_name,date,weight
000001.XSHE,平安银行,2018-10-10,0.907
000002.XSHE,万科A,2018-10-10,1.129
000060.XSHE,中金岭南,2018-10-10,0.109
000063.XSHE,中兴通讯,2018-10-10,0.416
000069.XSHE,华侨城A,2018-10-10,0.198
000100.XSHE,TCL集团,2018-10-10,0.291
000157.XSHE,中联重科,2018-10-10,0.16
000402.XSHE,金融街,2018-10-10,0.08
000413.XSHE,东旭光电,2018-10-10,0.199
000415.XSHE,渤海租赁,2018-10-10,0.069
000423.XSHE,东阿阿胶,2018-10-10,0.208
000425.XSHE,徐工机械,2018-10-10,0.177
000503.XSHE,国新健康,2018-10-10,0.138
000538.XSHE,云南白药,2018-10-10,0.35
000540.XSHE,中天金融,2018-10-10,0.197
000559.XSHE,万向钱潮,2018-10-10,0.078
000568.XSHE,泸州老窖,2018-10-10,0.333
000623.XSHE,吉林敖东,2018-10-10,0.146
000625.XSHE,长安汽车,2018-10-10,0.136
000627.XSHE,天茂集团,2018-10-10,0.089
000630.XSHE,铜陵有色,2018-10-10,0.132
000651.XSHE,格力电器,2018-10-10,1.849
000671.XSHE,阳光城,2018-10-10,0.092
000709.XSHE,河钢股份,2018-10-10,0.132
000723.XSHE,美锦能源,2018-10-10,0.042
000725.XSHE,京东方A,2018-10-10,0.714
000728.XSHE,国元证券,2018-10-10,0.133
000768.XSHE,中航飞机,2018-10-10,0.21
000776.XSHE,广发证券,2018-10-10,0.392
000783.XSHE,长江证券,2018-10-10,0.189
000786.XSHE,北新建材,2018-10-10,0.134
000792.XSHE,盐湖股份,2018-10-10,0.121
000826.XSHE,启迪桑德,2018-10-10,0.092
000839.XSHE,中信国安,2018-10-10,0.101
000858.XSHE,五粮液,2018-10-10,1.26
000876.XSHE,新希望,2018-10-10,0.124
000895.XSHE,双汇发展,2018-10-10,0.247
000898.XSHE,鞍钢股份,2018-10-10,0.108
000938.XSHE,紫光股份,2018-10-10,0.082
000959.XSHE,首钢股份,2018-10-10,0.066
000961.XSHE,中南建设,2018-10-10,0.11
000963.XSHE,华东医药,2018-10-10,0.293
000983.XSHE,西山煤电,2018-10-10,0.1
600000.XSHG,浦发银行,2018-10-10,1.192
600008.XSHG,首创股份,2018-10-10,0.087
600009.XSHG,上海机场,2018-10-10,0.541
600010.XSHG,包钢股份,2018-10-10,0.217
600011.XSHG,华能国际,2018-10-10,0.31
600015.XSHG,华夏银行,2018-10-10,0.501
600016.XSHG,民生银行,2018-10-10,1.719
600019.XSHG,宝钢股份,2018-10-10,0.668
600028.XSHG,中国石化,2018-10-10,0.715
600029.XSHG,南方航空,2018-10-10,0.227
600030.XSHG,中信证券,2018-10-10,1.256
600031.XSHG,三一重工,2018-10-10,0.392
600036.XSHG,招商银行,2018-10-10,3.026
600038.XSHG,中直股份,2018-10-10,0.112
600050.XSHG,中国联通,2018-10-10,0.496
600061.XSHG,国投资本,2018-10-10,0.067
600066.XSHG,宇通客车,2018-10-10,0.186
600068.XSHG,葛洲坝,2018-10-10,0.193
600085.XSHG,同仁堂,2018-10-10,0.166
600089.XSHG,特变电工,2018-10-10,0.255
600100.XSHG,同方股份,2018-10-10,0.166
600104.XSHG,上汽集团,2018-10-10,1.115
600109.XSHG,国金证券,2018-10-10,0.142
600111.XSHG,北方稀土,2018-10-10,0.213
600115.XSHG,东方航空,2018-10-10,0.21
600118.XSHG,中国卫星,2018-10-10,0.105
600153.XSHG,建发股份,2018-10-10,0.11
600157.XSHG,永泰能源,2018-10-10,0.099
600170.XSHG,上海建工,2018-10-10,0.132
600176.XSHG,中国巨石,2018-10-10,0.213
600177.XSHG,雅戈尔,2018-10-10,0.178
600188.XSHG,兖州煤业,2018-10-10,0.098
600196.XSHG,复星医药,2018-10-10,0.303
600208.XSHG,新湖中宝,2018-10-10,0.128
600219.XSHG,南山铝业,2018-10-10,0.147
600221.XSHG,海航控股,2018-10-10,0.227
600233.XSHG,圆通速递,2018-10-10,0.043
600271.XSHG,航天信息,2018-10-10,0.297
600276.XSHG,恒瑞医药,2018-10-10,1.341
600297.XSHG,广汇汽车,2018-10-10,0.151
600309.XSHG,万华化学,2018-10-10,0.666
600332.XSHG,白云山,2018-10-10,0.197
600339.XSHG,中油工程,2018-10-10,0.09
600340.XSHG,华夏幸福,2018-10-10,0.286
600346.XSHG,恒力股份,2018-10-10,0.116
600352.XSHG,浙江龙盛,2018-10-10,0.243
600362.XSHG,江西铜业,2018-10-10,0.144
600369.XSHG,西南证券,2018-10-10,0.096
600372.XSHG,中航电子,2018-10-10,0.073
600373.XSHG,中文传媒,2018-10-10,0.057
600376.XSHG,首开股份,2018-10-10,0.089
600383.XSHG,金地集团,2018-10-10,0.196
600390.XSHG,五矿资本,2018-10-10,0.04
600398.XSHG,海澜之家,2018-10-10,0.177
600406.XSHG,国电南瑞,2018-10-10,0.309
600415.XSHG,小商品城,2018-10-10,0.106
600436.XSHG,片仔癀,2018-10-10,0.292
600438.XSHG,通威股份,2018-10-10,0.124
600487.XSHG,亨通光电,2018-10-10,0.304
600489.XSHG,中金黄金,2018-10-10,0.112
600498.XSHG,烽火通信,2018-10-10,0.159
600516.XSHG,方大炭素,2018-10-10,0.23
600518.XSHG,康美药业,2018-10-10,0.624
600519.XSHG,贵州茅台,2018-10-10,3.506
600522.XSHG,中天科技,2018-10-10,0.201
600535.XSHG,天士力,2018-10-10,0.198
600547.XSHG,山东黄金,2018-10-10,0.168
600549.XSHG,厦门钨业,2018-10-10,0.116
600570.XSHG,恒生电子,2018-10-10,0.261
600583.XSHG,海油工程,2018-10-10,0.143
600585.XSHG,海螺水泥,2018-10-10,0.703
600588.XSHG,用友网络,2018-10-10,0.253
600606.XSHG,绿地控股,2018-10-10,0.223
600637.XSHG,东方明珠,2018-10-10,0.165
600660.XSHG,福耀玻璃,2018-10-10,0.341
600663.XSHG,陆家嘴,2018-10-10,0.109
600674.XSHG,川投能源,2018-10-10,0.176
600682.XSHG,南京新百,2018-10-10,0.057
600688.XSHG,上海石化,2018-10-10,0.082
600690.XSHG,青岛海尔,2018-10-10,0.578
600703.XSHG,三安光电,2018-10-10,0.383
600704.XSHG,物产中大,2018-10-10,0.082
600705.XSHG,中航资本,2018-10-10,0.2
600739.XSHG,辽宁成大,2018-10-10,0.162
600741.XSHG,华域汽车,2018-10-10,0.339
600795.XSHG,国电电力,2018-10-10,0.287
600804.XSHG,鹏博士,2018-10-10,0.144
600809.XSHG,山西汾酒,2018-10-10,0.117
600816.XSHG,安信信托,2018-10-10,0.108
600820.XSHG,隧道股份,2018-10-10,0.11
600837.XSHG,海通证券,2018-10-10,0.693
601607.XSHG,上海医药,2018-10-10,0.226
600867.XSHG,通化东宝,2018-10-10,0.249
600886.XSHG,国投电力,2018-10-10,0.299
600887.XSHG,伊利股份,2018-10-10,1.492
600893.XSHG,航发动力,2018-10-10,0.207
600900.XSHG,长江电力,2018-10-10,1.033
002007.XSHE,华兰生物,2018-10-10,0.202
002008.XSHE,大族激光,2018-10-10,0.346
002024.XSHE,苏宁易购,2018-10-10,0.48
002027.XSHE,分众传媒,2018-10-10,0.597
600482.XSHG,中国动力,2018-10-10,0.192
002044.XSHE,美年健康,2018-10-10,0.206
002050.XSHE,三花智控,2018-10-10,0.108
601988.XSHG,中国银行,2018-10-10,0.749
600048.XSHG,保利地产,2018-10-10,0.828
601006.XSHG,大秦铁路,2018-10-10,0.468
002065.XSHE,东华软件,2018-10-10,0.162
601111.XSHG,中国国航,2018-10-10,0.233
002074.XSHE,国轩高科,2018-10-10,0.089
601398.XSHG,工商银行,2018-10-10,1.19
600018.XSHG,上港集团,2018-10-10,0.156
002081.XSHE,金螳螂,2018-10-10,0.136
002085.XSHE,万丰奥威,2018-10-10,0.089
601991.XSHG,大唐发电,2018-10-10,0.081
601333.XSHG,广深铁路,2018-10-10,0.117
601628.XSHG,中国人寿,2018-10-10,0.361
601166.XSHG,兴业银行,2018-10-10,1.9
601318.XSHG,中国平安,2018-10-10,7.092
000338.XSHE,潍柴动力,2018-10-10,0.396
601998.XSHG,中信银行,2018-10-10,0.178
601328.XSHG,交通银行,2018-10-10,1.534
601600.XSHG,中国铝业,2018-10-10,0.253
601919.XSHG,中远海控,2018-10-10,0.149
002142.XSHE,宁波银行,2018-10-10,0.43
601009.XSHG,南京银行,2018-10-10,0.434
