code,display_name,date,weight
002044.XSHE,美年健康,2017-10-09,0.189
000413.XSHE,东旭光电,2017-10-09,0.244
000415.XSHE,渤海租赁,2017-10-09,0.113
002426.XSHE,胜利精密,2017-10-09,0.144
601009.XSHG,南京银行,2017-10-09,0.37
600999.XSHG,招商证券,2017-10-09,0.449
002049.XSHE,紫光国微,2017-10-09,0.124
000826.XSHE,启迪桑德,2017-10-09,0.169
600256.XSHG,广汇能源,2017-10-09,0.121
000709.XSHE,河钢股份,2017-10-09,0.172
000559.XSHE,万向钱潮,2017-10-09,0.153
000156.XSHE,华数传媒,2017-10-09,0.076
000157.XSHE,中联重科,2017-10-09,0.181
000623.XSHE,吉林敖东,2017-10-09,0.192
002450.XSHE,ST康得新,2017-10-09,0.481
000555.XSHE,神州信息,2017-10-09,0.044
600498.XSHG,烽火通信,2017-10-09,0.167
600893.XSHG,航发动力,2017-10-09,0.28
601877.XSHG,正泰电器,2017-10-09,0.084
600909.XSHG,华安证券,2017-10-09,0.106
601872.XSHG,招商轮船,2017-10-09,0.096
600089.XSHG,特变电工,2017-10-09,0.339
600895.XSHG,张江高科,2017-10-09,0.119
601117.XSHG,中国化学,2017-10-09,0.123
600085.XSHG,同仁堂,2017-10-09,0.163
601229.XSHG,上海银行,2017-10-09,0.141
002841.XSHE,视源股份,2017-10-09,0.031
000792.XSHE,盐湖股份,2017-10-09,0.242
000793.XSHE,华闻传媒,2017-10-09,0.187
300027.XSHE,华谊兄弟,2017-10-09,0.139
600436.XSHG,片仔癀,2017-10-09,0.161
600000.XSHG,浦发银行,2017-10-09,1.329
000959.XSHE,首钢股份,2017-10-09,0.101
600649.XSHG,城投控股,2017-10-09,0.114
300124.XSHE,汇川技术,2017-10-09,0.265
600415.XSHG,小商品城,2017-10-09,0.176
601633.XSHG,长城汽车,2017-10-09,0.136
600008.XSHG,首创股份,2017-10-09,0.142
600009.XSHG,上海机场,2017-10-09,0.336
300144.XSHE,宋城演艺,2017-10-09,0.125
600066.XSHG,宇通客车,2017-10-09,0.3
600060.XSHG,海信电器,2017-10-09,0.113
600061.XSHG,国投资本,2017-10-09,0.166
000425.XSHE,徐工机械,2017-10-09,0.142
601988.XSHG,中国银行,2017-10-09,0.797
601989.XSHG,中国重工,2017-10-09,0.544
000738.XSHE,航发控制,2017-10-09,0.084
600958.XSHG,东方证券,2017-10-09,0.459
600068.XSHG,葛洲坝,2017-10-09,0.263
000423.XSHE,东阿阿胶,2017-10-09,0.312
601155.XSHG,新城控股,2017-10-09,0.148
300251.XSHE,光线传媒,2017-10-09,0.088
000630.XSHE,铜陵有色,2017-10-09,0.175
601390.XSHG,中国中铁,2017-10-09,0.592
002152.XSHE,广电运通,2017-10-09,0.087
601788.XSHG,光大证券,2017-10-09,0.279
601398.XSHG,工商银行,2017-10-09,1.188
601021.XSHG,春秋航空,2017-10-09,0.074
600153.XSHG,建发股份,2017-10-09,0.152
600150.XSHG,中国船舶,2017-10-09,0.156
601866.XSHG,中远海发,2017-10-09,0.111
600718.XSHG,东软集团,2017-10-09,0.136
600157.XSHG,永泰能源,2017-10-09,0.164
300315.XSHE,掌趣科技,2017-10-09,0.133
000627.XSHE,天茂集团,2017-10-09,0.104
601901.XSHG,方正证券,2017-10-09,0.325
600309.XSHG,万华化学,2017-10-09,0.529
000876.XSHE,新希望,2017-10-09,0.143
600795.XSHG,国电电力,2017-10-09,0.359
000783.XSHE,长江证券,2017-10-09,0.297
600010.XSHG,包钢股份,2017-10-09,0.339
600016.XSHG,民生银行,2017-10-09,1.741
600015.XSHG,华夏银行,2017-10-09,0.546
601318.XSHG,中国平安,2017-10-09,5.387
600019.XSHG,宝钢股份,2017-10-09,0.6
600018.XSHG,上港集团,2017-10-09,0.199
600549.XSHG,厦门钨业,2017-10-09,0.128
601766.XSHG,中国中车,2017-10-09,0.869
600074.XSHG,*ST保千,2017-10-09,0.093
601992.XSHG,金隅集团,2017-10-09,0.194
000725.XSHE,京东方A,2017-10-09,0.96
600372.XSHG,中航电子,2017-10-09,0.079
600373.XSHG,中文传媒,2017-10-09,0.112
000538.XSHE,云南白药,2017-10-09,0.434
000728.XSHE,国元证券,2017-10-09,0.229
600376.XSHG,首开股份,2017-10-09,0.105
000686.XSHE,东北证券,2017-10-09,0.133
000338.XSHE,潍柴动力,2017-10-09,0.333
002027.XSHE,分众传媒,2017-10-09,0.158
002024.XSHE,苏宁易购,2017-10-09,0.448
601211.XSHG,国泰君安,2017-10-09,0.896
002081.XSHE,金螳螂,2017-10-09,0.161
600919.XSHG,江苏银行,2017-10-09,0.097
601958.XSHG,金钼股份,2017-10-09,0.076
002352.XSHE,顺丰控股,2017-10-09,0.111
601628.XSHG,中国人寿,2017-10-09,0.424
