code,display_name,date,weight
002044.XSHE,美年健康,2018-07-30,0.264
000413.XSHE,东旭光电,2018-07-30,0.218
000415.XSHE,渤海租赁,2018-07-30,0.101
600999.XSHG,招商证券,2018-07-30,0.293
000826.XSHE,启迪桑德,2018-07-30,0.117
002294.XSHE,信立泰,2018-07-30,0.146
000709.XSHE,河钢股份,2018-07-30,0.117
000627.XSHE,天茂集团,2018-07-30,0.097
000625.XSHE,长安汽车,2018-07-30,0.164
002236.XSHE,大华股份,2018-07-30,0.367
000623.XSHE,吉林敖东,2018-07-30,0.157
002450.XSHE,ST康得新,2018-07-30,0.339
600816.XSHG,安信信托,2018-07-30,0.148
600498.XSHG,烽火通信,2018-07-30,0.13
600893.XSHG,航发动力,2018-07-30,0.188
601877.XSHG,正泰电器,2018-07-30,0.18
600089.XSHG,特变电工,2018-07-30,0.241
002415.XSHE,海康威视,2018-07-30,1.283
600085.XSHG,同仁堂,2018-07-30,0.181
601229.XSHG,上海银行,2018-07-30,0.576
601238.XSHG,广汽集团,2018-07-30,0.067
601878.XSHG,浙商证券,2018-07-30,0.029
000792.XSHE,盐湖股份,2018-07-30,0.141
300024.XSHE,机器人,2018-07-30,0.178
300027.XSHE,华谊兄弟,2018-07-30,0.096
600436.XSHG,片仔癀,2018-07-30,0.316
600000.XSHG,浦发银行,2018-07-30,1.05
000959.XSHE,首钢股份,2018-07-30,0.061
002081.XSHE,金螳螂,2018-07-30,0.15
300124.XSHE,汇川技术,2018-07-30,0.307
600415.XSHG,小商品城,2018-07-30,0.11
601318.XSHG,中国平安,2018-07-30,5.939
600008.XSHG,首创股份,2018-07-30,0.095
600009.XSHG,上海机场,2018-07-30,0.5
300144.XSHE,宋城演艺,2018-07-30,0.16
600066.XSHG,宇通客车,2018-07-30,0.239
600025.XSHG,华能水电,2018-07-30,0.051
002050.XSHE,三花智控,2018-07-30,0.15
000938.XSHE,紫光股份,2018-07-30,0.085
600061.XSHG,国投资本,2018-07-30,0.073
000425.XSHE,徐工机械,2018-07-30,0.167
601988.XSHG,中国银行,2018-07-30,0.712
601989.XSHG,中国重工,2018-07-30,0.346
601555.XSHG,东吴证券,2018-07-30,0.153
600958.XSHG,东方证券,2018-07-30,0.306
600068.XSHG,葛洲坝,2018-07-30,0.186
000423.XSHE,东阿阿胶,2018-07-30,0.231
601155.XSHG,新城控股,2018-07-30,0.262
601225.XSHG,陕西煤业,2018-07-30,0.308
300251.XSHE,光线传媒,2018-07-30,0.084
000630.XSHE,铜陵有色,2018-07-30,0.131
601390.XSHG,中国中铁,2018-07-30,0.391
601377.XSHG,兴业证券,2018-07-30,0.229
002602.XSHE,世纪华通,2018-07-30,0.089
601398.XSHG,工商银行,2018-07-30,1.074
601021.XSHG,春秋航空,2018-07-30,0.09
600153.XSHG,建发股份,2018-07-30,0.119
601866.XSHG,中远海发,2018-07-30,0.074
601788.XSHG,光大证券,2018-07-30,0.201
600157.XSHG,永泰能源,2018-07-30,0.103
000559.XSHE,万向钱潮,2018-07-30,0.088
600867.XSHG,通化东宝,2018-07-30,0.322
002601.XSHE,龙蟒佰利,2018-07-30,0.074
002608.XSHE,江苏国信,2018-07-30,0.034
000876.XSHE,新希望,2018-07-30,0.125
600398.XSHG,海澜之家,2018-07-30,0.214
600795.XSHG,国电电力,2018-07-30,0.289
600011.XSHG,华能国际,2018-07-30,0.25
600010.XSHG,包钢股份,2018-07-30,0.198
600016.XSHG,民生银行,2018-07-30,1.549
600015.XSHG,华夏银行,2018-07-30,0.447
000786.XSHE,北新建材,2018-07-30,0.146
600390.XSHG,五矿资本,2018-07-30,0.038
600019.XSHG,宝钢股份,2018-07-30,0.649
600018.XSHG,上港集团,2018-07-30,0.168
600549.XSHG,厦门钨业,2018-07-30,0.12
601108.XSHG,财通证券,2018-07-30,0.042
000723.XSHE,美锦能源,2018-07-30,0.063
600369.XSHG,西南证券,2018-07-30,0.102
601992.XSHG,金隅集团,2018-07-30,0.102
000725.XSHE,京东方A,2018-07-30,0.785
600372.XSHG,中航电子,2018-07-30,0.065
600373.XSHG,中文传媒,2018-07-30,0.066
000538.XSHE,云南白药,2018-07-30,0.521
000728.XSHE,国元证券,2018-07-30,0.14
600376.XSHG,首开股份,2018-07-30,0.085
603858.XSHG,步长制药,2018-07-30,0.137
000338.XSHE,潍柴动力,2018-07-30,0.397
002027.XSHE,分众传媒,2018-07-30,0.657
002024.XSHE,苏宁易购,2018-07-30,0.491
601211.XSHG,国泰君安,2018-07-30,0.518
600547.XSHG,山东黄金,2018-07-30,0.166
002352.XSHE,顺丰控股,2018-07-30,0.112
601628.XSHG,中国人寿,2018-07-30,0.351
601919.XSHG,中远海控,2018-07-30,0.176
601718.XSHG,际华集团,2018-07-30,0.066
600383.XSHG,金地集团,2018-07-30,0.215
600900.XSHG,长江电力,2018-07-30,0.997
601857.XSHG,中国石油,2018-07-30,0.467
600703.XSHG,三安光电,2018-07-30,0.44
600438.XSHG,通威股份,2018-07-30,0.125
600909.XSHG,华安证券,2018-07-30,0.097
000783.XSHE,长江证券,2018-07-30,0.197
600705.XSHG,中航资本,2018-07-30,0.196
600704.XSHG,物产中大,2018-07-30,0.084
600570.XSHG,恒生电子,2018-07-30,0.245
600048.XSHG,保利地产,2018-07-30,0.812
002797.XSHE,第一创业,2018-07-30,0.133
600919.XSHG,江苏银行,2018-07-30,0.416
600660.XSHG,福耀玻璃,2018-07-30,0.337
601360.XSHG,三六零,2018-07-30,0.11
600663.XSHG,陆家嘴,2018-07-30,0.108
300003.XSHE,乐普医疗,2018-07-30,0.367
601099.XSHG,太平洋,2018-07-30,0.149
000839.XSHE,中信国安,2018-07-30,0.121
300015.XSHE,爱尔眼科,2018-07-30,0.288
000157.XSHE,中联重科,2018-07-30,0.172
002475.XSHE,立讯精密,2018-07-30,0.402
600688.XSHG,上海石化,2018-07-30,0.078
601633.XSHG,长城汽车,2018-07-30,0.111
600352.XSHG,浙江龙盛,2018-07-30,0.291
600682.XSHG,南京新百,2018-07-30,0.086
600362.XSHG,江西铜业,2018-07-30,0.154
600208.XSHG,新湖中宝,2018-07-30,0.154
603160.XSHG,汇顶科技,2018-07-30,0.055
603288.XSHG,海天味业,2018-07-30,0.558
002508.XSHE,老板电器,2018-07-30,0.136
002202.XSHE,金风科技,2018-07-30,0.241
002500.XSHE,山西证券,2018-07-30,0.107
002470.XSHE,金正大,2018-07-30,0.101
601009.XSHG,南京银行,2018-07-30,0.43
600674.XSHG,川投能源,2018-07-30,0.18
002624.XSHE,完美世界,2018-07-30,0.114
002625.XSHE,光启技术,2018-07-30,0.047
600176.XSHG,中国巨石,2018-07-30,0.201
600177.XSHG,雅戈尔,2018-07-30,0.181
600170.XSHG,上海建工,2018-07-30,0.127
601006.XSHG,大秦铁路,2018-07-30,0.457
601169.XSHG,北京银行,2018-07-30,0.835
600271.XSHG,航天信息,2018-07-30,0.264
600977.XSHG,中国电影,2018-07-30,0.112
600276.XSHG,恒瑞医药,2018-07-30,1.567
300072.XSHE,三聚环保,2018-07-30,0.197
300070.XSHE,碧水源,2018-07-30,0.245
601088.XSHG,中国神华,2018-07-30,0.369
601166.XSHG,兴业银行,2018-07-30,1.68
600809.XSHG,山西汾酒,2018-07-30,0.153
600196.XSHG,复星医药,2018-07-30,0.39
601991.XSHG,大唐发电,2018-07-30,0.07
601228.XSHG,广州港,2018-07-30,0.101
002673.XSHE,西部证券,2018-07-30,0.124
600690.XSHG,青岛海尔,2018-07-30,0.659
002230.XSHE,科大讯飞,2018-07-30,0.438
600219.XSHG,南山铝业,2018-07-30,0.141
002085.XSHE,万丰奥威,2018-07-30,0.115
600050.XSHG,中国联通,2018-07-30,0.429
601933.XSHG,永辉超市,2018-07-30,0.274
601901.XSHG,方正证券,2018-07-30,0.258
002007.XSHE,华兰生物,2018-07-30,0.168
002008.XSHE,大族激光,2018-07-30,0.425
601898.XSHG,中煤能源,2018-07-30,0.083
601939.XSHG,建设银行,2018-07-30,0.47
002739.XSHE,万达电影,2018-07-30,0.229
000983.XSHE,西山煤电,2018-07-30,0.111
603833.XSHG,欧派家居,2018-07-30,0.151
002736.XSHE,国信证券,2018-07-30,0.21
601838.XSHG,成都银行,2018-07-30,0.033
600606.XSHG,绿地控股,2018-07-30,0.223
601997.XSHG,贵阳银行,2018-07-30,0.16
600926.XSHG,杭州银行,2018-07-30,0.152
002925.XSHE,盈趣科技,2018-07-30,0.047
002074.XSHE,国轩高科,2018-07-30,0.09
002493.XSHE,荣盛石化,2018-07-30,0.166
600518.XSHG,康美药业,2018-07-30,0.639
600519.XSHG,贵州茅台,2018-07-30,3.44
601998.XSHG,中信银行,2018-07-30,0.178
000858.XSHE,五粮液,2018-07-30,1.38
601985.XSHG,中国核电,2018-07-30,0.247
600516.XSHG,方大炭素,2018-07-30,0.245
600221.XSHG,海航控股,2018-07-30,0.348
600028.XSHG,中国石化,2018-07-30,0.638
600029.XSHG,南方航空,2018-07-30,0.278
600522.XSHG,中天科技,2018-07-30,0.202
000503.XSHE,国新健康,2018-07-30,0.214
002310.XSHE,东方园林,2018-07-30,0.189
001965.XSHE,招商公路,2018-07-30,0.042
600188.XSHG,兖州煤业,2018-07-30,0.108
601688.XSHG,华泰证券,2018-07-30,0.458
600583.XSHG,海油工程,2018-07-30,0.109
000060.XSHE,中金岭南,2018-07-30,0.114
002153.XSHE,石基信息,2018-07-30,0.087
000776.XSHE,广发证券,2018-07-30,0.368
000063.XSHE,中兴通讯,2018-07-30,0.29
000671.XSHE,阳光城,2018-07-30,0.091
600588.XSHG,用友网络,2018-07-30,0.218
601766.XSHG,中国中车,2018-07-30,0.526
600339.XSHG,中油工程,2018-07-30,0.07
000069.XSHE,华侨城A,2018-07-30,0.222
002241.XSHE,歌尔股份,2018-07-30,0.186
601828.XSHG,美凯龙,2018-07-30,0.045
601669.XSHG,中国电建,2018-07-30,0.23
601668.XSHG,中国建筑,2018-07-30,1.073
002572.XSHE,索菲亚,2018-07-30,0.195
300059.XSHE,东方财富,2018-07-30,0.446
000100.XSHE,TCL集团,2018-07-30,0.294
300408.XSHE,三环集团,2018-07-30,0.23
603260.XSHG,合盛硅业,2018-07-30,0.049
600118.XSHG,中国卫星,2018-07-30,0.106
601212.XSHG,白银有色,2018-07-30,0.032
600297.XSHG,广汇汽车,2018-07-30,0.134
600115.XSHG,东方航空,2018-07-30,0.243
601216.XSHG,君正集团,2018-07-30,0.106
600111.XSHG,北方稀土,2018-07-30,0.232
600038.XSHG,中直股份,2018-07-30,0.11
600332.XSHG,白云山,2018-07-30,0.2
601899.XSHG,紫金矿业,2018-07-30,0.351
002555.XSHE,三七互娱,2018-07-30,0.098
600031.XSHG,三一重工,2018-07-30,0.388
600030.XSHG,中信证券,2018-07-30,1.221
002558.XSHE,巨人网络,2018-07-30,0.135
002142.XSHE,宁波银行,2018-07-30,0.386
600233.XSHG,圆通速递,2018-07-30,0.042
601727.XSHG,上海电气,2018-07-30,0.209
603993.XSHG,洛阳钼业,2018-07-30,0.135
600036.XSHG,招商银行,2018-07-30,2.552
002411.XSHE,延安必康,2018-07-30,0.081
