,code,display_name,date,weight
0,600690.XSHG,青岛海尔,2011-01-13,0.39
1,600694.XSHG,大商股份,2011-01-13,0.25
2,600703.XSHG,三安光电,2011-01-13,0.22
3,600737.XSHG,中粮屯河,2011-01-13,0.14
4,600741.XSHG,华域汽车,2011-01-13,0.21
5,600779.XSHG,水井坊,2011-01-13,0.13
6,600804.XSHG,鹏博士,2011-01-13,0.12
7,600808.XSHG,马钢股份,2011-01-13,0.15
8,600823.XSHG,世茂股份,2011-01-13,0.09
9,600832.XSHG,东方明珠,2011-01-13,0.24
10,600837.XSHG,海通证券,2011-01-13,0.86
11,600863.XSHG,内蒙华电,2011-01-13,0.11
12,600875.XSHG,东方电气,2011-01-13,0.39
13,600879.XSHG,航天电子,2011-01-13,0.16
14,600887.XSHG,伊利股份,2011-01-13,0.51
15,600900.XSHG,长江电力,2011-01-13,0.68
16,600970.XSHG,中材国际,2011-01-13,0.21
17,600999.XSHG,招商证券,2011-01-13,0.25
18,601001.XSHG,大同煤业,2011-01-13,0.25
19,601006.XSHG,大秦铁路,2011-01-13,0.89
20,601099.XSHG,太平洋,2011-01-13,0.06
21,601101.XSHG,昊华能源,2011-01-13,0.13
22,601107.XSHG,四川成渝,2011-01-13,0.08
23,601111.XSHG,中国国航,2011-01-13,0.39
24,601158.XSHG,重庆水务,2011-01-13,0.14
25,601166.XSHG,兴业银行,2011-01-13,2.02
26,601168.XSHG,西部矿业,2011-01-13,0.54
27,601169.XSHG,北京银行,2011-01-13,0.95
28,601179.XSHG,中国西电,2011-01-13,0.19
29,601268.XSHG,二重重装,2011-01-13,0.07
30,601288.XSHG,农业银行,2011-01-13,0.5
31,601299.XSHG,中国北车,2011-01-13,0.49
32,601328.XSHG,交通银行,2011-01-13,2.13
33,601333.XSHG,广深铁路,2011-01-13,0.18
34,601369.XSHG,陕鼓动力,2011-01-13,0.09
35,601398.XSHG,工商银行,2011-01-13,1.19
36,601600.XSHG,中国铝业,2011-01-13,0.35
37,601601.XSHG,中国太保,2011-01-13,1.32
38,601618.XSHG,中国中冶,2011-01-13,0.35
39,601666.XSHG,平煤股份,2011-01-13,0.35
40,601668.XSHG,中国建筑,2011-01-13,0.77
41,601688.XSHG,华泰证券,2011-01-13,0.29
42,601699.XSHG,潞安环能,2011-01-13,0.48
43,601766.XSHG,中国南车,2011-01-13,0.59
44,601888.XSHG,中国国旅,2011-01-13,0.14
45,601918.XSHG,国投新集,2011-01-13,0.14
46,601919.XSHG,中国远洋,2011-01-13,0.41
47,601988.XSHG,中国银行,2011-01-13,0.41
