,code,display_name,date,weight
0,601288.XSHG,农业银行,2012-04-05,1.117
1,601688.XSHG,华泰证券,2012-04-05,0.322
2,600999.XSHG,招商证券,2012-04-05,0.57
3,601788.XSHG,光大证券,2012-04-05,0.355
4,002304.XSHE,洋河股份,2012-04-05,0.848
5,601989.XSHG,中国重工,2012-04-05,0.529
6,601299.XSHG,中国北车,2012-04-05,0.35600000000000004
7,601179.XSHG,中国西电,2012-04-05,0.139
8,601117.XSHG,中国化学,2012-04-05,0.249
9,601888.XSHG,中国国旅,2012-04-05,0.14300000000000002
10,600863.XSHG,内蒙华电,2012-04-05,0.129
11,601607.XSHG,上海医药,2012-04-05,0.18
12,000961.XSHE,中南建设,2012-04-05,0.079
13,600000.XSHG,浦发银行,2012-04-05,2.059
14,600005.XSHG,武钢股份,2012-04-05,0.24
15,600008.XSHG,首创股份,2012-04-05,0.114
16,600009.XSHG,上海机场,2012-04-05,0.258
17,600010.XSHG,包钢股份,2012-04-05,0.332
18,600015.XSHG,华夏银行,2012-04-05,0.76
19,600016.XSHG,民生银行,2012-04-05,2.918
20,600019.XSHG,宝钢股份,2012-04-05,0.522
21,600026.XSHG,中海发展,2012-04-05,0.079
22,600028.XSHG,中国石化,2012-04-05,0.618
23,600029.XSHG,南方航空,2012-04-05,0.2
24,600030.XSHG,中信证券,2012-04-05,1.74
25,600031.XSHG,三一重工,2012-04-05,0.823
26,600036.XSHG,招商银行,2012-04-05,3.017
27,600037.XSHG,歌华有线,2012-04-05,0.107
28,600048.XSHG,保利地产,2012-04-05,0.8390000000000001
29,600050.XSHG,中国联通,2012-04-05,0.7440000000000001
30,600058.XSHG,五矿发展,2012-04-05,0.235
31,600062.XSHG,华润双鹤,2012-04-05,0.103
32,600066.XSHG,宇通客车,2012-04-05,0.245
33,600068.XSHG,葛洲坝,2012-04-05,0.314
34,600085.XSHG,同仁堂,2012-04-05,0.191
35,600089.XSHG,特变电工,2012-04-05,0.424
36,600096.XSHG,云天化,2012-04-05,0.092
37,600100.XSHG,同方股份,2012-04-05,0.312
38,600104.XSHG,上汽集团,2012-04-05,0.6779999999999999
39,600108.XSHG,亚盛集团,2012-04-05,0.161
40,600109.XSHG,国金证券,2012-04-05,0.071
