code,display_name,date,weight
000413.XSHE,东旭光电,2017-05-31,0.196
000415.XSHE,渤海租赁,2017-05-31,0.123
002426.XSHE,胜利精密,2017-05-31,0.135
601009.XSHG,南京银行,2017-05-31,0.415
600252.XSHG,中恒集团,2017-05-31,0.115
002049.XSHE,紫光国微,2017-05-31,0.116
000826.XSHE,启迪桑德,2017-05-31,0.178
600256.XSHG,广汇能源,2017-05-31,0.132
000709.XSHE,河钢股份,2017-05-31,0.194
000559.XSHE,万向钱潮,2017-05-31,0.135
000156.XSHE,华数传媒,2017-05-31,0.086
000157.XSHE,中联重科,2017-05-31,0.198
002236.XSHE,大华股份,2017-05-31,0.279
000623.XSHE,吉林敖东,2017-05-31,0.208
600827.XSHG,百联股份,2017-05-31,0.126
002450.XSHE,ST康得新,2017-05-31,0.509
000555.XSHE,神州信息,2017-05-31,0.047
600498.XSHG,烽火通信,2017-05-31,0.119
600893.XSHG,航发动力,2017-05-31,0.197
600783.XSHG,鲁信创投,2017-05-31,0.051
601872.XSHG,招商轮船,2017-05-31,0.113
600089.XSHG,特变电工,2017-05-31,0.322
600895.XSHG,张江高科,2017-05-31,0.129
600085.XSHG,同仁堂,2017-05-31,0.182
000792.XSHE,盐湖股份,2017-05-31,0.108
000793.XSHE,华闻传媒,2017-05-31,0.215
300027.XSHE,华谊兄弟,2017-05-31,0.137
600000.XSHG,浦发银行,2017-05-31,1.485
600648.XSHG,外高桥,2017-05-31,0.067
600649.XSHG,城投控股,2017-05-31,0.133
300124.XSHE,汇川技术,2017-05-31,0.228
600415.XSHG,小商品城,2017-05-31,0.219
601633.XSHG,长城汽车,2017-05-31,0.15
600008.XSHG,首创股份,2017-05-31,0.173
600009.XSHG,上海机场,2017-05-31,0.374
300144.XSHE,宋城演艺,2017-05-31,0.127
600066.XSHG,宇通客车,2017-05-31,0.279
002568.XSHE,百润股份,2017-05-31,0.031
600060.XSHG,海信电器,2017-05-31,0.114
600061.XSHG,国投资本,2017-05-31,0.174
000425.XSHE,徐工机械,2017-05-31,0.146
601988.XSHG,中国银行,2017-05-31,0.809
601989.XSHG,中国重工,2017-05-31,0.586
000738.XSHE,航发控制,2017-05-31,0.089
600958.XSHG,东方证券,2017-05-31,0.444
600068.XSHG,葛洲坝,2017-05-31,0.289
000423.XSHE,东阿阿胶,2017-05-31,0.362
601155.XSHG,新城控股,2017-05-31,0.159
300251.XSHE,光线传媒,2017-05-31,0.074
000630.XSHE,铜陵有色,2017-05-31,0.175
601390.XSHG,中国中铁,2017-05-31,0.683
002152.XSHE,广电运通,2017-05-31,0.098
601788.XSHG,光大证券,2017-05-31,0.311
601398.XSHG,工商银行,2017-05-31,1.165
601021.XSHG,春秋航空,2017-05-31,0.083
600153.XSHG,建发股份,2017-05-31,0.203
600150.XSHG,中国船舶,2017-05-31,0.158
601866.XSHG,中远海发,2017-05-31,0.114
600718.XSHG,东软集团,2017-05-31,0.149
600157.XSHG,永泰能源,2017-05-31,0.18
300315.XSHE,掌趣科技,2017-05-31,0.176
000027.XSHE,深圳能源,2017-05-31,0.081
600867.XSHG,通化东宝,2017-05-31,0.21
601901.XSHG,方正证券,2017-05-31,0.381
600309.XSHG,万华化学,2017-05-31,0.325
000876.XSHE,新希望,2017-05-31,0.171
600795.XSHG,国电电力,2017-05-31,0.427
000783.XSHE,长江证券,2017-05-31,0.32
600010.XSHG,包钢股份,2017-05-31,0.308
600016.XSHG,民生银行,2017-05-31,1.953
600015.XSHG,华夏银行,2017-05-31,0.589
601318.XSHG,中国平安,2017-05-31,5.022
600654.XSHG,ST中安,2017-05-31,0.131
600019.XSHG,宝钢股份,2017-05-31,0.577
600018.XSHG,上港集团,2017-05-31,0.21
600549.XSHG,厦门钨业,2017-05-31,0.089
601258.XSHG,庞大集团,2017-05-31,0.146
601766.XSHG,中国中车,2017-05-31,1.014
600074.XSHG,*ST保千,2017-05-31,0.122
000627.XSHE,天茂集团,2017-05-31,0.093
000725.XSHE,京东方A,2017-05-31,0.944
600372.XSHG,中航电子,2017-05-31,0.082
600373.XSHG,中文传媒,2017-05-31,0.114
000538.XSHE,云南白药,2017-05-31,0.475
000728.XSHE,国元证券,2017-05-31,0.22
600376.XSHG,首开股份,2017-05-31,0.124
000686.XSHE,东北证券,2017-05-31,0.14
000338.XSHE,潍柴动力,2017-05-31,0.278
002027.XSHE,分众传媒,2017-05-31,0.081
002024.XSHE,苏宁易购,2017-05-31,0.407
601211.XSHG,国泰君安,2017-05-31,0.906
601958.XSHG,金钼股份,2017-05-31,0.067
600873.XSHG,梅花生物,2017-05-31,0.107
600820.XSHG,隧道股份,2017-05-31,0.186
002131.XSHE,利欧股份,2017-05-31,0.081
601919.XSHG,中远海控,2017-05-31,0.21
601718.XSHG,际华集团,2017-05-31,0.114
600383.XSHG,金地集团,2017-05-31,0.275
600900.XSHG,长江电力,2017-05-31,1.005
000039.XSHE,中集集团,2017-05-31,0.124
601857.XSHG,中国石油,2017-05-31,0.391
600703.XSHG,三安光电,2017-05-31,0.382
002456.XSHE,欧菲光,2017-05-31,0.305
600999.XSHG,招商证券,2017-05-31,0.4
002292.XSHE,奥飞娱乐,2017-05-31,0.08
600871.XSHG,石化油服,2017-05-31,0.069
600547.XSHG,山东黄金,2017-05-31,0.218
600705.XSHG,中航资本,2017-05-31,0.285
600704.XSHG,物产中大,2017-05-31,0.131
600570.XSHG,恒生电子,2017-05-31,0.19
002153.XSHE,石基信息,2017-05-31,0.068
002797.XSHE,第一创业,2017-05-31,0.037
002415.XSHE,海康威视,2017-05-31,0.749
002195.XSHE,二三四五,2017-05-31,0.101
600660.XSHG,福耀玻璃,2017-05-31,0.345
000333.XSHE,美的集团,2017-05-31,1.671
