code,display_name,date,weight
000413.XSHE,东旭光电,2016-09-02,0.303
000415.XSHE,渤海租赁,2016-09-02,0.151
600317.XSHG,营口港,2016-09-02,0.079
601009.XSHG,南京银行,2016-09-02,0.44
600252.XSHG,中恒集团,2016-09-02,0.139
000825.XSHE,太钢不锈,2016-09-02,0.093
000826.XSHE,启迪桑德,2016-09-02,0.194
600256.XSHG,广汇能源,2016-09-02,0.154
000709.XSHE,河钢股份,2016-09-02,0.158
000559.XSHE,万向钱潮,2016-09-02,0.193
000156.XSHE,华数传媒,2016-09-02,0.093
000157.XSHE,中联重科,2016-09-02,0.206
000623.XSHE,吉林敖东,2016-09-02,0.211
600827.XSHG,百联股份,2016-09-02,0.114
002450.XSHE,ST康得新,2016-09-02,0.517
600816.XSHG,安信信托,2016-09-02,0.198
600893.XSHG,航发动力,2016-09-02,0.328
600783.XSHG,鲁信创投,2016-09-02,0.076
601872.XSHG,招商轮船,2016-09-02,0.122
600089.XSHG,特变电工,2016-09-02,0.26
600895.XSHG,张江高科,2016-09-02,0.17
601117.XSHG,中国化学,2016-09-02,0.125
600085.XSHG,同仁堂,2016-09-02,0.19
000792.XSHE,盐湖股份,2016-09-02,0.168
600005.XSHG,武钢股份,2016-09-02,0.124
300027.XSHE,华谊兄弟,2016-09-02,0.279
600000.XSHG,浦发银行,2016-09-02,1.584
600648.XSHG,外高桥,2016-09-02,0.088
600649.XSHG,城投控股,2016-09-02,0.238
001979.XSHE,招商蛇口,2016-09-02,0.433
300124.XSHE,汇川技术,2016-09-02,0.203
600415.XSHG,小商品城,2016-09-02,0.218
601633.XSHG,长城汽车,2016-09-02,0.141
600008.XSHG,首创股份,2016-09-02,0.111
600009.XSHG,上海机场,2016-09-02,0.297
300144.XSHE,宋城演艺,2016-09-02,0.154
600066.XSHG,宇通客车,2016-09-02,0.319
002568.XSHE,百润股份,2016-09-02,0.044
600060.XSHG,海信电器,2016-09-02,0.151
600061.XSHG,国投资本,2016-09-02,0.208
000425.XSHE,徐工机械,2016-09-02,0.153
601988.XSHG,中国银行,2016-09-02,0.813
601989.XSHG,中国重工,2016-09-02,0.687
000738.XSHE,航发控制,2016-09-02,0.155
600958.XSHG,东方证券,2016-09-02,0.49
600068.XSHG,葛洲坝,2016-09-02,0.255
000423.XSHE,东阿阿胶,2016-09-02,0.347
600660.XSHG,福耀玻璃,2016-09-02,0.257
601225.XSHG,陕西煤业,2016-09-02,0.13
601866.XSHG,中远海发,2016-09-02,0.142
000630.XSHE,铜陵有色,2016-09-02,0.193
600998.XSHG,九州通,2016-09-02,0.073
601390.XSHG,中国中铁,2016-09-02,0.464
002152.XSHE,广电运通,2016-09-02,0.137
601788.XSHG,光大证券,2016-09-02,0.226
601398.XSHG,工商银行,2016-09-02,1.222
601021.XSHG,春秋航空,2016-09-02,0.125
600153.XSHG,建发股份,2016-09-02,0.226
600150.XSHG,中国船舶,2016-09-02,0.176
600098.XSHG,广州发展,2016-09-02,0.074
600718.XSHG,东软集团,2016-09-02,0.193
600157.XSHG,永泰能源,2016-09-02,0.169
300315.XSHE,掌趣科技,2016-09-02,0.22
000027.XSHE,深圳能源,2016-09-02,0.092
600867.XSHG,通化东宝,2016-09-02,0.243
601901.XSHG,方正证券,2016-09-02,0.348
600863.XSHG,内蒙华电,2016-09-02,0.102
600100.XSHG,同方股份,2016-09-02,0.294
600398.XSHG,海澜之家,2016-09-02,0.168
600795.XSHG,国电电力,2016-09-02,0.397
600011.XSHG,华能国际,2016-09-02,0.337
600010.XSHG,包钢股份,2016-09-02,0.317
600016.XSHG,民生银行,2016-09-02,2.446
600015.XSHG,华夏银行,2016-09-02,0.624
601318.XSHG,中国平安,2016-09-02,4.12
600019.XSHG,宝钢股份,2016-09-02,0.269
600018.XSHG,上港集团,2016-09-02,0.186
601258.XSHG,庞大集团,2016-09-02,0.142
601991.XSHG,大唐发电,2016-09-02,0.131
600074.XSHG,*ST保千,2016-09-02,0.172
601992.XSHG,金隅集团,2016-09-02,0.12
000725.XSHE,京东方A,2016-09-02,0.645
600372.XSHG,中航电子,2016-09-02,0.121
600373.XSHG,中文传媒,2016-09-02,0.141
000538.XSHE,云南白药,2016-09-02,0.401
000728.XSHE,国元证券,2016-09-02,0.276
600376.XSHG,首开股份,2016-09-02,0.144
000686.XSHE,东北证券,2016-09-02,0.203
000338.XSHE,潍柴动力,2016-09-02,0.238
002027.XSHE,分众传媒,2016-09-02,0.104
002024.XSHE,苏宁易购,2016-09-02,0.459
601211.XSHG,国泰君安,2016-09-02,0.315
600547.XSHG,山东黄金,2016-09-02,0.33
601958.XSHG,金钼股份,2016-09-02,0.085
600873.XSHG,梅花生物,2016-09-02,0.131
601336.XSHG,新华保险,2016-09-02,0.405
601919.XSHG,中远海控,2016-09-02,0.218
002594.XSHE,比亚迪,2016-09-02,0.354
600383.XSHG,金地集团,2016-09-02,0.3
