,code,display_name,date,weight
0,601288.XSHG,农业银行,2012-05-04,1.064
1,601688.XSHG,华泰证券,2012-05-04,0.34
2,600999.XSHG,招商证券,2012-05-04,0.598
3,601788.XSHG,光大证券,2012-05-04,0.355
4,002304.XSHE,洋河股份,2012-05-04,0.875
5,601989.XSHG,中国重工,2012-05-04,0.518
6,601299.XSHG,中国北车,2012-05-04,0.354
7,601179.XSHG,中国西电,2012-05-04,0.131
8,601117.XSHG,中国化学,2012-05-04,0.265
9,601888.XSHG,中国国旅,2012-05-04,0.14
10,600863.XSHG,内蒙华电,2012-05-04,0.121
11,601607.XSHG,上海医药,2012-05-04,0.17600000000000002
12,000961.XSHE,中南建设,2012-05-04,0.079
13,600000.XSHG,浦发银行,2012-05-04,2.024
14,600005.XSHG,武钢股份,2012-05-04,0.229
15,600008.XSHG,首创股份,2012-05-04,0.115
16,600009.XSHG,上海机场,2012-05-04,0.246
17,600010.XSHG,包钢股份,2012-05-04,0.319
18,600015.XSHG,华夏银行,2012-05-04,0.713
19,600016.XSHG,民生银行,2012-05-04,2.9360000000000004
20,600019.XSHG,宝钢股份,2012-05-04,0.509
21,600026.XSHG,中海发展,2012-05-04,0.076
22,600028.XSHG,中国石化,2012-05-04,0.593
23,600029.XSHG,南方航空,2012-05-04,0.201
24,600030.XSHG,中信证券,2012-05-04,1.776
25,600031.XSHG,三一重工,2012-05-04,0.857
26,600036.XSHG,招商银行,2012-05-04,2.925
27,600037.XSHG,歌华有线,2012-05-04,0.102
28,600048.XSHG,保利地产,2012-05-04,0.8859999999999999
29,600050.XSHG,中国联通,2012-05-04,0.713
30,600058.XSHG,五矿发展,2012-05-04,0.222
31,600062.XSHG,华润双鹤,2012-05-04,0.114
32,600066.XSHG,宇通客车,2012-05-04,0.22
33,600068.XSHG,葛洲坝,2012-05-04,0.309
34,600085.XSHG,同仁堂,2012-05-04,0.184
35,600089.XSHG,特变电工,2012-05-04,0.415
36,600100.XSHG,同方股份,2012-05-04,0.295
37,600104.XSHG,上汽集团,2012-05-04,0.6759999999999999
38,600108.XSHG,亚盛集团,2012-05-04,0.162
39,600109.XSHG,国金证券,2012-05-04,0.086
40,600111.XSHG,包钢稀土,2012-05-04,1.163
41,600118.XSHG,中国卫星,2012-05-04,0.126
42,600123.XSHG,兰花科创,2012-05-04,0.333
43,600125.XSHG,铁龙物流,2012-05-04,0.16399999999999998
44,600132.XSHG,重庆啤酒,2012-05-04,0.142
45,600143.XSHG,金发科技,2012-05-04,0.251
46,600150.XSHG,中国船舶,2012-05-04,0.302
47,600151.XSHG,航天机电,2012-05-04,0.07
48,600153.XSHG,建发股份,2012-05-04,0.203
49,600161.XSHG,天坛生物,2012-05-04,0.075
50,600166.XSHG,福田汽车,2012-05-04,0.228
51,600169.XSHG,太原重工,2012-05-04,0.115
52,600170.XSHG,上海建工,2012-05-04,0.109
53,600177.XSHG,雅戈尔,2012-05-04,0.261
54,600183.XSHG,生益科技,2012-05-04,0.087
55,600188.XSHG,兖州煤业,2012-05-04,0.284
56,600196.XSHG,复星医药,2012-05-04,0.218
57,600208.XSHG,新湖中宝,2012-05-04,0.16399999999999998
58,600216.XSHG,浙江医药,2012-05-04,0.125
59,600219.XSHG,南山铝业,2012-05-04,0.174
60,600221.XSHG,海南航空,2012-05-04,0.111
61,600256.XSHG,广汇股份,2012-05-04,0.603
62,600266.XSHG,北京城建,2012-05-04,0.127
63,600271.XSHG,航天信息,2012-05-04,0.219
64,600307.XSHG,酒钢宏兴,2012-05-04,0.066
65,600309.XSHG,烟台万华,2012-05-04,0.304
66,600316.XSHG,洪都航空,2012-05-04,0.138
67,600320.XSHG,振华重工,2012-05-04,0.166
68,600331.XSHG,宏达股份,2012-05-04,0.149
69,600348.XSHG,阳泉煤业,2012-05-04,0.48
70,600352.XSHG,浙江龙盛,2012-05-04,0.131
71,600362.XSHG,江西铜业,2012-05-04,0.436
72,600369.XSHG,西南证券,2012-05-04,0.18
73,600376.XSHG,首开股份,2012-05-04,0.182
74,600380.XSHG,健康元,2012-05-04,0.061
75,600383.XSHG,金地集团,2012-05-04,0.579
76,600395.XSHG,盘江股份,2012-05-04,0.213
77,600415.XSHG,小商品城,2012-05-04,0.215
78,600418.XSHG,江淮汽车,2012-05-04,0.116
79,600428.XSHG,中远航运,2012-05-04,0.08199999999999999
80,600432.XSHG,吉恩镍业,2012-05-04,0.125
81,600456.XSHG,宝钛股份,2012-05-04,0.095
82,600489.XSHG,中金黄金,2012-05-04,0.438
83,600497.XSHG,驰宏锌锗,2012-05-04,0.215
84,600500.XSHG,中化国际,2012-05-04,0.108
85,600508.XSHG,上海能源,2012-05-04,0.126
86,600516.XSHG,方大炭素,2012-05-04,0.134
87,600518.XSHG,康美药业,2012-05-04,0.381
88,600519.XSHG,贵州茅台,2012-05-04,1.852
89,600528.XSHG,中铁二局,2012-05-04,0.08800000000000001
90,600547.XSHG,山东黄金,2012-05-04,0.49
91,600549.XSHG,厦门钨业,2012-05-04,0.238
92,600550.XSHG,天威保变,2012-05-04,0.138
93,600583.XSHG,海油工程,2012-05-04,0.229
94,600585.XSHG,海螺水泥,2012-05-04,0.654
95,600588.XSHG,用友软件,2012-05-04,0.158
96,600595.XSHG,中孚实业,2012-05-04,0.099
97,600598.XSHG,北大荒,2012-05-04,0.122
98,600600.XSHG,青岛啤酒,2012-05-04,0.239
99,600635.XSHG,大众公用,2012-05-04,0.141
100,600642.XSHG,申能股份,2012-05-04,0.251
101,600649.XSHG,城投控股,2012-05-04,0.16699999999999998
102,600655.XSHG,豫园商城,2012-05-04,0.202
103,600660.XSHG,福耀玻璃,2012-05-04,0.269
104,600664.XSHG,哈药股份,2012-05-04,0.131
105,600674.XSHG,川投能源,2012-05-04,0.131
106,600690.XSHG,青岛海尔,2012-05-04,0.358
107,600694.XSHG,大商股份,2012-05-04,0.208
108,600718.XSHG,东软集团,2012-05-04,0.131
109,600737.XSHG,中粮屯河,2012-05-04,0.076
110,600739.XSHG,辽宁成大,2012-05-04,0.496
111,600741.XSHG,华域汽车,2012-05-04,0.212
112,600779.XSHG,水井坊,2012-05-04,0.17
113,600795.XSHG,国电电力,2012-05-04,0.377
114,600804.XSHG,鹏博士,2012-05-04,0.18
115,600808.XSHG,马钢股份,2012-05-04,0.116
116,600809.XSHG,山西汾酒,2012-05-04,0.196
117,600811.XSHG,东方集团,2012-05-04,0.161
118,600812.XSHG,华北制药,2012-05-04,0.102
119,600832.XSHG,东方明珠,2012-05-04,0.189
120,600837.XSHG,海通证券,2012-05-04,1.5930000000000002
121,600839.XSHG,四川长虹,2012-05-04,0.168
122,600875.XSHG,东方电气,2012-05-04,0.289
123,600879.XSHG,航天电子,2012-05-04,0.113
124,600881.XSHG,亚泰集团,2012-05-04,0.235
125,600895.XSHG,张江高科,2012-05-04,0.13
126,600900.XSHG,长江电力,2012-05-04,0.626
127,600970.XSHG,中材国际,2012-05-04,0.134
128,600997.XSHG,开滦股份,2012-05-04,0.158
129,601001.XSHG,大同煤业,2012-05-04,0.18
130,601006.XSHG,大秦铁路,2012-05-04,0.856
131,601009.XSHG,南京银行,2012-05-04,0.38
132,601088.XSHG,中国神华,2012-05-04,1.741
133,601111.XSHG,中国国航,2012-05-04,0.213
134,601166.XSHG,兴业银行,2012-05-04,2.107
135,601168.XSHG,西部矿业,2012-05-04,0.383
136,601169.XSHG,北京银行,2012-05-04,0.8859999999999999
137,601186.XSHG,中国铁建,2012-05-04,0.261
138,601318.XSHG,中国平安,2012-05-04,2.7510000000000003
139,601328.XSHG,交通银行,2012-05-04,2.151
140,601333.XSHG,广深铁路,2012-05-04,0.187
141,601390.XSHG,中国中铁,2012-05-04,0.269
142,601398.XSHG,工商银行,2012-05-04,1.2990000000000002
143,601600.XSHG,中国铝业,2012-05-04,0.394
144,601601.XSHG,中国太保,2012-05-04,1.351
145,601628.XSHG,中国人寿,2012-05-04,0.5489999999999999
146,601666.XSHG,平煤股份,2012-05-04,0.281
147,601699.XSHG,潞安环能,2012-05-04,0.51
148,601727.XSHG,上海电气,2012-05-04,0.222
149,601766.XSHG,中国南车,2012-05-04,0.336
150,601808.XSHG,中海油服,2012-05-04,0.209
151,601857.XSHG,中国石油,2012-05-04,0.682
152,601866.XSHG,中海集运,2012-05-04,0.145
153,601898.XSHG,中煤能源,2012-05-04,0.337
154,601899.XSHG,紫金矿业,2012-05-04,0.66
155,601918.XSHG,国投新集,2012-05-04,0.154
156,601919.XSHG,中国远洋,2012-05-04,0.237
157,601939.XSHG,建设银行,2012-05-04,0.87
158,601958.XSHG,金钼股份,2012-05-04,0.276
159,601988.XSHG,中国银行,2012-05-04,0.407
160,601998.XSHG,中信银行,2012-05-04,0.241
161,601668.XSHG,中国建筑,2012-05-04,0.972
162,000001.XSHE,深发展A,2012-05-04,0.816
163,000002.XSHE,万科A,2012-05-04,1.7009999999999998
164,000009.XSHE,中国宝安,2012-05-04,0.246
165,000012.XSHE,南玻A,2012-05-04,0.247
166,000021.XSHE,长城开发,2012-05-04,0.078
167,000024.XSHE,招商地产,2012-05-04,0.312
168,000027.XSHE,深圳能源,2012-05-04,0.096
169,000039.XSHE,中集集团,2012-05-04,0.26
170,000059.XSHE,辽通化工,2012-05-04,0.111
171,000060.XSHG,中金岭南,2012-05-04,0.279
172,000061.XSHE,农产品,2012-05-04,0.142
173,000063.XSHE,中兴通讯,2012-05-04,0.654
174,000069.XSHE,华侨城A,2012-05-04,0.416
175,000100.XSHE,TCL集团,2012-05-04,0.28300000000000003
176,000157.XSHE,中联重科,2012-05-04,0.873
177,000338.XSHE,潍柴动力,2012-05-04,0.493
178,000401.XSHE,冀东水泥,2012-05-04,0.245
179,000402.XSHE,金融街,2012-05-04,0.317
180,000422.XSHE,湖北宜化,2012-05-04,0.201
181,000423.XSHE,东阿阿胶,2012-05-04,0.41
182,000425.XSHE,徐工机械,2012-05-04,0.246
183,000527.XSHE,美的电器,2012-05-04,0.545
184,000528.XSHE,柳工,2012-05-04,0.174
185,000538.XSHE,云南白药,2012-05-04,0.277
186,000562.XSHE,宏源证券,2012-05-04,0.175
187,000568.XSHE,泸州老窖,2012-05-04,0.608
188,000623.XSHE,吉林敖东,2012-05-04,0.28
189,000625.XSHE,长安汽车,2012-05-04,0.177
190,000630.XSHE,铜陵有色,2012-05-04,0.311
191,000651.XSHE,格力电器,2012-05-04,0.885
192,000680.XSHE,山推股份,2012-05-04,0.12
193,000686.XSHE,东北证券,2012-05-04,0.08900000000000001
194,000709.XSHE,河北钢铁,2012-05-04,0.317
195,000718.XSHE,苏宁环球,2012-05-04,0.116
196,000728.XSHE,国元证券,2012-05-04,0.211
197,000729.XSHE,燕京啤酒,2012-05-04,0.191
198,000758.XSHE,中色股份,2012-05-04,0.214
199,000768.XSHE,西飞国际,2012-05-04,0.206
200,000778.XSHE,新兴铸管,2012-05-04,0.15
201,000780.XSHE,平庄能源,2012-05-04,0.109
202,000783.XSHE,长江证券,2012-05-04,0.315
203,000792.XSHE,盐湖股份,2012-05-04,0.428
204,000800.XSHE,一汽轿车,2012-05-04,0.182
205,000807.XSHE,云铝股份,2012-05-04,0.121
206,000825.XSHE,太钢不锈,2012-05-04,0.171
207,000839.XSHE,中信国安,2012-05-04,0.14300000000000002
208,000858.XSHE,五粮液,2012-05-04,1.341
209,000876.XSHE,新希望,2012-05-04,0.173
210,000878.XSHE,云南铜业,2012-05-04,0.271
211,000895.XSHE,双汇发展,2012-05-04,0.376
212,000898.XSHE,鞍钢股份,2012-05-04,0.157
213,000933.XSHE,神火股份,2012-05-04,0.223
214,000937.XSHE,冀中能源,2012-05-04,0.28300000000000003
215,000960.XSHE,锡业股份,2012-05-04,0.207
216,000968.XSHE,煤气化,2012-05-04,0.09
217,000969.XSHE,安泰科技,2012-05-04,0.153
218,000983.XSHE,西山煤电,2012-05-04,0.569
219,000999.XSHE,华润三九,2012-05-04,0.149
220,002001.XSHE,新和成,2012-05-04,0.146
221,002007.XSHE,华兰生物,2012-05-04,0.131
222,002024.XSHE,苏宁电器,2012-05-04,0.794
223,002122.XSHE,天马股份,2012-05-04,0.084
224,002128.XSHE,露天煤业,2012-05-04,0.133
225,002142.XSHE,宁波银行,2012-05-04,0.235
226,002155.XSHE,辰州矿业,2012-05-04,0.207
227,002202.XSHE,金风科技,2012-05-04,0.228
228,002244.XSHE,滨江集团,2012-05-04,0.069
229,601618.XSHG,中国中冶,2012-05-04,0.251
230,002299.XSHE,圣农发展,2012-05-04,0.107
231,002344.XSHE,海宁皮城,2012-05-04,0.09
232,002378.XSHE,章源钨业,2012-05-04,0.054000000000000006
