,code,display_name,date,weight
0,600999.XSHG,招商证券,2011-03-03,0.25
1,601001.XSHG,大同煤业,2011-03-03,0.23
2,601006.XSHG,大秦铁路,2011-03-03,0.88
3,601099.XSHG,太平洋,2011-03-03,0.06
4,601101.XSHG,昊华能源,2011-03-03,0.11
5,601107.XSHG,四川成渝,2011-03-03,0.08
6,601111.XSHG,中国国航,2011-03-03,0.33
7,601158.XSHG,重庆水务,2011-03-03,0.15
8,601166.XSHG,兴业银行,2011-03-03,1.99
9,601168.XSHG,西部矿业,2011-03-03,0.51
10,601169.XSHG,北京银行,2011-03-03,0.92
11,601179.XSHG,中国西电,2011-03-03,0.19
12,601268.XSHG,二重重装,2011-03-03,0.08
13,601288.XSHG,农业银行,2011-03-03,0.48
14,601299.XSHG,中国北车,2011-03-03,0.45
15,601328.XSHG,交通银行,2011-03-03,2.07
16,601333.XSHG,广深铁路,2011-03-03,0.18
17,601369.XSHG,陕鼓动力,2011-03-03,0.08
18,601398.XSHG,工商银行,2011-03-03,1.15
19,601600.XSHG,中国铝业,2011-03-03,0.36
20,601601.XSHG,中国太保,2011-03-03,1.27
21,601618.XSHG,中国中冶,2011-03-03,0.34
22,601666.XSHG,平煤股份,2011-03-03,0.31
23,601668.XSHG,中国建筑,2011-03-03,0.75
24,601688.XSHG,华泰证券,2011-03-03,0.28
25,601699.XSHG,潞安环能,2011-03-03,0.46
26,601766.XSHG,中国南车,2011-03-03,0.53
27,601888.XSHG,中国国旅,2011-03-03,0.14
28,601918.XSHG,国投新集,2011-03-03,0.13
29,601919.XSHG,中国远洋,2011-03-03,0.41
30,601988.XSHG,中国银行,2011-03-03,0.4
31,601989.XSHG,中国重工,2011-03-03,0.66
32,600307.XSHG,酒钢宏兴,2011-03-03,0.08
33,000999.XSHE,华润三九,2011-03-03,0.16
34,600111.XSHG,包钢稀土,2011-03-03,0.68
35,600008.XSHG,首创股份,2011-03-03,0.13
36,601628.XSHG,中国人寿,2011-03-03,0.57
37,601958.XSHG,金钼股份,2011-03-03,0.45
38,002202.XSHE,金风科技,2011-03-03,0.46
39,600418.XSHG,江淮汽车,2011-03-03,0.19
