,code,display_name,date,weight
0,600549.XSHG,厦门钨业,2011-02-21,0.22
1,000667.XSHE,名流置业,2011-02-21,0.1
2,600028.XSHG,中国石化,2011-02-21,0.67
3,000423.XSHE,东阿阿胶,2011-02-21,0.45
4,000157.XSHE,中联重科,2011-02-21,0.62
5,600893.XSHG,航空动力,2011-02-21,0.09
6,600839.XSHG,四川长虹,2011-02-21,0.14
7,600655.XSHG,豫园商城,2011-02-21,0.26
8,600601.XSHG,方正科技,2011-02-21,0.16
9,600516.XSHG,方大炭素,2011-02-21,0.21
10,600428.XSHG,中远航运,2011-02-21,0.13
11,000895.XSHE,双汇发展,2011-02-21,0.45
12,000800.XSHE,一汽轿车,2011-02-21,0.26
13,600239.XSHG,云南城投,2011-02-21,0.13
14,000063.XSHE,中兴通讯,2011-02-21,0.76
15,601857.XSHG,中国石油,2011-02-21,0.76
16,600649.XSHG,城投控股,2011-02-21,0.17
17,600596.XSHG,新安股份,2011-02-21,0.12
18,600550.XSHG,天威保变,2011-02-21,0.25
19,600210.XSHG,紫江企业,2011-02-21,0.13
20,000709.XSHE,河北钢铁,2011-02-21,0.28
21,600017.XSHG,日照港,2011-02-21,0.1
22,601009.XSHG,南京银行,2011-02-21,0.38
23,601106.XSHG,中国一重,2011-02-21,0.32
24,600583.XSHG,海油工程,2011-02-21,0.31
25,000937.XSHE,冀中能源,2011-02-21,0.25
26,000878.XSHE,云南铜业,2011-02-21,0.3
27,600220.XSHG,江苏阳光,2011-02-21,0.12
28,600087.XSHG,长航油运,2011-02-21,0.11
29,600068.XSHG,葛洲坝,2011-02-21,0.54
30,600005.XSHG,武钢股份,2011-02-21,0.26
31,601898.XSHG,中煤能源,2011-02-21,0.34
32,600748.XSHG,上实发展,2011-02-21,0.06
33,600269.XSHG,赣粤高速,2011-02-21,0.11
34,000783.XSHE,长江证券,2011-02-21,0.3
35,600029.XSHG,南方航空,2011-02-21,0.34
36,000002.XSHE,万科A,2011-02-21,1.41
37,000001.XSHE,深发展A,2011-02-21,0.77
38,000012.XSHE,南玻A,2011-02-21,0.32
39,000021.XSHE,长城开发,2011-02-21,0.13
40,000031.XSHE,中粮地产,2011-02-21,0.1
41,000059.XSHE,辽通化工,2011-02-21,0.12
42,000060.XSHG,中金岭南,2011-02-21,0.4
43,000061.XSHE,农产品,2011-02-21,0.16
44,000069.XSHE,华侨城A,2011-02-21,0.35
45,000338.XSHE,潍柴动力,2011-02-21,0.65
46,000402.XSHE,金融街,2011-02-21,0.28
47,000425.XSHE,徐工机械,2011-02-21,0.41
48,000527.XSHE,美的电器,2011-02-21,0.61
49,000528.XSHE,柳工,2011-02-21,0.33
50,000538.XSHE,云南白药,2011-02-21,0.28
51,000568.XSHE,泸州老窖,2011-02-21,0.54
52,000612.XSHE,焦作万方,2011-02-21,0.12
53,000623.XSHE,吉林敖东,2011-02-21,0.29
54,000625.XSHE,长安汽车,2011-02-21,0.19
55,000651.XSHE,格力电器,2011-02-21,0.67
56,000652.XSHE,泰达股份,2011-02-21,0.14
57,000685.XSHE,中山公用,2011-02-21,0.06
58,000686.XSHE,东北证券,2011-02-21,0.1
59,000690.XSHE,宝新能源,2011-02-21,0.12
60,000718.XSHE,苏宁环球,2011-02-21,0.1
61,000725.XSHE,京东方A,2011-02-21,0.22
62,000729.XSHE,燕京啤酒,2011-02-21,0.2
63,000776.XSHE,广发证券,2011-02-21,0.08
64,000792.XSHE,盐湖钾肥,2011-02-21,0.46
65,000807.XSHE,云铝股份,2011-02-21,0.15
66,000825.XSHE,太钢不锈,2011-02-21,0.29
67,000858.XSHE,五粮液,2011-02-21,1.13
68,000876.XSHE,新希望,2011-02-21,0.16
69,000898.XSHE,鞍钢股份,2011-02-21,0.26
70,000933.XSHE,神火股份,2011-02-21,0.27
71,000951.XSHE,中国重汽,2011-02-21,0.15
72,000959.XSHE,首钢股份,2011-02-21,0.09
73,000960.XSHE,锡业股份,2011-02-21,0.27
74,000961.XSHE,中南建设,2011-02-21,0.07
75,000969.XSHE,安泰科技,2011-02-21,0.2
76,000983.XSHE,西山煤电,2011-02-21,0.74
77,002001.XSHE,新和成,2011-02-21,0.13
78,002092.XSHE,中泰化学,2011-02-21,0.14
79,002122.XSHE,天马股份,2011-02-21,0.15
80,002142.XSHE,宁波银行,2011-02-21,0.26
81,002304.XSHE,洋河股份,2011-02-21,0.17
82,002399.XSHE,海普瑞,2011-02-21,0.18
83,002405.XSHE,四维图新,2011-02-21,0.07
84,002415.XSHE,海康威视,2011-02-21,0.08
85,002422.XSHE,科伦药业,2011-02-21,0.2
86,600006.XSHG,东风汽车,2011-02-21,0.08
87,600009.XSHG,上海机场,2011-02-21,0.24
88,600010.XSHG,包钢股份,2011-02-21,0.21
89,600015.XSHG,华夏银行,2011-02-21,0.6
90,600016.XSHG,民生银行,2011-02-21,2.02
91,600019.XSHG,宝钢股份,2011-02-21,0.66
92,600026.XSHG,中海发展,2011-02-21,0.12
93,600030.XSHG,中信证券,2011-02-21,1.71
94,600033.XSHG,福建高速,2011-02-21,0.09
95,600036.XSHG,招商银行,2011-02-21,2.8
96,600037.XSHG,歌华有线,2011-02-21,0.14
97,600058.XSHG,五矿发展,2011-02-21,0.23
98,600066.XSHG,宇通客车,2011-02-21,0.17
99,600089.XSHG,特变电工,2011-02-21,0.69
100,600096.XSHG,云天化,2011-02-21,0.14
101,600100.XSHG,同方股份,2011-02-21,0.34
102,600108.XSHG,亚盛集团,2011-02-21,0.18
103,600109.XSHG,国金证券,2011-02-21,0.08
