code,display_name,date,weight
000413.XSHE,东旭光电,2015-03-09,0.16
600315.XSHG,上海家化,2015-03-09,0.24
600316.XSHG,洪都航空,2015-03-09,0.16
002416.XSHE,爱施德,2015-03-09,0.03
600252.XSHG,中恒集团,2015-03-09,0.18
002570.XSHE,*ST因美,2015-03-09,0.12
000825.XSHE,太钢不锈,2015-03-09,0.13
000826.XSHE,启迪桑德,2015-03-09,0.16
600256.XSHG,广汇能源,2015-03-09,0.31
000709.XSHE,河钢股份,2015-03-09,0.17
000559.XSHE,万向钱潮,2015-03-09,0.15
000156.XSHE,华数传媒,2015-03-09,0.03
000157.XSHE,中联重科,2015-03-09,0.32
000623.XSHE,吉林敖东,2015-03-09,0.27
002500.XSHE,山西证券,2015-03-09,0.17
002375.XSHE,亚厦股份,2015-03-09,0.1
000629.XSHE,攀钢钒钛,2015-03-09,0.16
600893.XSHG,航发动力,2015-03-09,0.22
600783.XSHG,鲁信创投,2015-03-09,0.08
600089.XSHG,特变电工,2015-03-09,0.37
002415.XSHE,海康威视,2015-03-09,0.42
603699.XSHG,纽威股份,2015-03-09,0.04
600085.XSHG,同仁堂,2015-03-09,0.17
000792.XSHE,盐湖股份,2015-03-09,0.2
000793.XSHE,华闻传媒,2015-03-09,0.21
300027.XSHE,华谊兄弟,2015-03-09,0.31
600340.XSHG,华夏幸福,2015-03-09,0.3
600000.XSHG,浦发银行,2015-03-09,1.89
600648.XSHG,外高桥,2015-03-09,0.1
600649.XSHG,城投控股,2015-03-09,0.13
300124.XSHE,汇川技术,2015-03-09,0.2
600415.XSHG,小商品城,2015-03-09,0.23
601633.XSHG,长城汽车,2015-03-09,0.23
600008.XSHG,首创股份,2015-03-09,0.14
600009.XSHG,上海机场,2015-03-09,0.24
600066.XSHG,宇通客车,2015-03-09,0.29
002051.XSHE,中工国际,2015-03-09,0.1
600060.XSHG,海信电器,2015-03-09,0.18
000937.XSHE,冀中能源,2015-03-09,0.07
601988.XSHG,中国银行,2015-03-09,0.32
601989.XSHG,中国重工,2015-03-09,0.77
601555.XSHG,东吴证券,2015-03-09,0.33
600068.XSHG,葛洲坝,2015-03-09,0.26
000423.XSHE,东阿阿胶,2015-03-09,0.23
600660.XSHG,福耀玻璃,2015-03-09,0.24
601225.XSHG,陕西煤业,2015-03-09,0.03
601866.XSHG,中远海发,2015-03-09,0.16
000630.XSHE,铜陵有色,2015-03-09,0.14
600998.XSHG,九州通,2015-03-09,0.09
601390.XSHG,中国中铁,2015-03-09,0.68
002400.XSHE,省广集团,2015-03-09,0.17
600718.XSHG,东软集团,2015-03-09,0.21
600023.XSHG,浙能电力,2015-03-09,0.06
601398.XSHG,工商银行,2015-03-09,0.92
600153.XSHG,建发股份,2015-03-09,0.2
600150.XSHG,中国船舶,2015-03-09,0.29
600663.XSHG,陆家嘴,2015-03-09,0.17
000024.XSHE,招商地产,2015-03-09,0.31
600157.XSHG,永泰能源,2015-03-09,0.15
000027.XSHE,深圳能源,2015-03-09,0.1
600867.XSHG,通化东宝,2015-03-09,0.14
601901.XSHG,方正证券,2015-03-09,0.63
600863.XSHG,内蒙华电,2015-03-09,0.14
600100.XSHG,同方股份,2015-03-09,0.31
600398.XSHG,海澜之家,2015-03-09,0.14
600795.XSHG,国电电力,2015-03-09,0.42
600011.XSHG,华能国际,2015-03-09,0.38
600010.XSHG,包钢股份,2015-03-09,0.48
600016.XSHG,民生银行,2015-03-09,2.91
600015.XSHG,华夏银行,2015-03-09,0.62
601318.XSHG,中国平安,2015-03-09,4.23
600655.XSHG,豫园股份,2015-03-09,0.16
600019.XSHG,宝钢股份,2015-03-09,0.38
600018.XSHG,上港集团,2015-03-09,0.36
600549.XSHG,厦门钨业,2015-03-09,0.12
600395.XSHG,盘江股份,2015-03-09,0.07
601258.XSHG,庞大集团,2015-03-09,0.1
002603.XSHE,以岭药业,2015-03-09,0.09
601766.XSHG,中国中车,2015-03-09,0.67
600369.XSHG,西南证券,2015-03-09,0.25
601992.XSHG,金隅集团,2015-03-09,0.12
000536.XSHE,华映科技,2015-03-09,0.07
000725.XSHE,京东方A,2015-03-09,0.37
600372.XSHG,中航电子,2015-03-09,0.18
600373.XSHG,中文传媒,2015-03-09,0.1
000538.XSHE,云南白药,2015-03-09,0.38
000728.XSHE,国元证券,2015-03-09,0.39
600079.XSHG,人福医药,2015-03-09,0.18
000400.XSHE,许继电气,2015-03-09,0.17
000686.XSHE,东北证券,2015-03-09,0.24
000338.XSHE,潍柴动力,2015-03-09,0.33
002024.XSHE,苏宁易购,2015-03-09,0.6
601888.XSHG,中国国旅,2015-03-09,0.23
600547.XSHG,山东黄金,2015-03-09,0.21
600873.XSHG,梅花生物,2015-03-09,0.14
601336.XSHG,新华保险,2015-03-09,0.51
600143.XSHG,金发科技,2015-03-09,0.12
600383.XSHG,金地集团,2015-03-09,0.5
600900.XSHG,长江电力,2015-03-09,0.58
000039.XSHE,中集集团,2015-03-09,0.2
601857.XSHG,中国石油,2015-03-09,0.52
600703.XSHG,三安光电,2015-03-09,0.24
000983.XSHE,西山煤电,2015-03-09,0.14
600999.XSHG,招商证券,2015-03-09,0.75
002292.XSHE,奥飞娱乐,2015-03-09,0.08
000783.XSHE,长江证券,2015-03-09,0.57
600705.XSHG,中航资本,2015-03-09,0.36
002450.XSHE,ST康得新,2015-03-09,0.32
600570.XSHG,恒生电子,2015-03-09,0.45
002153.XSHE,石基信息,2015-03-09,0.14
600267.XSHG,海正药业,2015-03-09,0.1
601158.XSHG,重庆水务,2015-03-09,0.1
000831.XSHE,五矿稀土,2015-03-09,0.23
600578.XSHG,京能电力,2015-03-09,0.09
600498.XSHG,烽火通信,2015-03-09,0.11
600664.XSHG,哈药股份,2015-03-09,0.11
000839.XSHE,中信国安,2015-03-09,0.17
300015.XSHE,爱尔眼科,2015-03-09,0.1
000625.XSHE,长安汽车,2015-03-09,0.57
002475.XSHE,立讯精密,2015-03-09,0.11
600688.XSHG,上海石化,2015-03-09,0.12
002344.XSHE,海宁皮城,2015-03-09,0.11
002252.XSHE,上海莱士,2015-03-09,0.17
600352.XSHG,浙江龙盛,2015-03-09,0.35
600048.XSHG,保利地产,2015-03-09,0.76
600362.XSHG,江西铜业,2015-03-09,0.17
600208.XSHG,新湖中宝,2015-03-09,0.21
000917.XSHE,电广传媒,2015-03-09,0.17
603288.XSHG,海天味业,2015-03-09,0.08
000750.XSHE,国海证券,2015-03-09,0.18
000999.XSHE,华润三九,2015-03-09,0.11
