code,display_name,date,weight
000413.XSHE,东旭光电,2016-10-25,0.309
000415.XSHE,渤海租赁,2016-10-25,0.151
600317.XSHG,营口港,2016-10-25,0.076
601009.XSHG,南京银行,2016-10-25,0.424
600252.XSHG,中恒集团,2016-10-25,0.138
000825.XSHE,太钢不锈,2016-10-25,0.091
000826.XSHE,启迪桑德,2016-10-25,0.193
600256.XSHG,广汇能源,2016-10-25,0.146
000709.XSHE,河钢股份,2016-10-25,0.149
000559.XSHE,万向钱潮,2016-10-25,0.189
000156.XSHE,华数传媒,2016-10-25,0.088
000157.XSHE,中联重科,2016-10-25,0.231
000623.XSHE,吉林敖东,2016-10-25,0.208
600827.XSHG,百联股份,2016-10-25,0.109
002450.XSHE,ST康得新,2016-10-25,0.529
600816.XSHG,安信信托,2016-10-25,0.201
600893.XSHG,航发动力,2016-10-25,0.304
600783.XSHG,鲁信创投,2016-10-25,0.082
601872.XSHG,招商轮船,2016-10-25,0.123
600089.XSHG,特变电工,2016-10-25,0.254
600895.XSHG,张江高科,2016-10-25,0.16
601117.XSHG,中国化学,2016-10-25,0.124
600085.XSHG,同仁堂,2016-10-25,0.19
000792.XSHE,盐湖股份,2016-10-25,0.158
600005.XSHG,武钢股份,2016-10-25,0.127
300027.XSHE,华谊兄弟,2016-10-25,0.274
600000.XSHG,浦发银行,2016-10-25,1.62
600648.XSHG,外高桥,2016-10-25,0.085
600649.XSHG,城投控股,2016-10-25,0.244
001979.XSHE,招商蛇口,2016-10-25,0.431
300124.XSHE,汇川技术,2016-10-25,0.205
600415.XSHG,小商品城,2016-10-25,0.251
601633.XSHG,长城汽车,2016-10-25,0.146
600008.XSHG,首创股份,2016-10-25,0.115
600009.XSHG,上海机场,2016-10-25,0.295
300144.XSHE,宋城演艺,2016-10-25,0.162
600066.XSHG,宇通客车,2016-10-25,0.333
002568.XSHE,百润股份,2016-10-25,0.043
600060.XSHG,海信电器,2016-10-25,0.148
600061.XSHG,国投资本,2016-10-25,0.197
000425.XSHE,徐工机械,2016-10-25,0.154
601988.XSHG,中国银行,2016-10-25,0.807
601989.XSHG,中国重工,2016-10-25,0.647
000738.XSHE,航发控制,2016-10-25,0.138
600958.XSHG,东方证券,2016-10-25,0.475
600068.XSHG,葛洲坝,2016-10-25,0.248
000423.XSHE,东阿阿胶,2016-10-25,0.354
600660.XSHG,福耀玻璃,2016-10-25,0.269
601225.XSHG,陕西煤业,2016-10-25,0.129
